kind	id	batch	language	source_file	field	before	after
lesson	PY4_L09_evidence_check_001	LESSON_005_DEEP_EXPANSION	en	data_i18n/en/lessons/python_deep_expansion_v4.json	code	"""def answer(question, docs): if not docs: return \""Insufficient supporting documents.\"" return call_llm(build_prompt(question, docs))"""	"""def answer(question, docs):\n    if not docs:\n        return \""Insufficient supporting documents.\""\n    return call_llm(build_prompt(question, docs))"""
lesson	PY4_L09_evidence_check_001	LESSON_005_DEEP_EXPANSION	en	data_i18n/en/lessons/python_deep_expansion_v4.json	explanation	"""\""Evidence check\"" is the step of verifying whether there is evidence before generating a response. If there is no evidence, the process does not proceed to `call_llm`, which helps reduce speculative responses. The rule of stopping when there is no evidence serves as the first line of defense for maintaining the reliability of RAG responses. Therefore, the return/call result is \""returns a 'lack of evidence' message.\"""""	"""When `docs` is empty or otherwise false, the function immediately returns the insufficient-evidence message and never calls the LLM. It checks only that at least one document exists; it does not verify relevance, trustworthiness, or whether the generated answer follows the documents. This is one guard against empty-context generation, not a complete guarantee against hallucination."""
lesson	PY4_L09_evidence_check_001	LESSON_005_DEEP_EXPANSION	en	data_i18n/en/lessons/python_deep_expansion_v4.json	title	"""Trend of Blocking Unsubstantiated Responses"""	"""Checking for evidence before generation"""
lesson	PY4_L09_rerank_flow_001	LESSON_005_DEEP_EXPANSION	ko	data/lessons/python_deep_expansion_v4.json	code	"""def rerank(query, hits):\n    scored = []\n    for hit in hits:\n        scored.append((score_pair(query, hit), hit))\n    scored.sort(reverse=True)\n    return [hit for score, hit in scored[:5]]"""	"""def rerank(query, hits):\n    scored = []\n    for hit in hits:\n        scored.append((score_pair(query, hit), hit))\n    scored.sort(key=lambda pair: pair[0], reverse=True)\n    return [hit for score, hit in scored[:5]]"""
lesson	PY4_L09_rerank_flow_001	LESSON_005_DEEP_EXPANSION	ko	data/lessons/python_deep_expansion_v4.json	explanation	"""rerank는 1차 검색 결과를 다시 점수화해 더 좋은 순서로 정렬하는 단계다. 후보 hit마다 점수를 매긴 뒤 높은 순으로 고른다. 검색에서는 먼저 넓게 후보를 찾고, rerank에서 질문과 더 잘 맞는 항목을 위로 올리는 흐름으로 이해하면 된다."""	"""각 hit와 query의 score_pair 결과를 (점수, hit)로 저장하고, key가 점수만 꺼내도록 지정해 내림차순 정렬한 뒤 최대 5개 hit를 반환한다. 점수가 같은 경우에도 hit 객체끼리 비교하지 않으므로 dict 같은 비교 불가능한 객체에서 생길 수 있는 오류를 피한다. 위쪽 결과가 실제로 더 관련 있는지는 score_pair의 품질에 달려 있다."""
lesson	PY4_L09_rerank_flow_001	LESSON_005_DEEP_EXPANSION	en	data_i18n/en/lessons/python_deep_expansion_v4.json	code	"""def rerank(query, hits):\n    scored = []\n    for hit in hits:\n        scored.append((score_pair(query, hit), hit))\n    scored.sort(reverse=True)\n    return [hit for score, hit in scored[:5]]"""	"""def rerank(query, hits):\n    scored = []\n    for hit in hits:\n        scored.append((score_pair(query, hit), hit))\n    scored.sort(key=lambda pair: pair[0], reverse=True)\n    return [hit for score, hit in scored[:5]]"""
lesson	PY4_L09_rerank_flow_001	LESSON_005_DEEP_EXPANSION	en	data_i18n/en/lessons/python_deep_expansion_v4.json	explanation	"""Reranking is the step in which the initial search results are re-scored and sorted into a better order. After assigning a score to each candidate hit, the top results are selected. In search, you can think of it as a process where candidates are first identified broadly, and then, during reranking, the items that best match the query are moved to the top."""	"""The function stores `(score, hit)` pairs, sorts by the score field in descending order, and returns at most five hits. Supplying a key prevents equal scores from making Python compare the hit objects themselves, which could fail for objects such as dictionaries. Whether the resulting order is truly more relevant depends on `score_pair` quality."""
lesson	PY4_L10_node_candidate_extract_001	LESSON_005_DEEP_EXPANSION	ko	data/lessons/python_deep_expansion_v4.json	explanation	"""node candidate extraction은 텍스트에서 노드 후보를 찾는 단계다. TERMS가 chunk text 안에 포함되면 후보 row로 추가한다. 후보 추출은 최종 노드 확정이 아니라 검토할 가능성을 모으는 단계로 보는 것이 안전하다."""	"""각 term과 chunk text를 소문자로 바꾼 뒤 단순 부분 문자열 포함 여부를 검사하고, 맞으면 term과 chunk_id를 후보 row로 추가한다. 이는 최종 노드 확정이 아니라 검토 후보 수집 단계다. 단어 경계를 보지 않으므로 짧은 term이 더 긴 단어 일부와 우연히 맞는 오탐이 생길 수 있어 후속 검증이 필요하다."""
lesson	PY4_L10_node_candidate_extract_001	LESSON_005_DEEP_EXPANSION	en	data_i18n/en/lessons/python_deep_expansion_v4.json	explanation	"""Node candidate extraction is the step of identifying node candidates in the text. If a TERM is found within a text chunk, it is added as a candidate row. It is safest to view candidate extraction not as the final determination of nodes, but as a step to gather potential candidates for review."""	"""For each term, the code lowercases both strings and performs a simple substring test. A match adds a row containing the term and chunk ID. These are review candidates, not confirmed nodes. Because the test ignores word boundaries, a short term can also match accidentally inside a longer word, so later validation is needed."""
lesson	PY4_L10_edge_promotion_001	LESSON_005_DEEP_EXPANSION	ko	data/lessons/python_deep_expansion_v4.json	explanation	"""edge promotion은 후보 관계를 실제 KG edge로 승격할지 판단하는 단계다. 두 조건을 모두 만족해야 promoted 상태가 된다. 근거 수와 신뢰도 같은 조건을 함께 보아야 약한 후보 관계가 실제 그래프에 섞이는 것을 줄일 수 있다. 따라서 반환/호출 결과는 ‘score 0.8 이상이고 evidence_count 2 이상’이다."""	"""and 조건이므로 score가 0.8 이상이고 evidence_count가 2 이상일 때만 promoted 상태와 원본 candidate를 반환한다. 그 외에는 rejected다. 이 임계값은 코드에 정한 정책일 뿐이며, evidence_count가 2라는 사실만으로 근거의 품질이나 독립성이 보장되지는 않는다. 두 key가 없으면 KeyError가 날 수 있다는 입력 전제도 확인해야 한다."""
lesson	PY4_L10_edge_promotion_001	LESSON_005_DEEP_EXPANSION	en	data_i18n/en/lessons/python_deep_expansion_v4.json	explanation	"""Edge promotion is the stage where we determine whether to promote a candidate relationship to an actual KG edge. Both conditions must be satisfied for the edge to be promoted. By considering both conditions—such as the number of pieces of evidence and confidence—we can minimize the inclusion of weak candidate relationships in the actual graph. Therefore, the return/call result is “score ≥ 0.8 and evidence_count ≥ 2.”"""	"""Because the conditions use `and`, the function returns `promoted` only when score is at least 0.8 and evidence count is at least 2; otherwise it returns `rejected`. These thresholds are a policy in this code, and two pieces of evidence do not by themselves guarantee quality or independence. Missing keys would also raise `KeyError`, so the input schema is a prerequisite."""
lesson	PY4_L10_label_adjudication_001	LESSON_005_DEEP_EXPANSION	ko	data/lessons/python_deep_expansion_v4.json	explanation	"""label adjudication은 후보 라벨을 유지할지 버릴지 판정하는 과정이다. 이 코드에서는 첫 번째 조건이 맞아 KEEP을 반환한다. 여러 판정자가 있을 때는 KEEP, DROP 같은 투표 결과를 규칙으로 합쳐 최종 라벨을 정한다."""	"""labels에서 KEEP이 두 번 이상이면 첫 번째 return이 즉시 실행되어 KEEP이 된다. 이 규칙은 REJECT가 함께 있어도 KEEP 조건을 먼저 적용하므로 조건 순서가 우선순위다. KEEP이 두 개 미만일 때만 REJECT 포함 여부를 보고, 둘 다 아니면 REVIEW를 반환한다. 코드의 라벨 이름은 DROP이 아니라 REJECT다."""
lesson	PY4_L10_label_adjudication_001	LESSON_005_DEEP_EXPANSION	en	data_i18n/en/lessons/python_deep_expansion_v4.json	explanation	"""Label adjudication is the process of determining whether to keep or discard a candidate label. In this code, the first condition is met, so it returns \""KEEP.\"" When there are multiple adjudicators, the final label is determined by combining the voting results—such as \""KEEP\"" and \""DROP\""—according to the rules."""	"""Two or more `KEEP` values satisfy the first condition, whose `return` immediately wins even if `REJECT` is also present. Only when there are fewer than two KEEPs does the function check for `REJECT`; otherwise it returns `REVIEW`. The code's label is `REJECT`, not `DROP`, and condition order defines the policy priority."""
lesson	PY5_L09_inheritance_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""상속은 부모 클래스의 기능을 자식 클래스가 물려받는 구조다. Dog 클래스가 speak를 다시 정의하면 Animal의 speak를 재정의한다. 자식 클래스는 필요한 동작만 바꾸고 공통 구조는 부모에서 물려받아 코드 중복을 줄일 수 있다. 따라서 출력은 ‘bark’이다."""	"""pet은 Dog로 만든 객체이므로 pet.speak()를 호출하면 Python은 먼저 Dog에서 speak 메서드를 찾는다. Dog가 같은 이름의 메서드를 다시 정의했기 때문에 부모 Animal의 speak 대신 Dog.speak가 실행되어 \""bark\""를 반환한다. 이것이 메서드 재정의(override)다. Dog에 speak가 없었다면 상속받은 Animal.speak가 실행되어 \""sound\""가 나왔을 것이다."""
lesson	PY5_L09_inheritance_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""LANG_java_class_001""]"	"[""PYV116_A1_OVERRIDE_SUPER"", ""PYV116_A1_INHERITANCE_BASIC""]"
lesson	PY5_L09_inheritance_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""Inheritance is a structure in which a child class inherits the functionality of a parent class. If the `Dog` class redefines `speak`, it overrides the `speak` method of the `Animal` class. A child class can modify only the necessary behavior while inheriting the common structure from the parent, thereby reducing code duplication. Therefore, the output is “bark.”"""	"""Because `pet` is an instance of `Dog`, Python first looks for `speak` on `Dog` when `pet.speak()` is called. `Dog` defines a method with the same name, so `Dog.speak` overrides the inherited `Animal.speak` and returns \""bark\"". If `Dog` did not define `speak`, Python would use the inherited parent method and return \""sound\"" instead."""
lesson	PY5_L09_inheritance_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""LANG_java_class_001""]"	"[""PYV116_A1_OVERRIDE_SUPER"", ""PYV116_A1_INHERITANCE_BASIC""]"
lesson	PY5_L09_property_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""cfg.is_fast는 메서드 호출처럼 보이지 않지만 property가 실행되어 True를 반환한다. @property는 메서드를 값처럼 읽게 해 주는 문법이다. 호출할 때 괄호를 붙이지 않지만 내부적으로 함수가 실행되므로, 계산된 속성인지 저장된 값인지 구분해야 한다."""	"""Config(\""fast\"")가 self.mode에 \""fast\""를 저장한다. 이후 cfg.is_fast를 읽으면 괄호를 쓰지 않아도 @property가 붙은 is_fast 메서드가 실행되고, self.mode == \""fast\"" 비교 결과인 True를 반환한다. mode처럼 객체에 저장된 값과 달리 is_fast는 접근할 때마다 계산되는 속성이다."""
lesson	PY5_L09_property_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""DATA_schema_001""]"	"[""PYV116_A1_WHEN_CLASS_HELPS""]"
lesson	PY5_L09_property_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""Although `cfg.is_fast` does not look like a method call, the property is evaluated and returns `True`. The `@property` decorator is a syntax that allows methods to be treated as values. Although parentheses are not used when calling it, the function is executed internally; therefore, you must distinguish between computed properties and stored values."""	"""`Config(\""fast\"")` stores \""fast\"" in `self.mode`. Reading `cfg.is_fast` then runs the method marked with `@property`, even though no call parentheses are written, and the comparison `self.mode == \""fast\""` returns `True`. Unlike the stored `mode` attribute, `is_fast` is a computed attribute whose getter runs each time it is accessed."""
lesson	PY5_L09_property_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""DATA_schema_001""]"	"[""PYV116_A1_WHEN_CLASS_HELPS""]"
lesson	PY5_L09_decorator_wrapper_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""@log_call 때문에 run은 wrapper로 감싸지고 wrapper 안에서 before가 먼저 출력된다. decorator wrapper는 원래 함수를 감싸 실행 전후에 추가 동작을 넣는 함수다. 로그, 권한 확인, 실행 시간 측정 같은 공통 처리에 자주 쓰인다."""	"""@log_call은 함수 정의가 끝난 뒤 run = log_call(run)을 적용한 것과 같다. 따라서 이름 run은 반환된 wrapper를 가리킨다. run()을 호출하면 wrapper가 먼저 \""before\""를 출력한 뒤 fn으로 보관한 원래 run을 호출해 \""run\""을 출력한다. 이 예제는 실행 전 동작만 추가하며, 실행 후 동작을 넣으려면 fn() 다음에 코드를 더 써야 한다."""
lesson	PY5_L09_decorator_wrapper_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	reading_goal	"""데코레이터가 함수 실행 전후에 동작을 추가하는 구조를 읽는다."""	"""데코레이터가 원래 함수 실행 전에 동작을 추가하는 구조를 읽는다."""
lesson	PY5_L09_decorator_wrapper_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""Because of @log_call, `run` is wrapped by a wrapper, and `before` is executed first inside the wrapper. A decorator wrapper is a function that wraps the original function to insert additional actions before and after execution. It is frequently used for common tasks such as logging, permission checks, and measuring execution time."""	"""After the function definition, `@log_call` has the same effect as `run = log_call(run)`, so the name `run` now refers to the returned `wrapper`. Calling `run()` prints \""before\"" first, then calls the original function stored in `fn`, which prints \""run\"". This example adds only a before-action; code after `fn()` would be needed to add an after-action."""
lesson	PY5_L09_decorator_wrapper_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	reading_goal	"""The decorator reads the structure that adds actions before and after a function is executed."""	"""Read how a decorator adds an action before the original function runs."""
lesson	PY5_L09_custom_context_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""직접 만든 context manager는 with 진입 시 __enter__를 실행하고 블록이 끝나면 __exit__를 실행한다. 리소스 정리에 유용하다. 파일, 락, 임시 설정처럼 시작과 종료가 짝을 이루는 작업에 특히 잘 맞는다. 따라서 출력은 ‘start → work → end’이다."""	"""with Timer()에 들어갈 때 __enter__가 먼저 실행되어 \""start\""를 출력한다. 그다음 들여쓴 블록이 \""work\""를 출력하고, 블록을 빠져나갈 때 __exit__가 실행되어 \""end\""를 출력한다. 따라서 순서는 start → work → end다. __exit__는 블록에서 예외가 나도 호출되므로 파일 닫기나 락 해제 같은 정리 작업에 쓰이며, 이 코드처럼 None을 반환하면 발생한 예외를 숨기지는 않는다."""
lesson	PY5_L09_custom_context_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""CS_stack_heap_001""]"	"[""PYF95_A4_WITH_FILE""]"
lesson	PY5_L09_custom_context_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""A custom context manager executes `__enter__` when the `with` block begins and `__exit__` when the block ends. This is useful for cleaning up resources. It is particularly well-suited for tasks with a clear start and end, such as files, locks, and temporary settings. Therefore, the flow is “start → work → end.”"""	"""Entering `with Timer()` calls `__enter__` first and prints \""start\"". The indented block then prints \""work\"", and leaving the block calls `__exit__`, which prints \""end\"". The order is therefore start → work → end. `__exit__` is also called when the block raises an exception, which makes it useful for cleanup; returning `None` here does not suppress such an exception."""
lesson	PY5_L09_custom_context_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""CS_stack_heap_001""]"	"[""PYF95_A4_WITH_FILE""]"
lesson	PY5_L10_asyncio_run_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""asyncio.run이 main을 실행하고 main 안에서 fetch 결과를 기다린다. asyncio.run은 비동기 함수 실행을 시작하는 입구 역할을 한다. 코드를 읽을 때는 어떤 async 함수가 넘겨지는지, 그 안에서 await가 어떤 순서로 실행되는지 따라가야 한다. 따라서 출력은 ‘data’이다."""	"""main()은 main 코루틴 객체를 만들고 asyncio.run(...)이 이를 실행할 이벤트 루프를 시작한다. main 안의 await fetch()가 fetch를 실행해 \""data\""를 돌려주면 result에 저장되고 print가 data를 출력한다. asyncio.run은 보통 비동기 프로그램의 최상위 진입점에서 한 번 사용하며, async 함수 이름만 넘기는 것이 아니라 main()처럼 만든 코루틴을 넘긴다는 점을 구분해야 한다."""
lesson	PY5_L10_asyncio_run_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""WEB_frontend_backend_001""]"	"[""PYV102_A7_ASYNC_CONCURRENCY""]"
lesson	PY5_L10_asyncio_run_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""`asyncio.run` executes `main` and waits for the result of `fetch` within `main`. `asyncio.run` acts as the entry point for executing asynchronous functions. When reading the code, you need to follow which async functions are passed to it and the order in which the `await` statements are executed within them. Therefore, the output is “data.”"""	"""`main()` creates a coroutine object, and `asyncio.run(...)` starts an event loop to execute it. Inside `main`, `await fetch()` runs `fetch`, receives \""data\"", stores it in `result`, and then prints data. `asyncio.run` is normally used once at the top-level entry point of an async program; note that it receives the coroutine created by `main()`, not the function name `main` by itself."""
lesson	PY5_L10_asyncio_run_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""WEB_frontend_backend_001""]"	"[""PYV102_A7_ASYNC_CONCURRENCY""]"
lesson	PY5_L10_httpx_async_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""httpx의 async 요청은 네트워크 응답을 기다리는 동안 다른 비동기 작업과 함께 처리될 수 있다. await는 응답이 올 때까지 기다린다. 응답을 기다리는 동안 이벤트 루프가 멈추지 않으므로 여러 API 요청을 효율적으로 다룰 수 있다."""	"""async with는 AsyncClient를 열고 블록이 끝날 때 연결 자원을 정리한다. await client.get(...)에서 현재 get_items 코루틴은 HTTP 요청과 응답을 기다리며 잠시 멈추지만, 이벤트 루프는 그동안 이미 예약된 다른 코루틴을 실행할 수 있다. 다만 이 함수 하나만 호출한다고 여러 요청이 자동으로 동시에 실행되는 것은 아니다. 여러 요청을 겹쳐 처리하려면 여러 코루틴을 task나 gather 등으로 함께 예약해야 한다."""
lesson	PY5_L10_httpx_async_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""PL_endpoint_001"", ""AI_latency_001""]"	"[""PL_endpoint_001"", ""AI_latency_001"", ""PYV102_A7_ASYNC_CONCURRENCY""]"
lesson	PY5_L10_httpx_async_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""Asynchronous requests in httpx can be processed alongside other asynchronous tasks while waiting for a network response. The `await` keyword waits for the response to arrive. Since the event loop does not pause while waiting for a response, multiple API requests can be handled efficiently."""	"""The `async with` block opens an `AsyncClient` and closes its connection resources on exit. At `await client.get(...)`, the current `get_items` coroutine pauses for the HTTP request and response, while the event loop may run other coroutines that have already been scheduled. This one function does not make multiple requests concurrent by itself; multiple request coroutines must be scheduled together, for example as tasks or with `gather`."""
lesson	PY5_L10_httpx_async_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""PL_endpoint_001"", ""AI_latency_001""]"	"[""PL_endpoint_001"", ""AI_latency_001"", ""PYV102_A7_ASYNC_CONCURRENCY""]"
lesson	PY5_L09_fastapi_cors_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""CORS는 브라우저가 다른 출처의 서버에 요청할 수 있는지 정하는 보안 규칙이다. 설정에는 허용할 프론트엔드 도메인을 적는다. 개발 중에는 localhost를 허용하고, 배포 후에는 실제 서비스 주소만 허용하는 식으로 좁혀 읽는다."""	"""origin은 프로토콜·호스트·포트의 조합이다. allow_origins에는 브라우저 프론트엔드가 교차 출처로 API를 사용할 때 서버가 허용할 origin을 정확히 적는다. 이 미들웨어는 허용된 origin과 method에 맞는 CORS 응답 헤더를 보내고 preflight 요청을 처리한다. CORS는 브라우저가 응답 사용을 허용할지 정하는 규칙이지 로그인이나 API 권한 검사가 아니며, 브라우저가 아닌 클라이언트의 접근을 막는 방화벽도 아니다."""
lesson	PY5_L09_fastapi_cors_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""WEB_cors_001"", ""PYV102_A7_AUTH_SECURITY""]"	"[""WEB_cors_001""]"
lesson	PY5_L09_fastapi_cors_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""CORS is a security rule that determines whether a browser can send requests to servers from different origins. The configuration specifies the front-end domains to be allowed. During development, localhost is allowed, but after deployment, access is restricted to only the actual service address."""	"""An origin is the combination of scheme, host, and port. `allow_origins` lists the exact browser front-end origins that the server permits to use this API across origins. The middleware returns the matching CORS response headers and handles preflight requests according to the allowed origins and methods. CORS is not authentication or API authorization, and it is not a firewall that blocks non-browser clients."""
lesson	PY5_L09_fastapi_cors_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""WEB_cors_001"", ""PYV102_A7_AUTH_SECURITY""]"	"[""WEB_cors_001""]"
lesson	PY5_L09_sql_parameter_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""SQL parameter binding은 값을 SQL 문자열에 직접 붙이지 않고 별도 인자로 전달한다. SQL injection 위험을 줄이고 값을 안전하게 넣을 수 있다."""	"""?는 SQL 값이 들어갈 자리표시자이고 (source_name,)은 그 한 자리에 바인딩할 값 하나를 담은 튜플이다. sqlite 드라이버가 값을 SQL 문법과 분리해 처리하므로 문자열 이어 붙이기보다 SQL injection 위험을 줄이고 따옴표도 알맞게 다룬다. 이 방식은 값에 사용하는 것이며 테이블명이나 컬럼명 같은 SQL 구조를 대신 바인딩하지는 못한다."""
lesson	PY5_L09_sql_parameter_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""WEB_auth_001""]"	"[""PYV158_A1_DATABASE_FLOW"", ""LANG_sql_query_001""]"
lesson	PY5_L09_sql_parameter_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""SQL parameter binding involves passing values as separate arguments rather than embedding them directly into the SQL string. This reduces the risk of SQL injection and ensures that values are inserted securely."""	"""The `?` is a placeholder for one SQL value, and `(source_name,)` is a one-element tuple containing the value to bind there. The sqlite driver handles the value separately from SQL syntax, which reduces SQL injection risk and applies the necessary quoting. Placeholders bind values; they cannot replace SQL structure such as table or column names."""
lesson	PY5_L09_sql_parameter_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	question	"""?What is the purpose of the `?` and tuple arguments?"""	"""What is the purpose of the `?` placeholder and tuple argument?"""
lesson	PY5_L09_sql_parameter_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	side_card_ids	"[""WEB_auth_001""]"	"[""PYV158_A1_DATABASE_FLOW"", ""LANG_sql_query_001""]"
lesson	PY5_L08_pandas_concat_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""pd.concat은 여러 DataFrame을 위아래나 좌우로 이어 붙인다. 같은 구조의 표를 여러 개 모아 하나의 큰 표로 만들 때 자주 쓴다. axis 값을 바꾸면 위아래 결합인지 좌우 결합인지 달라지므로 표 구조를 먼저 확인해야 한다."""	"""axis를 생략한 pd.concat은 기본값 axis=0을 사용해 df_old 아래에 df_new의 행을 이어 붙인다. ignore_index=True는 기존 행 인덱스를 버리고 결과에 0부터 새 인덱스를 붙인다. 컬럼 이름이 다르면 없는 칸에는 결측값이 생길 수 있으며, concat 자체는 중복 행을 제거하지 않는다."""
lesson	PY5_L08_pandas_concat_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""`pd.concat` concatenates multiple DataFrames vertically or horizontally. It is often used to combine multiple tables with the same structure into a single large table. Since changing the `axis` value determines whether the tables are concatenated vertically or horizontally, you should check the table structure first."""	"""With its default `axis=0`, `pd.concat` appends the rows of `df_new` below those of `df_old`. `ignore_index=True` discards the old row labels and assigns a new 0-based index to the result. Differing column names can create missing values, and `concat` does not remove duplicate rows by itself."""
lesson	PY5_L08_pandas_drop_duplicates_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""drop_duplicates는 중복된 행을 제거한다. subset='url'처럼 기준 컬럼을 지정하면 같은 url을 가진 행을 중복으로 보고 하나만 남긴다. 중복 제거 기준을 명확히 하지 않으면 필요한 행까지 사라질 수 있어 subset 선택이 중요하다."""	"""subset=[\""url\""]은 다른 컬럼 값과 관계없이 url 값만 비교해 중복을 판단하라는 뜻이다. 같은 url이 여러 번 나오면 기본값 keep=\""first\""에 따라 첫 행을 남기고 뒤의 행을 제거하며, 원본 df가 아니라 결과 DataFrame을 clean에 저장한다. 최신 행을 남기고 싶다면 정렬 순서와 keep 값을 별도로 정해야 한다."""
lesson	PY5_L08_pandas_drop_duplicates_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""`drop_duplicates` removes duplicate rows. If you specify a column as the criterion, such as `subset='url'`, it treats rows with the same URL as duplicates and keeps only one. Since necessary rows may be removed if the criteria for removing duplicates are not clearly defined, selecting the `subset` is important."""	"""`subset=[\""url\""]` tells pandas to compare only the `url` values when deciding whether rows are duplicates. When a URL appears more than once, the default `keep=\""first\""` keeps the first row and removes later ones, returning the result as `clean` without changing `df` here. Keeping the newest row instead requires an intentional sort order and `keep` policy."""
lesson	PY5_L08_pandas_pivot_001	LESSON_006_ADVANCED_EXPANSION	ko	data/lessons/python_advanced_expansion_v5.json	explanation	"""pivot이나 pivot_table은 긴 형태의 데이터를 표 형태로 재배치한다. 이 코드에서는 domain별로 묶어 score의 평균을 계산한다. index, columns, values가 각각 무엇인지 보면 재배치된 표의 행과 열 의미를 이해할 수 있다."""	"""pivot_table은 domain의 고유값을 결과 행(index)으로 만들고, 각 domain에 속한 score들을 aggfunc=\""mean\""으로 평균 낸다. 따라서 결과는 domain별 score 평균표다. 단순 pivot과 달리 pivot_table은 같은 그룹에 여러 행이 있어도 집계 함수로 하나의 요약값을 만들 수 있다."""
lesson	PY5_L08_pandas_pivot_001	LESSON_006_ADVANCED_EXPANSION	en	data_i18n/en/lessons/python_advanced_expansion_v5.json	explanation	"""Pivot and pivot_table reorganize long-form data into a table format. In this code, the average score is calculated by grouping by domain. By examining what “index,” “columns,” and “values” represent, you can understand the meaning of the rows and columns in the reorganized table."""	"""`pivot_table` makes each distinct `domain` a result row through `index=\""domain\""`, then applies `aggfunc=\""mean\""` to the `score` values in that group. The result is therefore a table of average score by domain. Unlike a plain `pivot`, `pivot_table` can combine multiple source rows for the same group with an aggregation function."""
