level	file	id	title	reading_goal	code	question	answer	explanation	project_context	question_type	concepts
6	python_performance_large_card_ux_v53.json	PY53_L06_pagination_001	pagination 읽기	많은 카드를 페이지 단위로 나누어 보여주는 pagination 개념을 이해한다.	pageSize = 50\nvisibleCards = cards.slice(page * pageSize, (page + 1) * pageSize)	pagination의 목적은?	많은 항목을 페이지 단위로 나누어 보여주기 위해	page가 0-based라는 전제에서 slice는 page*50부터 다음 50개 미만을 반환한다. page를 0 이상 마지막 page 이하로 제한하고 total, next/previous 상태와 현재 filter를 URL이나 state에 보존해야 한다. pagination은 DOM 부담을 줄이지만 전체 data fetch를 자동으로 줄이지는 않는다.	카드 수가 1000장을 넘었으므로, 이제 대량 카드 로딩/검색/렌더링 성능과 사용자 피드백이 중요하다.	meaning_choice	"[""pagination"",""large_list"",""UI""]"
6	python_powershell_automation_reliable_scripts_v45.json	PY45_L06_git_status_clean_001	git status clean 읽기	수정 전후 git status로 작업트리 상태를 확인하는 습관을 익힌다.	git status --short	git status --short 출력이 비어 있다는 뜻은?	현재 추적 중인 변경사항이 없다는 뜻	기본 git status --short 출력이 비어 있으면 stage된 변경, 추적 파일의 작업 트리 변경, 표시 대상 untracked 파일이 없다는 뜻이다. .gitignore에 맞는 ignored 파일은 남아 있을 수 있고 원격과 동기화됐다는 뜻도 아니다. dirty worktree가 있어도 사용자 작업일 수 있으므로 자동 삭제하지 말고 범위를 확인한다.	v41~v44 확장 때도 매번 clean 상태 확인 후 다음 버전으로 넘어갔다.	meaning_choice	"[""git_status"",""working_tree"",""clean_state""]"
6	python_powershell_automation_reliable_scripts_v45.json	PY45_L06_no_pager_log_001	git --no-pager log 읽기	PowerShell에서 git log가 pager로 멈추는 상황을 피하는 방법을 이해한다.	git --no-pager log --oneline -5	--no-pager를 붙이는 이유는?	log 출력이 less 화면에 갇히지 않게 하기 위해	no-pager log는 Git 로그를 pager 화면 없이 바로 출력하는 방식이다. pager에 들어가면 (END) 화면이 떠서 명령이 멈춘 것처럼 보일 수 있다. 따라서 정답은 ‘log 출력이 less 화면에 갇히지 않게 하기 위해’이다.	최근 git log가 (END) 화면에 반복 표시된 문제를 피하기 위한 습관이다.	meaning_choice	"[""git_log"",""pager"",""no_pager""]"
6	python_powershell_automation_reliable_scripts_v45.json	PY45_L06_set_location_001	Set-Location 읽기	PowerShell 스크립트에서 작업 폴더를 먼저 고정하는 이유를 이해한다.	$projectRoot = Split-Path -Parent $PSScriptRoot\nSet-Location $projectRoot\nGet-Location	Set-Location을 먼저 쓰는 이유는?	명령이 실행될 기준 폴더를 정확히 맞추기 위해	$PSScriptRoot는 실행 중인 script가 있는 폴더이므로 그 parent를 project root로 계산하면 특정 컴퓨터의 D: 경로를 hard-code하지 않아도 된다. Set-Location 뒤 Get-Location으로 실제 기준을 확인하고, 실패하면 즉시 중단해야 상대경로가 엉뚱한 대상에 적용되지 않는다.	lesson JSON 생성, app.js 수정, git 명령을 모두 프로젝트 루트에서 실행해야 안전하다.	meaning_choice	"[""PowerShell"",""Set-Location"",""working_directory""]"
6	python_practical_expansion_v2.json	PY2_L06_os_env_001	환경변수에서 API 키 읽기	os.environ.get()으로 코드 밖 설정값을 읽는 패턴을 이해한다.	"import os\n\napi_key = os.environ.get(""GOOGLE_API_KEY"")\nif api_key:\n    print(""key found"")"	이 코드는 무엇을 읽으려는가?	환경변수의 API 키	os.environ.get('GOOGLE_API_KEY')는 해당 이름의 환경변수를 문자열로 읽고, 없으면 None을 반환한다. 값이 있으면 if 조건이 참이 되어 key found를 출력하지만 실제 API 키는 출력하지 않는다. 환경변수는 소스 코드 노출 위험을 줄일 수 있지만 로그, 프로세스 권한, 배포 설정의 접근 제어도 따로 관리해야 한다. 질문의 정답은 ‘환경변수의 API 키’이다.	API 키를 소스 코드에 하드코딩하지 않게 해 주지만 환경변수 자체를 자동으로 비밀로 만들어 주는 것은 아니다.	meaning_choice	"[""if"",""import"",""print"",""os"",""env"",""api_key""]"
6	python_practical_expansion_v2.json	PY2_L06_path_exists_001	Path.exists() 읽기	파일이나 폴더가 실제 존재하는지 확인하는 코드를 읽는다.	"from pathlib import Path\n\npath = Path(""data/nodes.jsonl"")\nif path.exists():\n    print(""found"")\nelse:\n    print(""missing"")"	이 코드는 무엇을 확인하는가?	경로 존재 여부	Path.exists()는 그 경로에 파일이나 폴더가 존재하는지 True 또는 False로 알려 준다. 이 코드에서는 data/nodes.jsonl이 있으면 found, 없으면 missing을 출력한다. exists()가 True여도 그 뒤에 경로가 사라지거나 읽기 권한이 없으면 open은 실패할 수 있으므로, 존재 확인이 파일 읽기 오류를 모두 막는 것은 아니다.	입력 경로가 없을 때 더 이해하기 쉬운 오류 메시지로 중단하는 사전 점검에 쓸 수 있다.	meaning_choice	"[""if"",""else"",""import"",""print"",""pathlib"",""exists"",""file""]"
6	python_practical_expansion_v2.json	PY2_L06_path_mkdir_001	mkdir로 출력 폴더 만들기	출력 폴더를 미리 만들고 중복 생성 오류를 피하는 코드를 읽는다.	"from pathlib import Path\n\nout_dir = Path(""outputs"")\nout_dir.mkdir(parents=True, exist_ok=True)"	exist_ok=True의 의미에 가까운 것은?	이미 폴더가 있어도 에러를 내지 않는다	mkdir은 폴더를 만든다. parents=True는 필요한 상위 폴더도 함께 만들고, exist_ok=True는 outputs가 이미 폴더로 존재할 때 FileExistsError 없이 통과하게 한다. 같은 경로에 일반 파일이 있으면 exist_ok=True여도 폴더를 만들 수 없어 오류가 난다.	결과 파일을 저장하기 전 출력 폴더를 보장하는 패턴이다.	meaning_choice	"[""import"",""pathlib"",""mkdir"",""directory""]"
6	python_progress_score_mistake_note_v50.json	PY50_L06_progress_schema_001	progress schema 읽기	진도 데이터를 어떤 필드 구조로 저장할지 schema 관점에서 읽는다.	progress_row = {'card_id': card_id, 'status': 'seen', 'updated_at': now}	progress schema가 필요한 이유는?	진도 데이터를 일정한 구조로 저장하기 위해	progress schema는 진도 데이터를 어떤 필드로 저장할지 정한 구조다. schema가 있으면 저장, 로드, 마이그레이션을 안정적으로 만들 수 있다. 필드 이름과 의미가 정해져 있어야 버전이 바뀌어도 기존 진도 데이터를 옮기기 쉽다.	v49의 복습 알고리즘 다음 단계로, 실제 학습 진도와 오답 기록을 저장하는 기능 설계와 연결된다.	meaning_choice	"[""progress_schema"",""data_model"",""learning_state""]"
6	python_progress_score_mistake_note_v50.json	PY50_L06_progress_tracking_001	progress tracking 읽기	학습자가 어디까지 진행했는지 저장하고 이어가는 흐름을 읽는다.	progress = {'current_card_id': card_id, 'solved_count': solved_count}	progress tracking의 목적은?	학습자가 어디까지 진행했는지 저장하기 위해	progress tracking은 학습 상태를 저장해 다시 열었을 때 이어가게 한다. current_card_id와 solved_count만으로는 card 순서 변경, 삭제, 여러 device 충돌을 처리하기 어려우므로 card별 상태, schema version, updated_at과 안정적인 ID를 함께 둔다. 저장 성공 여부도 사용자에게 거짓으로 보여 주지 않는다.	v49의 복습 알고리즘 다음 단계로, 실제 학습 진도와 오답 기록을 저장하는 기능 설계와 연결된다.	meaning_choice	"[""progress_tracking"",""learning_progress"",""state""]"
6	python_project_expansion_v6.json	PY6_L06_gitignore_001	.gitignore 읽기	Git에 올리지 않을 파일과 폴더를 구분해 읽는다.	# .gitignore 일부\n.env\n.venv/\n__pycache__/\noutputs/	.env를 gitignore에 넣는 이유는?	비밀 설정 유출 방지	.gitignore의 .env 패턴은 추적되지 않은 .env 파일이 새 커밋에 들어가는 실수를 줄인다. .env에는 API key 같은 비밀값이 있을 수 있으므로 정답은 ‘비밀 설정 유출 방지’다. 하지만 이미 Git이 추적 중인 파일은 .gitignore를 추가해도 자동으로 빠지지 않으며, 한 번 노출된 key는 기록 삭제만 믿지 말고 즉시 폐기·재발급해야 한다. .gitignore 자체가 비밀 저장소는 아니다.	공개 GitHub 저장소를 안전하게 운영하기 위한 기본이다.	meaning_choice	"[""comment"",""gitignore"",""env"",""venv""]"
6	python_project_expansion_v6.json	PY6_L06_normalize_id_001	ID 정규화 함수 읽기	문서 ID를 비교하기 쉬운 형태로 바꾸는 흐름을 읽는다.	"def normalize_doc_id(value):\n    return value.strip().lower().replace("" "", ""_"")\n\nprint(normalize_doc_id("" Doc 001 ""))"	출력은?	doc_001	"먼저 strip()이 양끝 공백을 제거해 ""Doc 001""을 만들고, lower()가 ""doc 001""로 바꾼 뒤 replace("" "", ""_"")가 가운데 공백을 밑줄로 바꿔 doc_001을 만든다. 이 함수는 공백과 대소문자만 정규화하며 슬래시·기호·연속 밑줄 같은 다른 문자는 처리하지 않는다. 서로 다른 원본 ID가 같은 결과로 합쳐질 수 있으므로 실제 ID 정책에는 충돌 검사도 필요하다."	doc_id, node_id, slug 정규화에 직접 연결된다.	output_prediction	"[""def"",""function"",""return"",""print"",""normalization"",""str"",""id""]"
6	python_project_expansion_v6.json	PY6_L06_pyproject_001	pyproject.toml 읽기	프로젝트 이름, 버전, 의존성을 선언하는 파일 구조를 읽는다.	"# pyproject.toml 일부\n[project]\nname = ""reading-trainer""\nversion = ""0.1.0""\ndependencies = [""fastapi"", ""pandas""]"	dependencies에는 무엇이 들어가는가?	필요 패키지 목록	[project] 표 안의 name과 version은 프로젝트 메타데이터이고, dependencies는 설치할 때 필요한 직접 의존성 목록이다. pyproject.toml에는 이 밖에도 build-system이나 도구별 설정이 들어갈 수 있다. 다만 버전 범위를 쓰지 않은 이 목록은 최신 호환 버전을 허용하므로, 설치 결과를 완전히 고정하는 lock 파일과는 역할이 다르다.	요즘 파이썬 프로젝트 구조를 읽을 때 requirements와 함께 자주 본다.	meaning_choice	"[""comment"",""pyproject"",""package"",""metadata""]"
6	python_project_expansion_v6.json	PY6_L06_requirements_001	requirements.txt 읽기	파이썬 프로젝트가 필요로 하는 패키지 목록을 읽는다.	# requirements.txt\nfastapi==0.115.0\nuvicorn==0.30.0\npandas==2.2.0	이 파일은 무엇을 나타내는가?	설치할 Python 패키지와 버전	requirements.txt는 pip install -r requirements.txt처럼 설치할 Python 의존성을 한 줄씩 적는 파일이다. 이 예제의 ==는 FastAPI·Uvicorn·pandas를 지정한 버전으로 설치하라는 뜻이다. 직접 사용하는 패키지와 버전은 확인할 수 있지만, Python 버전·운영체제·하위 의존성까지 이 세 줄만으로 완전히 고정되는 것은 아니므로 재현 환경에는 lock 파일이나 별도 환경 정보가 더 필요할 수 있다.	서버나 앱 프로젝트를 실행하기 전에 의존성을 확인할 때 가장 먼저 본다.	meaning_choice	"[""comment"",""requirements"",""package"",""pip""]"
6	python_project_expansion_v6.json	PY6_L06_slug_001	slug 생성 읽기	문자열을 URL이나 파일명에 쓰기 좋은 slug 형태로 바꾸는 코드를 읽는다.	"def make_slug(title):\n    return title.lower().replace(""/"", ""-"").replace("" "", ""-"")\n\nprint(make_slug(""AI / RAG Notes""))"	출력에 가까운 것은?	ai---rag-notes	lower() 뒤에 / 하나가 -로 바뀌고, 그 양옆의 공백 두 개도 각각 -로 바뀌어 ai---rag-notes가 된다. 이 결과는 보기의 정답이지만, 함수가 모든 특수문자나 연속 하이픈을 정리하지 않으므로 일반적인 URL·파일명에 항상 안전한 slug를 보장하지는 않는다. 실제 slug 함수라면 허용 문자, 연속 구분자 축약, 빈 결과와 중복 충돌 규칙을 더 정해야 한다.	노드 페이지 파일명, URL slug, 산출물 이름 만들기에 연결된다.	output_prediction	"[""def"",""function"",""return"",""print"",""slug"",""str"",""filename""]"
6	python_project_structure_imports_v18.json	PY18_L06_from_import_001	from import 읽기	모듈 안의 특정 이름만 가져오는 코드를 읽는다.	"from pathlib import Path\n\nroot = Path(""data"")\nprint(root.exists())"	from pathlib import Path의 의미는?	pathlib 모듈에서 Path만 바로 쓰도록 가져온다	from import를 쓰면 pathlib.Path가 아니라 Path로 바로 사용할 수 있다. from import는 모듈 전체가 아니라 특정 이름만 가져오는 문법이다. 어떤 함수나 클래스가 현재 파일의 이름공간에 들어오는지 확인해야 한다.	파일 경로를 다루는 코드에서 매우 자주 보이는 패턴이다.	meaning_choice	"[""import"",""print"",""from_import"",""pathlib"",""module""]"
6	python_project_structure_imports_v18.json	PY18_L06_import_basic_001	import 기본 읽기	모듈을 import한 뒤 점 표기법으로 함수에 접근하는 구조를 읽는다.	"import json\n\ntext = json.dumps({""ok"": True})\nprint(text)"	json.dumps를 쓸 수 있는 이유는?	import json으로 json 모듈을 가져왔기 때문에	import json을 하면 json.dumps처럼 모듈명.함수명 형태로 접근한다. import는 다른 파일이나 라이브러리의 기능을 현재 코드에서 쓰겠다는 뜻이다. 어디서 가져오는지와 실제로 어떤 이름을 쓰는지 연결해서 읽어야 한다.	표준 라이브러리와 외부 라이브러리 호출 코드를 읽는 기본이다.	meaning_choice	"[""print"",""import"",""module"",""namespace""]"
6	python_project_structure_imports_v18.json	PY18_L06_project_tree_001	Python 프로젝트 폴더 구조 읽기	src, scripts, tests 폴더의 역할을 구분한다.	project/\n  src/\n    app/\n      pipeline.py\n  scripts/\n    run_pipeline.py\n  tests/\n    test_pipeline.py	일반적으로 tests 폴더의 역할은?	코드가 맞게 동작하는지 검사하는 테스트 파일을 둔다	project tree는 폴더와 파일의 역할을 한눈에 보여 주는 구조다. tests 폴더에는 pytest 같은 도구로 실행할 검증 코드가 들어간다. 테스트 코드를 실제 앱 코드와 분리해 두면 구조가 명확해지고 자동 검증도 실행하기 쉽다.	처음 보는 Python 프로젝트에서 src, scripts, tests의 역할을 먼저 파악하는 훈련이다.	meaning_choice	"[""project_structure"",""src"",""scripts"",""tests""]"
6	python_pwa_install_update_ux_v51.json	PY51_L06_beforeinstallprompt_001	beforeinstallprompt 이벤트 읽기	브라우저가 PWA 설치 가능 시점을 알려주는 beforeinstallprompt 이벤트를 이해한다.	window.addEventListener('beforeinstallprompt', event => {\n  event.preventDefault()\n  deferredPrompt = event\n})	beforeinstallprompt 이벤트의 역할은?	브라우저의 기본 설치 안내를 잠시 보류하고 나중에 직접 보여줄 수 있게 한다	beforeinstallprompt는 일부 Chromium 계열 browser가 설치 가능 시 보내는 비표준 event다. preventDefault로 즉시 prompt를 보류하고 event를 저장해 사용자 gesture에서 prompt()를 호출할 수 있다. 지원되지 않는 browser에는 platform별 안내나 설치 버튼 숨김 fallback이 필요하다.	v50에서 학습 진도 저장을 다뤘으므로, v51은 PWA 설치와 업데이트 과정에서 사용자가 혼란 없이 최신 앱을 쓰게 하는 UX와 연결된다.	meaning_choice	"[""beforeinstallprompt"",""PWA_install"",""browser_event""]"
6	python_pwa_install_update_ux_v51.json	PY51_L06_install_prompt_001	install prompt 읽기	PWA를 설치할 수 있음을 사용자에게 알려주는 설치 안내를 이해한다.	showInstallButton()\nbutton.textContent = '앱 설치하기'	install prompt의 목적은?	사용자에게 앱 설치 가능 상태를 알려주기 위해	install 안내는 browser가 설치 가능 조건을 충족했다고 알려 주거나 platform별 설치 절차가 있을 때만 보여 준다. 모든 browser가 같은 prompt API를 지원하지 않으며 이미 설치됐거나 설치를 원치 않는 사용자에게 반복 노출하지 않는다. 설치는 사용자 선택이고 사용 전제 조건이 되어서는 안 된다.	v50에서 학습 진도 저장을 다뤘으므로, v51은 PWA 설치와 업데이트 과정에서 사용자가 혼란 없이 최신 앱을 쓰게 하는 UX와 연결된다.	meaning_choice	"[""install_prompt"",""PWA"",""user_prompt""]"
6	python_readme_setup_troubleshooting_v132_a1.json	PY132_L06_PORT_IN_USE_TROUBLE_001	포트 사용 중 오류	포트 사용 중 오류가 이미 실행 중인 서버나 포트 충돌과 관련됨을 이해한다.	python -m http.server 5173\n# OSError: [Errno 98] Address already in use	로컬 서버 실행 중 Address already in use 또는 포트 사용 중 오류가 나면 README에 어떤 안내가 있으면 좋은가?	이미 켜진 서버를 끄거나 다른 포트로 실행하라고 안내한다	포트 사용 중 오류는 같은 포트를 이미 다른 프로세스가 쓰고 있다는 뜻이다. 기존 서버를 종료하거나 5174처럼 다른 포트로 실행하면 된다.		multiple_choice	"[""comment"",""port"",""local server"",""http.server"",""troubleshooting""]"
6	python_readme_setup_troubleshooting_v132_a1.json	PY132_L06_README_CHECKLIST_001	README 실행 체크리스트	초보자용 README에는 준비물부터 오류 해결까지 실행 흐름 전체가 들어가야 함을 이해한다.	1. Prerequisites\n2. Setup\n3. Environment variables\n4. Run\n5. Verify\n6. Troubleshooting	초보자용 README 실행 안내에 포함되면 좋은 묶음으로 가장 알맞은 것은?	Python 버전, 설치 순서, 환경변수 예시, 실행/확인/오류 해결	좋은 README는 처음 보는 사람이 따라 할 수 있어야 한다. 준비물, 설치 순서, 환경변수 예시, 실행 명령, 확인 명령, 자주 나는 오류 해결을 함께 적으면 좋다.		multiple_choice	"[""README checklist"",""setup"",""environment variables"",""run"",""troubleshooting""]"
6	python_realworld_expansion_v8.json	PY8_L06_favicon_404_001	favicon 404 구분하기	favicon.ico 404가 앱 전체 실패와 다를 수 있음을 읽는다.	"::1 - - [28/May/2026 22:29:11] code 404, message File not found\n::1 - - [28/May/2026 22:29:11] ""GET /favicon.ico HTTP/1.1"" 404 -"	이 로그만으로 앱이 깨졌다고 볼 수 있나?	아니다, favicon만 없을 수 있다	이 두 줄은 /favicon.ico 요청이 404였다는 사실만 보여 준다. 브라우저가 사이트 아이콘을 자동 요청했지만 파일이 없었을 수 있으므로, 이 로그만으로 HTML·JavaScript·데이터 로딩까지 실패했다고 결론낼 수 없다. 실제 장애 여부는 실패한 요청 경로와 앱 화면·콘솔의 다른 오류를 함께 확인해야 한다. favicon이 필요한 제품이라면 아이콘 누락 자체는 별도로 고쳐야 한다.	로컬 확인 로그에서 무시해도 되는 404와 치명 오류를 구분한다.	meaning_choice	"[""http"",""404"",""favicon""]"
6	python_realworld_expansion_v8.json	PY8_L06_git_crlf_warning_001	Git CRLF 경고 읽기	줄바꿈 형식 변환 경고를 치명적 오류와 구분한다.	warning: in the working copy of 'src/pwa/app.js', LF will be replaced by CRLF	이 메시지는 보통 무엇인가?	줄바꿈 변환 경고	Git이 이 작업 트리 파일의 LF 줄바꿈을 CRLF로 변환할 수 있다고 알리는 경고다. 변환 여부는 .gitattributes와 core.autocrlf·core.eol 같은 설정에 영향을 받으므로 Windows라는 사실만으로 결정되지는 않는다. 이 문장 자체는 commit이나 push 실패를 뜻하지 않지만, 의도하지 않은 줄바꿈 diff를 막으려면 저장소의 줄바꿈 정책과 실제 변경 내용을 확인해야 한다.	PowerShell에서 Git을 사용할 때 볼 수 있는 줄바꿈 경고를 해석한다.	meaning_choice	"[""git"",""crlf"",""warning""]"
6	python_realworld_expansion_v8.json	PY8_L06_git_push_flow_001	Git push 흐름 읽기	수정 확인, 스테이징, 커밋, 원격 반영 순서를 읽는다.	"Set-Location ""D:\projects\python-reading-trainer""\ngit status\ngit add src/pwa/app.js\ngit commit -m ""Update app""\ngit push"	git add 다음에 보통 하는 일은?	git commit	표시된 순서에서는 status로 상태를 본 뒤 git add가 app.js의 현재 변경을 스테이징 영역에 올리고, git commit이 스테이징된 내용만 로컬 커밋으로 기록한다. 마지막 git push는 설정된 원격·업스트림으로 관련 ref를 전송한다. 스테이징하지 않은 변경은 그 커밋에 포함되지 않으며, 충돌·권한·원격 설정 문제 등이 있으면 commit이나 push는 별도로 실패할 수 있다.	지금 앱을 GitHub Pages에 반영하는 기본 루틴이다.	meaning_choice	"[""git"",""commit"",""push""]"
6	python_realworld_expansion_v8.json	PY8_L06_git_push_success_001	git push 성공 로그 읽기	push가 원격 main 브랜치에 반영된 로그를 읽는다.	remote: Resolving deltas: 100% (3/3), completed with 3 local objects.\nTo https://github.com/user/repo.git\n   abc123..def456  main -> main	push 결과의 main -> main은 무엇을 의미하는가?	로컬 main이 원격 main에 반영됨	화살표 왼쪽 main은 보낸 로컬 ref, 오른쪽 main은 갱신된 원격 ref를 나타낸다. abc123..def456은 원격 main이 앞 커밋에서 뒤 커밋으로 이동했음을 보여 준다. 이는 해당 브랜치 갱신의 성공을 뜻할 뿐 저장소의 모든 브랜치·태그가 서로 같다는 뜻은 아니다. 다른 환경은 자동으로 바뀌지 않으며 fetch나 pull 같은 별도 동작이 필요하다.	푸시 성공 여부를 로그에서 판단할 수 있게 한다.	meaning_choice	"[""git"",""push"",""log""]"
6	python_realworld_expansion_v8.json	PY8_L06_http_304_log_001	HTTP 304 로그 읽기	304가 캐시된 리소스 재사용과 관련된 상태임을 읽는다.	"::1 - - [28/May/2026 22:29:11] ""GET /data/lessons/file.json HTTP/1.1"" 304 -"	304는 보통 무엇을 의미하는가?	변경 없음, 캐시 사용 가능	304 Not Modified는 조건부 요청의 ETag나 수정 시각 같은 검증자를 기준으로, 클라이언트가 가진 표현을 계속 사용할 수 있다고 서버가 알린 응답이다. 보통 응답 본문을 다시 보내지 않아 브라우저가 캐시된 본문을 재사용한다. 이 상태만으로 서버 디스크의 파일이 절대 바뀌지 않았다고 단정할 수는 없다. 새 내용을 기대했다면 요청 URL, 검증자·캐시 헤더, 서비스 워커 동작을 함께 확인해야 한다.	로컬 http.server 로그와 GitHub Pages 반영 확인에 중요하다.	meaning_choice	"[""http"",""status_code"",""cache""]"
6	python_realworld_expansion_v8.json	PY8_L06_safe_int_001	safe_int 방어 함수 읽기	숫자로 바꿀 수 없으면 기본값을 쓰는 방어 코드를 읽는다.	"def safe_int(value, default=0):\n    try:\n        return int(value)\n    except ValueError:\n        return default\n\nprint(safe_int(""abc"", 10))"	출력은?	10	int('abc')는 ValueError를 던지고 이 except가 그 오류를 잡아 전달된 default 10을 반환하므로 출력은 10이다. 그러나 이 함수가 모든 변환 실패를 막는 것은 아니다. 예를 들어 int(None)은 TypeError를 던져 현재 except에 잡히지 않으며, 무조건 기본값으로 바꾸면 잘못된 입력 원인을 숨길 수도 있다. 허용할 입력 타입과 잡을 예외를 정하고 필요하면 오류를 기록해야 한다.	사용자 입력/CSV 값/환경변수 파싱에서 자주 쓰인다.	output_prediction	"[""def"",""function"",""return"",""print"",""try_except"",""int"",""default""]"
6	python_refactoring_maintainability_v40.json	PY40_L06_refactoring_001	refactoring 읽기	동작은 유지하면서 코드 구조를 개선하는 refactoring을 이해한다.	before:\n  same behavior, messy code\n\nafter:\n  same behavior, cleaner code	refactoring의 핵심은?	동작은 유지하고 코드 구조를 개선한다	refactoring은 외부에서 관찰되는 동작을 의도적으로 바꾸지 않으면서 내부 구조를 개선하는 변경이다. '더 깨끗하다'는 목표를 구체적인 이름, 중복, 의존성 문제로 설명해야 한다. 테스트는 기존 동작 보존에 대한 증거를 주지만 테스트하지 않은 동작까지 같음을 보장하지는 않는다.	카드가 800장 이상이 되면 기능 추가만큼 구조 정리가 중요해진다.	meaning_choice	"[""refactoring"",""maintainability"",""behavior_preserving_change""]"
6	python_regex_beginner_v124_a1.json	PY124_L06_REGEX_SAFE_FLOW_001	정규식 추출 안전 흐름	정규식으로 여러 값을 찾고, 없는 경우를 처리하고, 필요한 부분만 캡처하는 전체 흐름을 읽는다.	ids = re.findall(r'ID-(\d+)', text)\nm = re.search(r'email: (\S+)', text)\nemail = m.group(1) if m else ''	이 코드의 전체 흐름으로 알맞은 것은?	정규식으로 ID 목록을 찾고 이메일은 있을 때만 꺼낸다	findall()은 여러 ID를 리스트로 찾고, search()는 이메일 패턴 하나를 찾는다. m이 있을 때만 group(1)을 읽으면 None 오류를 피할 수 있다.	로그나 텍스트에서 필요한 값들을 안전하게 추출하는 종합 카드다.	multiple_choice	"[""re.findall"",""re.search"",""group"",""None check""]"
6	python_regex_beginner_v124_a1.json	PY124_L06_RE_MATCH_START_001	re.match는 시작부터 확인	re.match()가 문자열 중간이 아니라 시작 위치부터 패턴이 맞는지 확인하는 함수임을 읽는다.	ok = re.match(r'^ID-\d+', 'ID-2048 ready')	re.match()의 특징으로 알맞은 것은?	문자열 시작 부분부터 패턴이 맞는지 본다	re.match()는 문자열 시작 위치에서 패턴이 맞는지 본다. re.search()처럼 중간부터 찾지는 않지만 뒤에 남는 문자는 허용할 수 있다. 입력 전체가 형식과 정확히 일치해야 한다면 re.fullmatch()를 사용한다.	입력 문자열이 정해진 형식으로 시작하는지 검사하는 카드다.	multiple_choice	"[""re.match"",""start"",""^""]"
6	python_requests_api_beginner_v121_a1.json	PY121_L06_RESPONSE_JSON_AFTER_STATUS_001	상태 확인 후 response.json 읽기	response.json()은 응답이 실제 JSON일 때 Python dict/list로 바꾸므로 상태 확인 뒤 쓰는 흐름을 읽는다.	response = requests.get(url, timeout=10)\nresponse.raise_for_status()\ndata = response.json()	이 코드에서 response.json()을 호출하기 전에 raise_for_status()를 둔 이유는?	실패 상태를 먼저 드러내기 위해	먼저 raise_for_status()를 호출하면 4xx·5xx HTTP 실패를 HTTPError로 드러낸 뒤 성공 응답의 본문만 JSON으로 해석할 수 있다. 성공 상태라도 본문이 유효한 JSON이라는 보장은 없으므로 JSON 디코딩 실패는 별도로 처리한다.	API 응답을 데이터로 바꾸기 전에 실패 상태를 먼저 확인하는 실전 흐름이다.	multiple_choice	"[""response.json"",""raise_for_status"",""JSON""]"
6	python_requests_api_beginner_v121_a1.json	PY121_L06_SAFE_API_FLOW_001	안전한 API 호출 흐름 읽기	timeout, raise_for_status, response.json, RequestException을 연결한 기본 API 호출 흐름을 읽는다.	try:\n    response = requests.get(url, params=params, timeout=10)\n    response.raise_for_status()\n    data = response.json()\nexcept requests.RequestException as e:\n    print('request failed:', e)	이 코드의 전체 흐름으로 가장 알맞은 것은?	시간 제한을 두고 실패 상태와 요청 오류를 처리한다	timeout은 무기한 대기를 막고, raise_for_status()는 4xx·5xx를 예외로 바꾸며, RequestException은 requests가 낸 요청 예외를 처리한다. 실제 도구라면 JSON 형식과 필수 필드도 검증하고, 오류를 출력만 한 뒤 data를 사용하지 않도록 실패 경로를 명확히 끝내야 한다.	실제 API 연동 코드에서 기본 안전장치를 한 번에 읽는 카드다.	multiple_choice	"[""try_except"",""print"",""timeout"",""raise_for_status"",""response.json"",""RequestException""]"
6	python_requirements_dependency_repro_v131_a1.json	PY131_L06_AFTER_CLONE_SETUP_FLOW_001	clone 후 환경 복구 순서	clone 이후 프로젝트 실행 준비가 저장소 받기와 가상환경/의존성 설치 순서로 이어짐을 이해한다.	git clone <repo-url>\ncd project\npython -m venv .venv\n.\.venv\Scripts\Activate.ps1\npython -m pip install -r requirements.txt	GitHub에서 프로젝트를 clone한 뒤 실행 준비 순서로 가장 알맞은 것은?	clone, 폴더 이동, venv 생성, 활성화, requirements 설치	다른 컴퓨터에서 프로젝트를 받으면 먼저 저장소를 받고, 프로젝트 폴더로 들어가 가상환경을 만든 뒤 requirements.txt로 필요한 패키지를 설치한다.		multiple_choice	"[""git clone"",""venv"",""requirements.txt"",""setup flow""]"
6	python_requirements_dependency_repro_v131_a1.json	PY131_L06_VENV_REQUIREMENTS_REPRO_001	venv와 requirements 재현	가상환경 생성, 활성화, requirements 설치가 실행환경 재현 흐름으로 연결됨을 이해한다.	python -m venv .venv\n.\.venv\Scripts\Activate.ps1\npython -m pip install -r requirements.txt	새 컴퓨터에서 프로젝트 실행환경을 재현하는 흐름으로 가장 알맞은 것은?	venv를 만들고 활성화한 뒤 requirements를 설치한다	가상환경을 만들고 그 환경의 pip로 requirements를 설치하면 프로젝트별 패키지를 분리할 수 있다. 동일성 수준을 높이려면 README에 지원 Python 버전과 운영체제 조건도 기록하고, 의존성 버전도 충분히 고정해야 한다.		multiple_choice	"[""venv"",""requirements.txt"",""activate"",""reproducible environment""]"
