rank	score	review_class	file	index	id	title	answer	question	detail	priority_reason	review_note	explanation
46	30	NORMAL_REVIEW	data/lessons/python_offline_first_sync_conflict_v61.json	4	PY61_L07_cache_strategy_001	cache strategy 읽기	파일 종류에 따라 최신성이나 속도 요구가 다르기 때문에	cache strategy를 나누는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	앱 shell은 cache-first가 좋고, 최신 데이터는 network-first가 더 적합할 수 있다. cache strategy는 어떤 파일을 언제 캐시에 저장하고 언제 새로 받을지 정하는 규칙이다. 오프라인 사용성과 최신성 사이의 균형이 중요하다.
47	30	NORMAL_REVIEW	data/lessons/python_offline_first_sync_conflict_v61.json	8	PY61_L08_cloud_sync_001	cloud sync 읽기	여러 기기에서 학습 기록을 이어서 쓰기 위해	cloud sync의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	PC에서 푼 카드와 휴대폰에서 푼 카드가 같은 계정 기록으로 합쳐지면 학습 흐름이 좋아진다. cloud sync는 로컬에 저장된 데이터를 서버나 클라우드 저장소와 맞추는 흐름이다. 업로드, 다운로드, 충돌 처리 규칙을 함께 봐야 한다.
48	30	NORMAL_REVIEW	data/lessons/python_offline_first_sync_conflict_v61.json	12	PY61_L09_merge_strategy_001	merge strategy 읽기	북마크 목록처럼 서로 합쳐도 자연스러운 데이터	merge strategy가 유용한 데이터는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	merge strategy는 충돌이 났을 때 값을 합치거나 선택하는 규칙이다. 모든 충돌을 덮어쓰기보다 데이터 성격에 맞게 병합하는 편이 좋다. 메모처럼 합칠 수 있는 데이터와 진도처럼 최신값을 택해야 하는 데이터를 구분해야 한다.
49	30	NORMAL_REVIEW	data/lessons/python_offline_first_sync_conflict_v61.json	13	PY61_L09_conflict_resolution_ui_001	conflict resolution UI 읽기	자동 병합이 어려운 충돌에서 사용자가 선택하게 하기 위해	conflict resolution UI의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	개인 메모처럼 의미가 중요한 데이터는 사용자가 어느 쪽을 남길지 고르는 편이 안전하다. conflict resolution UI는 로컬 변경과 서버 변경이 충돌했을 때 사용자가 선택할 수 있게 하는 화면이다. 어떤 값을 남길지 비교 정보가 보여야 한다.
50	30	NORMAL_REVIEW	data/lessons/python_packaging_env_dependencies_v27.json	2	PY27_L07_venv_create_activate_001	venv 생성과 활성화 읽기	현재 프로젝트에 가상환경 폴더를 만든다	python -m venv .venv의 역할은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	venv는 프로젝트마다 독립적인 파이썬 실행 환경을 만드는 도구다. 패키지 버전 충돌을 줄이고 재현 가능한 개발 환경을 만들기 위해 사용한다. 활성화한 venv 안에 패키지를 설치하면 전역 파이썬 환경을 더럽히지 않고 프로젝트별 의존성을 관리할 수 있다.
51	30	NORMAL_REVIEW	data/lessons/python_packaging_env_dependencies_v27.json	5	PY27_L08_version_pin_001	패키지 버전 고정 읽기	FastAPI를 정확히 0.115.0 버전으로 설치한다	fastapi==0.115.0의 의미는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	version pin은 패키지 버전을 고정하거나 범위를 정하는 방식이다. ==는 정확한 버전 고정이고, >=는 최소 버전 조건을 뜻한다. 배포 환경을 재현하려면 핵심 패키지는 너무 넓은 범위보다 검증된 버전으로 고정하는 편이 안전하다.
52	30	NORMAL_REVIEW	data/lessons/python_packaging_env_dependencies_v27.json	6	PY27_L09_pyproject_basic_001	pyproject.toml 기본 구조 읽기	프로젝트 실행에 필요한 패키지를 적는다	dependencies 배열의 역할은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	pyproject.toml은 프로젝트 이름, 버전, 의존성, 빌드 설정 등을 담는 표준 설정 파일이다. pyproject.toml 기본 구조는 프로젝트 이름, 빌드 설정, 도구 설정을 담는다. 어떤 도구가 어느 섹션을 읽는지 구분하면 설정을 찾기 쉽다.
53	30	NORMAL_REVIEW	data/lessons/python_packaging_env_dependencies_v27.json	8	PY27_L09_windows_path_001	Windows 경로와 raw string 읽기	문자열을 raw string으로 취급한다	r'D:\projects...'에서 r의 의미는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	raw string은 역슬래시를 이스케이프 문자로 덜 해석하게 해 Windows 경로에서 편하다. Windows 경로는 역슬래시 때문에 문자열 이스케이프와 헷갈릴 수 있다. raw string이나 슬래시 변환을 사용하면 경로 오류를 줄일 수 있다.
54	30	NORMAL_REVIEW	data/lessons/python_packaging_env_dependencies_v27.json	10	PY27_L10_run_script_portable_001	portable run script 읽기	상대경로 기준을 프로젝트 루트로 맞추기 위해	Set-Location을 먼저 하는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	정적 서버는 현재 폴더를 기준으로 파일을 제공하므로 프로젝트 루트에서 실행해야 경로가 맞는다. portable run script는 다른 PC에서도 같은 방식으로 실행되도록 경로와 환경을 정리한 스크립트다. 하드코딩된 개인 경로를 줄이는 것이 중요하다.
55	30	NORMAL_REVIEW	data/lessons/python_packaging_env_dependencies_v27.json	12	PY27_L10_readme_run_section_001	README 실행법 섹션 읽기	나중에 같은 실행 절차를 빠르게 재현하기 위해	README의 Run locally 섹션이 중요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	프로젝트가 커질수록 실행 명령을 README/runbook에 남겨야 다시 시작할 때 덜 헤맨다. README 실행법 섹션은 처음 보는 사람이 앱을 실행할 수 있게 하는 안내다. 설치, 검증, 로컬 서버 실행 명령을 순서대로 적어야 한다.
56	30	NORMAL_REVIEW	data/lessons/python_packaging_env_dependencies_v27.json	14	PY27_L10_package_entrypoint_001	패키지 entrypoint 개념 읽기	tools.validate 모듈의 main 함수	py-reader-validate는 무엇에 연결되는가?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	project.scripts는 CLI 명령 이름을 Python 함수에 연결하는 설정이다. package entrypoint는 패키지를 명령처럼 실행할 때 시작되는 함수나 모듈이다. pyproject 설정과 실제 실행 함수가 어떻게 연결되는지 확인해야 한다.
57	30	NORMAL_REVIEW	data/lessons/python_packaging_env_dependencies_v27.json	15	PY27_L10_env_file_load_001	.env 로딩 코드 읽기	http://127.0.0.1:8000	API_BASE_URL이 없으면 api_base는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	env file load는 .env 같은 파일에서 환경변수를 읽어오는 절차다. os.getenv의 두 번째 인자는 값이 없을 때 사용할 기본값이다. 기본값을 두면 설정이 없을 때도 앱이 바로 실패하지 않고 예측 가능한 값으로 동작한다.
58	30	NORMAL_REVIEW	data/lessons/python_performance_large_card_ux_v53.json	1	PY53_L06_large_card_count_001	large card count 읽기	한 번에 전부 렌더링하지 않도록 나누어 보여준다	카드 수가 많아질 때 필요한 대응은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	large card count는 카드 수가 많아져 검색 대상과 DOM 요소가 늘어나는 상황이다. 데이터가 커질수록 로딩, 검색, 렌더링 비용을 따로 관리해야 한다.
59	30	NORMAL_REVIEW	data/lessons/python_performance_large_card_ux_v53.json	5	PY53_L07_empty_state_001	empty state 읽기	결과가 없는 상황을 사용자에게 명확히 알려준다	empty state의 역할은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	empty state는 검색 결과나 표시할 데이터가 없을 때 보여주는 안내 상태다. 아무것도 안 보이면 오류인지 결과 없음인지 구분하기 어렵다. 좋은 empty state는 사용자가 다음에 무엇을 하면 되는지 안내해 막힌 느낌을 줄인다.
60	30	NORMAL_REVIEW	data/lessons/python_performance_large_card_ux_v53.json	7	PY53_L08_filtering_performance_001	filtering performance 읽기	매번 검색할 때 문자열 조합을 반복하지 않기 위해	검색용 searchText를 미리 만드는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	filtering performance는 카드 목록을 조건으로 걸러낼 때 걸리는 비용을 관리하는 문제다. 카드가 많아질수록 반복 계산을 줄이는 전략이 중요하다. 검색 문자열을 미리 합쳐 두면 입력할 때마다 여러 필드를 반복해서 조합하지 않아도 된다.
61	30	NORMAL_REVIEW	data/lessons/python_performance_large_card_ux_v53.json	8	PY53_L08_render_cost_001	render cost 읽기	많은 카드 DOM을 한 번에 만드는 상황	render cost가 커지는 대표 상황은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	render cost는 화면에 요소를 그리는 데 드는 브라우저 처리 비용이다. 보이지 않는 카드까지 모두 DOM에 넣으면 렌더링 부담이 커진다. 카드가 많을 때는 페이지네이션이나 가상 목록으로 실제 그리는 요소 수를 줄이는 방식이 필요하다.
62	30	NORMAL_REVIEW	data/lessons/python_performance_large_card_ux_v53.json	10	PY53_L09_incremental_render_001	incremental render 읽기	큰 렌더링 작업을 작은 덩어리로 나누어 화면 멈춤을 줄이기 위해	incremental render의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	incremental render는 많은 카드를 한 번에 그리지 않고 조금씩 나눠 그리는 방식이다. 브라우저가 잠깐 멈춘 것처럼 보이는 현상을 줄인다. requestAnimationFrame이나 chunk 단위 렌더링을 쓰면 긴 목록도 더 부드럽게 보여 줄 수 있다.
63	30	NORMAL_REVIEW	data/lessons/python_performance_large_card_ux_v53.json	14	PY53_L10_performance_budget_001	performance budget 읽기	앱이 느려지지 않도록 성능 목표를 정해두기 위해	performance budget의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	performance budget은 로딩 시간, 검색 시간, 렌더링 비용에 대한 허용 기준이다. 카드가 계속 늘어나면 기능 추가만큼 성능 기준도 필요하다. 예산을 넘으면 기능을 줄이거나 지연 로딩, 페이지네이션 같은 최적화를 검토해야 한다.
64	30	NORMAL_REVIEW	data/lessons/python_performance_large_card_ux_v53.json	15	PY53_L10_performance_measurement_001	performance measurement 읽기	특정 작업이 얼마나 걸리는지 측정하기 위해	console.time을 쓰는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	performance measurement는 로딩, 검색, 렌더링 시간을 직접 재는 작업이다. 성능 문제는 추측보다 측정 결과를 보고 고치는 것이 안전하다. 측정값을 남기면 변경 전후를 비교해 개선 효과가 실제인지 확인할 수 있다.
65	30	NORMAL_REVIEW	data/lessons/python_powershell_automation_reliable_scripts_v45.json	3	PY45_L06_no_pager_log_001	git --no-pager log 읽기	log 출력이 less 화면에 갇히지 않게 하기 위해	--no-pager를 붙이는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	no-pager log는 Git 로그를 pager 화면 없이 바로 출력하는 방식이다. pager에 들어가면 (END) 화면이 떠서 명령이 멈춘 것처럼 보일 수 있다.
66	30	NORMAL_REVIEW	data/lessons/python_powershell_automation_reliable_scripts_v45.json	8	PY45_L08_utf8_set_content_001	Set-Content -Encoding UTF8 읽기	한글과 특수문자가 깨질 위험을 줄이기 위해	UTF-8 인코딩을 지정하는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	PowerShell과 Python, 브라우저가 같은 인코딩으로 읽도록 맞추는 것이 중요하다. Set-Content -Encoding UTF8은 PowerShell에서 파일을 UTF-8로 저장하게 하는 옵션이다. 한글 JSON이나 마크다운을 저장할 때 깨짐을 줄이는 데 중요하다.
67	30	NORMAL_REVIEW	data/lessons/python_powershell_automation_reliable_scripts_v45.json	9	PY45_L08_prevent_overwrite_001	overwrite 방지 읽기	이미 적용된 작업을 중복 적용하거나 덮어쓰는 사고를 막기 위해	overwrite guard의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	prevent overwrite는 자동화가 기존 파일이나 결과를 실수로 덮어쓰지 않게 막는 방어다. 스크립트는 재실행될 수 있으므로 중복 적용 방지가 중요하다. 덮어쓰기 방지는 백업, 검증 산출물, 수동 수정 파일을 보호하는 기본 안전장치다.
68	30	NORMAL_REVIEW	data/lessons/python_powershell_automation_reliable_scripts_v45.json	10	PY45_L08_expected_version_guard_001	expected version guard 읽기	다른 사람이 이미 수정했거나 현재 기준이 다를 때 중단하기 위해	expected version guard가 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	기준 버전이 다르면 replace가 엉뚱한 위치에 적용될 수 있으므로 먼저 확인해야 한다. expected version guard는 검증 명령에서 앱 버전이 예상값과 같은지 확인하는 장치다. 패치 후 캐시나 버전 갱신 누락을 빠르게 잡을 수 있다.
69	30	NORMAL_REVIEW	data/lessons/python_powershell_automation_reliable_scripts_v45.json	13	PY45_L09_server_log_200_001	서버 로그 200 읽기	요청한 파일을 정상적으로 제공했다는 뜻	서버 로그의 200은 무엇을 뜻하나?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	브라우저가 lesson JSON과 side_cards를 200으로 받아오면 앱 연결이 된 것이다. 서버 로그 200은 요청이 정상 처리됐다는 뜻이다. 파일이 실제로 로딩됐는지 확인할 때 200, 304, 404, 500을 구분해서 읽어야 한다.
70	30	NORMAL_REVIEW	data/lessons/python_powershell_automation_reliable_scripts_v45.json	16	PY45_L10_atomic_commit_001	atomic commit 읽기	문제가 생겼을 때 어떤 변경이 원인인지 찾기 쉽다	atomic commit의 장점은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	버전별 lesson JSON과 app.js 연결만 한 커밋에 넣으면 이력 추적이 쉽다. atomic commit은 하나의 의미 있는 변경만 묶어 커밋하는 습관이다. 검증 통과 결과와 관련 파일만 포함하면 나중에 되돌리거나 추적하기 쉽다.
71	30	NORMAL_REVIEW	data/lessons/python_progress_score_mistake_note_v50.json	3	PY50_L07_wrong_answer_log_001	wrong answer log 읽기	틀린 문제를 나중에 다시 볼 수 있게 기록한다	wrong answer log의 역할은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	wrong answer log는 틀린 카드와 선택 내용을 기록하는 데이터다. 오답 기록은 약점 복습, 오답노트, 재시도 기능의 기반이 된다. 어떤 선택지를 골랐는지까지 남기면 단순 오답 여부보다 헷갈린 개념을 더 잘 추적할 수 있다.
72	30	NORMAL_REVIEW	data/lessons/python_progress_score_mistake_note_v50.json	8	PY50_L08_attempt_count_001	attempt count 읽기	카드를 몇 번 시도했는지 알기 위해	attempt count가 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	attempt count는 한 카드를 몇 번 풀었는지 저장하는 값이다. 같은 정답률이라도 한 번 푼 카드와 여러 번 푼 카드는 의미가 다를 수 있다. 시도 횟수는 난이도 조정이나 복습 우선순위를 계산할 때 중요한 행동 신호가 된다.
73	30	NORMAL_REVIEW	data/lessons/python_progress_score_mistake_note_v50.json	9	PY50_L08_last_answered_at_001	last answered at 읽기	마지막 풀이 시점 기준으로 다음 복습일을 계산하기 위해	last_answered_at이 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	last_answered_at은 마지막으로 카드를 푼 시각을 저장하는 필드다. 시간 정보가 있어야 복습 간격과 due cards 계산을 할 수 있다. 이 값이 없으면 방금 푼 카드와 오래전에 푼 카드를 구분하기 어렵다.
74	30	NORMAL_REVIEW	data/lessons/python_progress_score_mistake_note_v50.json	13	PY50_L09_reset_progress_guard_001	reset progress guard 읽기	사용자 학습 기록이 실수로 지워지는 것을 막기 위해	reset progress에 확인창이 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	reset progress guard는 진도 초기화 전에 확인 절차를 두는 장치다. 진도 데이터는 사용자에게 중요한 데이터이므로 실수 삭제를 막아야 한다. 확인창이나 이중 확인 문구를 두면 되돌리기 어려운 사용자 데이터 삭제를 줄일 수 있다.
75	30	NORMAL_REVIEW	data/lessons/python_progress_score_mistake_note_v50.json	14	PY50_L10_export_progress_001	export progress 읽기	학습 기록을 백업하거나 다른 기기로 옮기기 위해	export progress의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	정적 앱에서 계정 동기화가 없을 때 export/import는 중요한 백업 수단이다. export progress는 사용자의 학습 진도나 점수를 외부 파일로 내보내는 기능이다. 어떤 필드가 포함되는지, 개인정보가 섞이지 않는지 확인해야 한다.
76	30	NORMAL_REVIEW	data/lessons/python_progress_score_mistake_note_v50.json	15	PY50_L10_import_progress_001	import progress 읽기	깨진 파일이나 다른 형식의 데이터를 막기 위해	import progress 전에 validateProgress가 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	import progress는 외부 파일에서 진도 데이터를 다시 불러오는 기능이다. 저장하기 전에 파일 구조와 필수 필드가 맞는지 확인해야 한다. 잘못된 진도 파일을 그대로 덮어쓰면 기존 학습 기록까지 손상될 수 있으므로 사전 검증이 필요하다.
77	30	NORMAL_REVIEW	data/lessons/python_progress_score_mistake_note_v50.json	16	PY50_L10_progress_dashboard_001	progress dashboard 읽기	학습한 카드 수, 정답률, 약한 개념	progress dashboard가 보여주면 좋은 정보는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	progress dashboard는 진도, 점수, 약점 개념을 한눈에 보여주는 화면이다. 사용자가 자신의 학습 상태를 빠르게 이해하게 돕는다. 최근 학습일, 연속 학습, 오답 추세까지 함께 보이면 사용자가 다음 행동을 정하기 쉽다.
78	30	NORMAL_REVIEW	data/lessons/python_progress_score_mistake_note_v50.json	17	PY50_L10_privacy_of_progress_001	progress privacy 읽기	사용자 동의 없이 학습 기록을 외부로 보내지 않는다	progress privacy에서 중요한 원칙은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	오답, 점수, 학습 패턴은 개인 데이터가 될 수 있으므로 저장과 전송을 조심해야 한다. progress privacy는 학습 진도와 점수도 개인 데이터라는 관점이다. 저장 위치, 동기화 여부, 외부 전송 여부를 확인해야 한다.
79	30	NORMAL_REVIEW	data/lessons/python_project_expansion_v6.json	8	PY6_L08_github_actions_001	GitHub Actions 트리거 읽기	main 브랜치에 push될 때	이 workflow는 언제 실행되는가?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	GitHub Actions는 저장소 이벤트에 맞춰 자동 작업을 실행한다. on: push: branches: [main]은 main 브랜치 push 때 실행하라는 조건이다.
80	30	NORMAL_REVIEW	data/lessons/python_project_structure_imports_v18.json	8	PY18_L08_env_loading_001	.env 환경변수 로딩 읽기	환경변수에서 API 키 값을 읽는다	os.getenv('OPENAI_API_KEY')의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	민감한 값은 코드에 직접 쓰지 않고 환경변수나 비밀 저장소에서 읽는 것이 안전하다. .env 로딩은 비밀값이나 설정값을 코드 밖 파일에서 읽어오는 흐름이다. 어떤 변수명이 필요한지, 없을 때 기본값이나 오류가 있는지 확인해야 한다.
81	30	NORMAL_REVIEW	data/lessons/python_project_structure_imports_v18.json	9	PY18_L08_requirements_001	requirements.txt 읽기	pydantic 2.0 이상 버전을 허용한다	pydantic>=2.0의 의미는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	requirements 파일은 프로젝트가 필요로 하는 패키지와 버전을 적는다. >=는 최소 버전, ==는 정확히 그 버전을 쓰라는 뜻이다. 의존성 파일을 보면 새 환경에서 어떤 패키지를 설치해야 프로젝트가 실행되는지 빠르게 알 수 있다.
82	30	NORMAL_REVIEW	data/lessons/python_project_structure_imports_v18.json	10	PY18_L08_pyproject_001	pyproject.toml 기본 구조 읽기	프로젝트가 필요로 하는 패키지	dependencies 항목은 무엇을 나타내는가?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	pyproject.toml은 프로젝트 이름, 버전, 의존성, 빌드 설정 등을 담을 수 있다. pyproject.toml은 파이썬 프로젝트의 빌드, 의존성, 도구 설정을 담는 파일이다. 패키지 이름과 실행 설정이 어디에 있는지 확인해야 한다.
83	30	NORMAL_REVIEW	data/lessons/python_project_structure_imports_v18.json	14	PY18_L09_exception_boundary_001	예외 경계 함수 읽기	오류를 기록한 뒤 호출자에게도 실패를 알리기 위해	except 안에서 raise를 다시 하는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	finalize로 상태를 남기고 raise로 예외를 다시 던지면 자동화 시스템도 실패를 인식할 수 있다. 예외 경계 함수는 오류가 퍼지지 않도록 특정 지점에서 잡고 기록하거나 사용자 메시지로 바꾸는 역할을 한다. 내부 오류와 외부 응답을 구분해야 한다.
84	30	NORMAL_REVIEW	data/lessons/python_project_structure_imports_v18.json	19	PY18_L10_import_error_debug_001	ModuleNotFoundError 디버깅 읽기	CSS 색상이 파란색이라서	이 오류의 흔한 원인이 아닌 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	ModuleNotFoundError는 보통 import 경로, 실행 위치, 설치 문제와 관련된다. ModuleNotFoundError 디버깅은 현재 작업 폴더, 패키지 구조, import 경로를 함께 확인하는 과정이다. 실행 위치가 달라지면 같은 코드도 실패할 수 있다.
85	30	NORMAL_REVIEW	data/lessons/python_pwa_install_update_ux_v51.json	1	PY51_L06_install_prompt_001	install prompt 읽기	사용자에게 앱 설치 가능 상태를 알려주기 위해	install prompt의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	install prompt는 PWA를 기기에 설치할 수 있음을 알려주는 안내다. 브라우저 앱처럼 쓰일 수 있으므로 자연스러운 설치 안내 UX가 필요하다. 설치 안내는 너무 자주 띄우면 방해가 되므로 사용 흐름에 맞는 시점에 보여 주는 것이 좋다.
86	30	NORMAL_REVIEW	data/lessons/python_pwa_install_update_ux_v51.json	5	PY51_L07_update_available_banner_001	update available banner 읽기	새 버전이 있음을 사용자에게 알려주기 위해	update available banner의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	update available banner는 새 버전이 준비됐음을 알려주는 안내 UI다. PWA는 캐시 때문에 오래된 앱이 보일 수 있어 업데이트 안내가 필요하다.
87	30	NORMAL_REVIEW	data/lessons/python_pwa_install_update_ux_v51.json	9	PY51_L08_online_recovered_notice_001	online recovered notice 읽기	다시 연결되었음을 알려주는 메시지	online 이벤트 후 보여주면 좋은 메시지는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	online recovered notice는 오프라인에서 다시 온라인으로 돌아왔을 때 보여주는 안내다. 사용자가 새 데이터를 다시 불러올 수 있게 돕는다. 복구 안내를 보여주면 저장 대기 중인 데이터 동기화나 새 카드 갱신을 자연스럽게 유도할 수 있다.
88	30	NORMAL_REVIEW	data/lessons/python_pwa_install_update_ux_v51.json	11	PY51_L09_cache_update_message_001	cache update message 읽기	앱이 멈춘 것이 아니라 업데이트 중임을 알려준다	cache update message의 역할은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	cache update message는 데이터나 앱 파일 갱신 상태를 알려주는 메시지다. 데이터 파일이 많아질수록 사용자가 업데이트 흐름을 알 수 있어야 한다. 갱신 안내가 없으면 사용자는 새 버전이 적용됐는지 오래된 캐시를 보는지 알기 어렵다.
89	30	NORMAL_REVIEW	data/lessons/python_realworld_expansion_v8.json	1	PY8_L08_appjs_progress_load_001	app.js 진도 로딩 읽기	{ seen: {} } 기본값	raw가 없으면 progress는 어떻게 되는가?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	삼항연산자가 raw 존재 여부에 따라 JSON.parse 또는 기본 객체를 선택한다. app.js 진도 로딩 코드는 저장된 학습 상태를 읽어 화면에 반영하는 부분이다. 저장 key와 기본값, 불러오기 실패 시 동작을 확인해야 한다.
90	30	NORMAL_REVIEW	data/lessons/python_realworld_expansion_v8.json	10	PY8_L05_cache_bust_query_001	쿼리스트링 캐시 우회 읽기	새 URL처럼 보여 캐시를 덜 타게 함	?_v=21의 주된 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	cache bust query는 URL 뒤의 버전 쿼리스트링을 바꿔 브라우저가 새 파일로 인식하게 하는 방법이다. PWA 데이터 갱신 확인에 유용하다. 버전 쿼리를 바꾸지 않으면 브라우저가 이전 JSON이나 JS를 계속 재사용할 수 있다.
91	30	NORMAL_REVIEW	data/lessons/python_realworld_expansion_v8.json	15	PY8_L07_powershell_select_string_001	Select-String 검색 읽기	매칭 줄 뒤 5줄도 보여줌	-Context 0,5는 무엇에 가까운가?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	Select-String은 파일에서 특정 문자열을 찾는 명령이다. -Context를 주면 검색된 줄 앞뒤의 주변 줄까지 함께 보여 주어 위치 파악이 쉽다. 주변 줄을 같이 보면 찾은 문자열이 어떤 함수나 설정 안에 있는지 바로 판단할 수 있다.
