rank	file	index	id	title	answer	final_sentence	changed	old_explanation	new_explanation
34	data/lessons/python_rag_kg_pipeline_review_v16.json	14	PY16_L10_provenance_lineage_001	provenance/lineage 기록 읽기	결과의 출처와 생성 과정을 추적한다	따라서 반환/호출 결과는 ‘결과의 출처와 생성 과정을 추적한다’이다.	YES	run_id, model, input_ids를 남기면 나중에 감사와 재현이 쉬워진다. provenance와 lineage는 데이터나 답변이 어디서 왔고 어떤 과정을 거쳤는지 추적하는 정보다. RAG나 KG에서는 근거 신뢰도를 확인하는 데 중요하다.	run_id, model, input_ids를 남기면 나중에 감사와 재현이 쉬워진다. provenance와 lineage는 데이터나 답변이 어디서 왔고 어떤 과정을 거쳤는지 추적하는 정보다. RAG나 KG에서는 근거 신뢰도를 확인하는 데 중요하다. 따라서 반환/호출 결과는 ‘결과의 출처와 생성 과정을 추적한다’이다.
35	data/lessons/python_rag_kg_pipeline_review_v16.json	15	PY16_L10_rag_test_harness_001	RAG 테스트 하네스 읽기	인용이 필요한 case인데 citations가 없을 때	따라서 반환/호출 결과는 ‘인용이 필요한 case인데 citations가 없을 때’이다.	YES	must_cite가 True인데 result에 citations가 없으면 실패 목록에 추가한다. RAG 테스트 하네스는 검색, 근거 선택, 답변 생성 결과를 한 번에 검증하는 틀이다. 질문별 기대 근거와 실패 사례를 함께 기록하면 회귀를 잡기 쉽다.	must_cite가 True인데 result에 citations가 없으면 실패 목록에 추가한다. RAG 테스트 하네스는 검색, 근거 선택, 답변 생성 결과를 한 번에 검증하는 틀이다. 질문별 기대 근거와 실패 사례를 함께 기록하면 회귀를 잡기 쉽다. 따라서 반환/호출 결과는 ‘인용이 필요한 case인데 citations가 없을 때’이다.
36	data/lessons/python_rag_kg_pipeline_review_v16.json	16	PY16_L09_cache_ttl_001	cache와 TTL 조건 읽기	저장 후 지난 시간이 ttl보다 작으면 캐시가 유효하다	따라서 반환/호출 결과는 ‘저장 후 지난 시간이 ttl보다 작으면 캐시가 유효하다’이다.	YES	cache TTL은 저장된 결과가 유효한 시간을 뜻한다. 현재 시간과 저장 시간을 비교해 오래된 캐시를 다시 계산할지 판단한다. 조건이 참이면 아직 캐시를 써도 된다는 뜻이고, 거짓이면 새로 계산하거나 다시 불러와야 한다.	cache TTL은 저장된 결과가 유효한 시간을 뜻한다. 현재 시간과 저장 시간을 비교해 오래된 캐시를 다시 계산할지 판단한다. 조건이 참이면 아직 캐시를 써도 된다는 뜻이고, 거짓이면 새로 계산하거나 다시 불러와야 한다. 따라서 반환/호출 결과는 ‘저장 후 지난 시간이 ttl보다 작으면 캐시가 유효하다’이다.
37	data/lessons/python_realworld_expansion_v8.json	20	PY8_L08_sidecard_filter_001	사이드카드 필터 읽기	3회 미만이고 관련 있거나 일반 카드	따라서 반환/호출 결과는 ‘3회 미만이고 관련 있거나 일반 카드’이다.	YES	side card filter는 여러 조건을 조합해 보여 줄 보조 카드를 고른다. &&는 둘 다 참, ||는 둘 중 하나라도 참인 조건을 뜻한다. 조건식을 읽을 때는 먼저 괄호와 연산자 우선순위를 확인해야 실제 필터 결과를 예측할 수 있다.	side card filter는 여러 조건을 조합해 보여 줄 보조 카드를 고른다. &&는 둘 다 참, ||는 둘 중 하나라도 참인 조건을 뜻한다. 조건식을 읽을 때는 먼저 괄호와 연산자 우선순위를 확인해야 실제 필터 결과를 예측할 수 있다. 따라서 반환/호출 결과는 ‘3회 미만이고 관련 있거나 일반 카드’이다.
38	data/lessons/python_realworld_expansion_v8.json	22	PY8_L10_rag_citation_001	RAG citation 생성 읽기	doc_id와 chunk_id	따라서 반환/호출 결과는 ‘doc_id와 chunk_id’이다.	YES	RAG citation은 답변이 어떤 문서와 chunk를 근거로 했는지 남기는 정보다. 문서 id와 chunk id를 붙이면 나중에 출처를 추적할 수 있다. citation이 있으면 답변을 믿을 수 있는지 확인하고 잘못된 근거를 다시 점검할 수 있다.	RAG citation은 답변이 어떤 문서와 chunk를 근거로 했는지 남기는 정보다. 문서 id와 chunk id를 붙이면 나중에 출처를 추적할 수 있다. citation이 있으면 답변을 믿을 수 있는지 확인하고 잘못된 근거를 다시 점검할 수 있다. 따라서 반환/호출 결과는 ‘doc_id와 chunk_id’이다.
39	data/lessons/python_realworld_expansion_v8.json	24	PY8_L10_node_promotion_rule_001	노드 승격 규칙 읽기	3회 이상 출현하고 정의 근거가 있음	따라서 반환/호출 결과는 ‘3회 이상 출현하고 정의 근거가 있음’이다.	YES	node promotion rule은 후보 노드를 실제 노드로 올릴지 판단하는 규칙이다. 두 조건을 모두 만족해야 PROMOTE가 되어 승격된다. 승격 규칙을 코드로 고정하면 후보가 많아져도 같은 기준으로 노드를 선별할 수 있다.	node promotion rule은 후보 노드를 실제 노드로 올릴지 판단하는 규칙이다. 두 조건을 모두 만족해야 PROMOTE가 되어 승격된다. 승격 규칙을 코드로 고정하면 후보가 많아져도 같은 기준으로 노드를 선별할 수 있다. 따라서 반환/호출 결과는 ‘3회 이상 출현하고 정의 근거가 있음’이다.
40	data/lessons/python_realworld_expansion_v8.json	32	PY8_L09_sidecard_integrity_001	사이드카드 연결 검증 읽기	없는 side_card_id 참조	따라서 반환/호출 결과는 ‘없는 side_card_id 참조’이다.	YES	sidecard integrity 검사는 lesson 카드가 참조한 side_id가 실제 보조 카드 목록에 있는지 확인한다. 없으면 missing에 기록해 깨진 연결을 찾는다.	sidecard integrity 검사는 lesson 카드가 참조한 side_id가 실제 보조 카드 목록에 있는지 확인한다. 없으면 missing에 기록해 깨진 연결을 찾는다. 따라서 반환/호출 결과는 ‘없는 side_card_id 참조’이다.
41	data/lessons/python_web_http_api_flow_v35.json	11	PY35_L10_timeout_001	timeout 읽기	응답 없는 요청을 무한히 기다리지 않기 위해	따라서 출력은 ‘응답 없는 요청을 무한히 기다리지 않기 위해’이다.	YES	네트워크/API는 멈출 수 있으므로 제한 시간을 두면 앱이 계속 대기하는 문제를 줄인다. timeout은 요청이나 작업이 정해진 시간 안에 끝나지 않았다는 뜻이다. 재시도할지, 사용자에게 안내할지, 서버 작업을 중단할지 정책을 확인해야 한다.	네트워크/API는 멈출 수 있으므로 제한 시간을 두면 앱이 계속 대기하는 문제를 줄인다. timeout은 요청이나 작업이 정해진 시간 안에 끝나지 않았다는 뜻이다. 재시도할지, 사용자에게 안내할지, 서버 작업을 중단할지 정책을 확인해야 한다. 따라서 출력은 ‘응답 없는 요청을 무한히 기다리지 않기 위해’이다.
42	data/lessons/python_packaging_env_dependencies_v27.json	11	PY27_L10_dev_prod_config_001	dev/prod 설정 분리 읽기	http://127.0.0.1:8000	따라서 정답은 ‘http://127.0.0.1:8000’이다.	YES	dev/prod config는 개발 환경과 운영 환경의 설정을 나누는 방식이다. CONFIG['dev']['api_base']처럼 환경별 값을 읽으면 배포 대상에 맞게 주소를 바꿀 수 있다.	dev/prod config는 개발 환경과 운영 환경의 설정을 나누는 방식이다. CONFIG['dev']['api_base']처럼 환경별 값을 읽으면 배포 대상에 맞게 주소를 바꿀 수 있다. 따라서 정답은 ‘http://127.0.0.1:8000’이다.
43	data/lessons/python_tests_validation_regression_v34.json	8	PY34_L09_test_failure_log_001	테스트 실패 로그 읽기	PY31_L09_dict_vs_object_001	따라서 정답은 ‘PY31_L09_dict_vs_object_001’이다.	YES	실패 원인은 answer가 choices에 없다는 것이고, card_id가 수정 대상을 알려준다. 테스트 실패 로그는 어떤 검사에서 어떤 기대값이 깨졌는지 보여 준다. 실패 메시지와 입력 파일, 최근 변경을 함께 보면 원인을 빨리 좁힐 수 있다.	실패 원인은 answer가 choices에 없다는 것이고, card_id가 수정 대상을 알려준다. 테스트 실패 로그는 어떤 검사에서 어떤 기대값이 깨졌는지 보여 준다. 실패 메시지와 입력 파일, 최근 변경을 함께 보면 원인을 빨리 좁힐 수 있다. 따라서 정답은 ‘PY31_L09_dict_vs_object_001’이다.
44	data/lessons/python_core_expansion_v1.json	24	PY_L08_subprocess_001	subprocess로 외부 명령 실행	외부 명령으로 script.py를 실행한다	따라서 정답은 ‘외부 명령으로 script.py를 실행한다’이다.	YES	subprocess.run은 파이썬 코드 안에서 외부 명령이나 프로그램을 실행할 때 쓴다. 검증 스크립트나 git 명령을 자동화할 때 유용하다. 반환 코드와 표준출력을 확인하면 외부 명령이 성공했는지 자동화 안에서 판단할 수 있다.	subprocess.run은 파이썬 코드 안에서 외부 명령이나 프로그램을 실행할 때 쓴다. 검증 스크립트나 git 명령을 자동화할 때 유용하다. 반환 코드와 표준출력을 확인하면 외부 명령이 성공했는지 자동화 안에서 판단할 수 있다. 따라서 정답은 ‘외부 명령으로 script.py를 실행한다’이다.
45	data/lessons/python_compute_concepts_v13.json	15	PY13_L10_accelerator_choice_001	작업별 가속기 선택 감각	GPU 또는 TPU	따라서 정답은 ‘GPU 또는 TPU’이다.	YES	가속기 선택은 계산 형태와 운영 조건에 따라 달라진다. 대형 텐서와 행렬 연산이 많으면 병렬 가속기의 장점이 크게 나타난다. CPU보다 GPU나 NPU가 더 나은지는 속도뿐 아니라 전력, 메모리, 배포 위치까지 함께 봐야 한다.	가속기 선택은 계산 형태와 운영 조건에 따라 달라진다. 대형 텐서와 행렬 연산이 많으면 병렬 가속기의 장점이 크게 나타난다. CPU보다 GPU나 NPU가 더 나은지는 속도뿐 아니라 전력, 메모리, 배포 위치까지 함께 봐야 한다. 따라서 정답은 ‘GPU 또는 TPU’이다.
46	data/lessons/python_daily_review_expansion_v9.json	7	PY9_REVIEW_RAG_001	[오늘의 코드리뷰 1/6] RAG 코드 전체 흐름	chunks 로드 → retrieve → prompt 생성 → LLM 호출 → citation 저장	따라서 반환/호출 결과는 ‘chunks 로드 → retrieve → prompt 생성 → LLM 호출 → citation 저장’이다.	YES	answer_with_rag 함수는 검색, 근거 구성, 모델 호출, 답변 반환을 하나로 묶는다. 그래서 전체 RAG 흐름을 조립하는 진입점으로 볼 수 있다. 각 단계를 함수로 나누면 검색 품질, 프롬프트, 모델 호출 문제를 따로 디버깅할 수 있다.	answer_with_rag 함수는 검색, 근거 구성, 모델 호출, 답변 반환을 하나로 묶는다. 그래서 전체 RAG 흐름을 조립하는 진입점으로 볼 수 있다. 각 단계를 함수로 나누면 검색 품질, 프롬프트, 모델 호출 문제를 따로 디버깅할 수 있다. 따라서 반환/호출 결과는 ‘chunks 로드 → retrieve → prompt 생성 → LLM 호출 → citation 저장’이다.
47	data/lessons/python_daily_review_expansion_v9.json	27	PY9_REVIEW_FASTAPI_004	[오늘의 코드리뷰 4/5] 실제 검색 호출 지점	rows = search_index(req.query, limit=req.top_k)	따라서 반환/호출 결과는 ‘rows = search_index(req.query, limit=req.top_k)’이다.	YES	search_index는 실제 검색 엔진이나 인덱스를 호출하는 지점이다. API 함수는 요청을 받아 이 검색 결과를 응답 형태로 돌려준다. 검색 호출 지점을 찾으면 요청 처리 코드와 실제 검색 로직이 어디서 연결되는지 파악할 수 있다.	search_index는 실제 검색 엔진이나 인덱스를 호출하는 지점이다. API 함수는 요청을 받아 이 검색 결과를 응답 형태로 돌려준다. 검색 호출 지점을 찾으면 요청 처리 코드와 실제 검색 로직이 어디서 연결되는지 파악할 수 있다. 따라서 반환/호출 결과는 ‘rows = search_index(req.query, limit=req.top_k)’이다.
48	data/lessons/python_files_paths_project_structure_v32.json	6	PY32_L08_test_path_001	파일 존재 확인 Test-Path	해당 경로가 존재한다	따라서 반환/호출 결과는 ‘해당 경로가 존재한다’이다.	YES	Test-Path는 파일이나 폴더가 실제로 존재하는지 확인하는 명령이다. 존재 여부만 알려주므로 JSON 내용 품질 검증은 별도 단계가 필요하다. 파일을 읽기 전에 Test-Path로 guard를 두면 없는 파일 때문에 생기는 오류를 더 친절하게 처리할 수 있다.	Test-Path는 파일이나 폴더가 실제로 존재하는지 확인하는 명령이다. 존재 여부만 알려주므로 JSON 내용 품질 검증은 별도 단계가 필요하다. 파일을 읽기 전에 Test-Path로 guard를 두면 없는 파일 때문에 생기는 오류를 더 친절하게 처리할 수 있다. 따라서 반환/호출 결과는 ‘해당 경로가 존재한다’이다.
49	data/lessons/python_grouped_concepts_v15.json	11	PY15_L08_encryption_hashing_salt_001	Encryption / Hashing / Salt 비교	Hashing	따라서 정답은 ‘Hashing’이다.	YES	암호화는 키가 있으면 복호화할 수 있고, 해시는 원문을 되돌리기 어렵게 바꾼다. salt는 같은 비밀번호도 다른 해시가 되게 돕는다. 비밀번호 저장에서는 복원이 아니라 비교가 목적이므로 보통 해시와 salt 조합을 사용한다.	암호화는 키가 있으면 복호화할 수 있고, 해시는 원문을 되돌리기 어렵게 바꾼다. salt는 같은 비밀번호도 다른 해시가 되게 돕는다. 비밀번호 저장에서는 복원이 아니라 비교가 목적이므로 보통 해시와 salt 조합을 사용한다. 따라서 정답은 ‘Hashing’이다.
50	data/lessons/python_grouped_concepts_v15.json	20	PY15_L08_harness_compare_001	Test Harness / Wiring Harness / Safety Harness 비교	Test harness	따라서 정답은 ‘Test harness’이다.	YES	harness는 문맥에 따라 테스트 장치, 전선 묶음, 안전장비를 뜻할 수 있다. 같은 단어라도 소프트웨어, 전장, 안전 문맥에서 의미가 달라진다. 따라서 용어를 읽을 때는 단어 하나보다 주변 코드와 도메인 맥락을 함께 봐야 한다.	harness는 문맥에 따라 테스트 장치, 전선 묶음, 안전장비를 뜻할 수 있다. 같은 단어라도 소프트웨어, 전장, 안전 문맥에서 의미가 달라진다. 따라서 용어를 읽을 때는 단어 하나보다 주변 코드와 도메인 맥락을 함께 봐야 한다. 따라서 정답은 ‘Test harness’이다.
51	data/lessons/python_grouped_concepts_v15.json	33	PY15_L10_integrated_concept_map_001	KG/RAG/보안/운영 통합 지도	Security	따라서 정답은 ‘Security’이다.	YES	실제 서비스는 KG/RAG만이 아니라 보안·운영·데이터 파이프라인이 함께 맞물린다. 통합 개념 지도는 여러 기술 요소가 어디서 연결되는지 보여 주는 정리 방식이다. KG, RAG, 보안, 운영이 각각 따로 있는지, 한 흐름 안에서 연결되는지 확인해야 한다.	실제 서비스는 KG/RAG만이 아니라 보안·운영·데이터 파이프라인이 함께 맞물린다. 통합 개념 지도는 여러 기술 요소가 어디서 연결되는지 보여 주는 정리 방식이다. KG, RAG, 보안, 운영이 각각 따로 있는지, 한 흐름 안에서 연결되는지 확인해야 한다. 따라서 정답은 ‘Security’이다.
52	data/lessons/python_project_structure_imports_v18.json	11	PY18_L09_module_dependency_001	모듈 의존성 흐름 읽기	load_documents → make_chunks → embed_chunks	따라서 반환/호출 결과는 ‘load_documents → make_chunks → embed_chunks’이다.	YES	module dependency는 한 모듈이 다른 모듈의 기능에 의존하는 관계다. 문서 읽기, chunk 생성, 임베딩 생성처럼 처리 순서가 연결될 수 있다. 의존성 흐름을 알면 어느 파일을 먼저 실행하고 어느 결과가 다음 입력이 되는지 이해할 수 있다.	module dependency는 한 모듈이 다른 모듈의 기능에 의존하는 관계다. 문서 읽기, chunk 생성, 임베딩 생성처럼 처리 순서가 연결될 수 있다. 의존성 흐름을 알면 어느 파일을 먼저 실행하고 어느 결과가 다음 입력이 되는지 이해할 수 있다. 따라서 반환/호출 결과는 ‘load_documents → make_chunks → embed_chunks’이다.
53	data/lessons/python_tests_validation_regression_v34.json	11	PY34_L10_lessonfiles_loading_test_001	lessonFiles 로딩 검증	파일 요청이 성공했다	따라서 정답은 ‘파일 요청이 성공했다’이다.	YES	lessonFiles loading test는 앱이 등록된 lesson JSON 파일을 모두 불러오는지 확인한다. 파일이 200으로 로딩되어야 카드 데이터를 읽을 수 있다.	lessonFiles loading test는 앱이 등록된 lesson JSON 파일을 모두 불러오는지 확인한다. 파일이 200으로 로딩되어야 카드 데이터를 읽을 수 있다. 따라서 정답은 ‘파일 요청이 성공했다’이다.
54	data/lessons/python_accessibility_a11y_ui_v52.json	5	PY52_L07_screen_reader_text_001	screen reader text 읽기	시각적으로 부족한 정보를 보조기기 사용자에게 제공하기 위해	따라서 정답은 ‘시각적으로 부족한 정보를 보조기기 사용자에게 제공하기 위해’이다.	YES	screen reader text는 화면 낭독기가 읽을 수 있도록 제공하는 보조 텍스트다. 정답, 오답, 상태 변화 같은 정보는 색상만으로 전달하면 안 된다. 보조 텍스트를 넣으면 시각 정보에 의존하지 않고도 현재 상태를 이해할 수 있다.	screen reader text는 화면 낭독기가 읽을 수 있도록 제공하는 보조 텍스트다. 정답, 오답, 상태 변화 같은 정보는 색상만으로 전달하면 안 된다. 보조 텍스트를 넣으면 시각 정보에 의존하지 않고도 현재 상태를 이해할 수 있다. 따라서 정답은 ‘시각적으로 부족한 정보를 보조기기 사용자에게 제공하기 위해’이다.
55	data/lessons/python_accessibility_a11y_ui_v52.json	6	PY52_L08_color_contrast_001	color contrast 읽기	글자가 배경과 구분되지 않아 읽기 어려워진다	따라서 정답은 ‘글자가 배경과 구분되지 않아 읽기 어려워진다’이다.	YES	color contrast는 글자와 배경의 밝기 차이가 충분한지 보는 기준이다. 학습카드는 긴 설명을 읽어야 하므로 대비와 가독성이 중요하다. 대비가 낮으면 시력이 좋은 사용자도 오래 읽을 때 피로해지고, 저시력 사용자에게는 접근성이 크게 떨어진다.	color contrast는 글자와 배경의 밝기 차이가 충분한지 보는 기준이다. 학습카드는 긴 설명을 읽어야 하므로 대비와 가독성이 중요하다. 대비가 낮으면 시력이 좋은 사용자도 오래 읽을 때 피로해지고, 저시력 사용자에게는 접근성이 크게 떨어진다. 따라서 정답은 ‘글자가 배경과 구분되지 않아 읽기 어려워진다’이다.
56	data/lessons/python_accessibility_a11y_ui_v52.json	9	PY52_L08_form_label_001	form label 읽기	입력창의 목적을 사용자와 보조기기가 알 수 있게 하기 위해	따라서 정답은 ‘입력창의 목적을 사용자와 보조기기가 알 수 있게 하기 위해’이다.	YES	form label은 검색창, 필터, 난이도 선택 같은 입력 UI가 무엇을 뜻하는지 알려주는 이름이다. 명확한 label이 있어야 보조기기도 의미를 읽을 수 있다.	form label은 검색창, 필터, 난이도 선택 같은 입력 UI가 무엇을 뜻하는지 알려주는 이름이다. 명확한 label이 있어야 보조기기도 의미를 읽을 수 있다. 따라서 정답은 ‘입력창의 목적을 사용자와 보조기기가 알 수 있게 하기 위해’이다.
57	data/lessons/python_accessibility_a11y_ui_v52.json	11	PY52_L09_tab_order_001	tab order 읽기	키보드 사용자가 예측 가능한 순서로 이동해야 하기 때문에	따라서 정답은 ‘키보드 사용자가 예측 가능한 순서로 이동해야 하기 때문에’이다.	YES	tab order는 Tab 키를 눌렀을 때 포커스가 이동하는 순서다. 카드 선택지보다 다음 버튼이 먼저 잡히면 학습 흐름이 어색해질 수 있다. 키보드 사용자는 tab order만 따라 화면을 이동하므로 시각적 흐름과 포커스 순서가 맞아야 한다.	tab order는 Tab 키를 눌렀을 때 포커스가 이동하는 순서다. 카드 선택지보다 다음 버튼이 먼저 잡히면 학습 흐름이 어색해질 수 있다. 키보드 사용자는 tab order만 따라 화면을 이동하므로 시각적 흐름과 포커스 순서가 맞아야 한다. 따라서 정답은 ‘키보드 사용자가 예측 가능한 순서로 이동해야 하기 때문에’이다.
58	data/lessons/python_accessibility_a11y_ui_v52.json	13	PY52_L09_error_message_accessibility_001	error message accessibility 읽기	입력창과 설명 또는 오류 메시지를 연결하기 위해	따라서 정답은 ‘입력창과 설명 또는 오류 메시지를 연결하기 위해’이다.	YES	진도 import 실패 같은 오류는 사용자가 원인을 알 수 있게 연결되어야 한다. 접근성 있는 오류 메시지는 사용자가 무엇이 잘못되었고 어떻게 고치면 되는지 알 수 있게 해야 한다. 화면 표시뿐 아니라 스크린리더가 읽을 수 있는지도 함께 고려해야 한다.	진도 import 실패 같은 오류는 사용자가 원인을 알 수 있게 연결되어야 한다. 접근성 있는 오류 메시지는 사용자가 무엇이 잘못되었고 어떻게 고치면 되는지 알 수 있게 해야 한다. 화면 표시뿐 아니라 스크린리더가 읽을 수 있는지도 함께 고려해야 한다. 따라서 정답은 ‘입력창과 설명 또는 오류 메시지를 연결하기 위해’이다.
59	data/lessons/python_accessibility_a11y_ui_v52.json	14	PY52_L10_accessible_card_component_001	accessible card component 읽기	카드의 제목과 본문 구조를 보조기기도 이해할 수 있게 만드는 것	따라서 정답은 ‘카드의 제목과 본문 구조를 보조기기도 이해할 수 있게 만드는 것’이다.	YES	accessible card component는 키보드, 보조기기, 명확한 상태 표시를 함께 고려한 카드 UI다. 카드가 많아질수록 구조가 명확해야 유지보수도 쉬워진다.	accessible card component는 키보드, 보조기기, 명확한 상태 표시를 함께 고려한 카드 UI다. 카드가 많아질수록 구조가 명확해야 유지보수도 쉬워진다. 따라서 정답은 ‘카드의 제목과 본문 구조를 보조기기도 이해할 수 있게 만드는 것’이다.
60	data/lessons/python_accessibility_a11y_ui_v52.json	16	PY52_L10_a11y_as_product_quality_001	a11y as product quality 읽기	더 많은 사용자가 안정적으로 학습할 수 있게 하기 위해	따라서 정답은 ‘더 많은 사용자가 안정적으로 학습할 수 있게 하기 위해’이다.	YES	학습앱은 초보자, 모바일 사용자, 키보드 사용자, 보조기기 사용자 모두를 고려해야 한다. 접근성은 별도 부가 기능이 아니라 제품 품질의 일부다. 키보드 조작, 명확한 오류 안내, 읽기 쉬운 구조가 모든 사용자에게 도움이 된다.	학습앱은 초보자, 모바일 사용자, 키보드 사용자, 보조기기 사용자 모두를 고려해야 한다. 접근성은 별도 부가 기능이 아니라 제품 품질의 일부다. 키보드 조작, 명확한 오류 안내, 읽기 쉬운 구조가 모든 사용자에게 도움이 된다. 따라서 정답은 ‘더 많은 사용자가 안정적으로 학습할 수 있게 하기 위해’이다.
61	data/lessons/python_ai_learning_methods_v14.json	5	PY14_L08_reinforcement_learning_001	강화학습 흐름 읽기	행동이 좋았는지 나빴는지 알려주는 신호	따라서 정답은 ‘행동이 좋았는지 나빴는지 알려주는 신호’이다.	YES	강화학습은 행동의 결과로 받은 보상을 기준으로 정책을 개선하는 학습 방식이다. 목표는 장기적으로 더 큰 보상을 얻는 행동을 찾는 것이다. agent, action, reward, environment 관계를 함께 보면 지도학습과 다른 점을 쉽게 구분할 수 있다.	강화학습은 행동의 결과로 받은 보상을 기준으로 정책을 개선하는 학습 방식이다. 목표는 장기적으로 더 큰 보상을 얻는 행동을 찾는 것이다. agent, action, reward, environment 관계를 함께 보면 지도학습과 다른 점을 쉽게 구분할 수 있다. 따라서 정답은 ‘행동이 좋았는지 나빴는지 알려주는 신호’이다.
62	data/lessons/python_ai_toolchain_expansion_v12.json	1	PY12_L06_winget_install_001	winget 설치 명령 읽기	Windows에 Python 3.11을 설치한다	따라서 정답은 ‘Windows에 Python 3.11을 설치한다’이다.	YES	winget은 Windows 패키지 설치 도구이고 install 뒤에 설치할 패키지 id를 쓴다. winget은 Windows에서 프로그램을 명령으로 설치하는 도구다. 설치 전 패키지 이름을 확인하고, 관리자 권한이나 PATH 반영 여부도 함께 봐야 한다.	winget은 Windows 패키지 설치 도구이고 install 뒤에 설치할 패키지 id를 쓴다. winget은 Windows에서 프로그램을 명령으로 설치하는 도구다. 설치 전 패키지 이름을 확인하고, 관리자 권한이나 PATH 반영 여부도 함께 봐야 한다. 따라서 정답은 ‘Windows에 Python 3.11을 설치한다’이다.
63	data/lessons/python_ai_toolchain_expansion_v12.json	2	PY12_L06_pip_install_001	pip install 읽기	pandas, requests, fastapi 패키지	따라서 정답은 ‘pandas, requests, fastapi 패키지’이다.	YES	pip install은 현재 파이썬 환경에 패키지를 설치하는 명령이다. 뒤에 나열한 패키지들이 설치되어 import 가능한 상태가 된다. 가상환경이 켜진 상태인지 확인해야 프로젝트별 의존성이 전역 파이썬과 섞이는 실수를 줄일 수 있다.	pip install은 현재 파이썬 환경에 패키지를 설치하는 명령이다. 뒤에 나열한 패키지들이 설치되어 import 가능한 상태가 된다. 가상환경이 켜진 상태인지 확인해야 프로젝트별 의존성이 전역 파이썬과 섞이는 실수를 줄일 수 있다. 따라서 정답은 ‘pandas, requests, fastapi 패키지’이다.
64	data/lessons/python_ai_toolchain_expansion_v12.json	4	PY12_L07_pyproject_toml_001	pyproject.toml 의미 읽기	프로젝트 이름과 의존성을 설정한다	따라서 정답은 ‘프로젝트 이름과 의존성을 설정한다’이다.	YES	pyproject.toml은 최근 파이썬 프로젝트에서 빌드/패키지/의존성 설정에 자주 쓰인다. pyproject.toml은 패키지 설정과 도구 설정을 한 파일에 모으는 표준 구성 파일이다. 빌드 시스템, 의존성, 포맷터 설정을 확인할 수 있다.	pyproject.toml은 최근 파이썬 프로젝트에서 빌드/패키지/의존성 설정에 자주 쓰인다. pyproject.toml은 패키지 설정과 도구 설정을 한 파일에 모으는 표준 구성 파일이다. 빌드 시스템, 의존성, 포맷터 설정을 확인할 수 있다. 따라서 정답은 ‘프로젝트 이름과 의존성을 설정한다’이다.
65	data/lessons/python_ai_toolchain_expansion_v12.json	14	PY12_L09_dtype_fp16_001	fp16 dtype 읽기	메모리 사용량을 줄이기 위해	따라서 정답은 ‘메모리 사용량을 줄이기 위해’이다.	YES	fp16은 fp32보다 숫자를 적은 메모리로 저장하는 자료형이다. 메모리를 줄일 수 있지만 모델과 하드웨어 호환성을 함께 확인해야 한다. 추론 속도와 메모리 절약에는 도움이 되지만 정밀도가 낮아질 수 있어 검증 결과도 같이 봐야 한다.	fp16은 fp32보다 숫자를 적은 메모리로 저장하는 자료형이다. 메모리를 줄일 수 있지만 모델과 하드웨어 호환성을 함께 확인해야 한다. 추론 속도와 메모리 절약에는 도움이 되지만 정밀도가 낮아질 수 있어 검증 결과도 같이 봐야 한다. 따라서 정답은 ‘메모리 사용량을 줄이기 위해’이다.
66	data/lessons/python_ai_toolchain_expansion_v12.json	15	PY12_L09_quantization_4bit_001	4bit quantization 읽기	모델을 4bit로 로드해 VRAM 사용량을 줄인다	따라서 정답은 ‘모델을 4bit로 로드해 VRAM 사용량을 줄인다’이다.	YES	4bit 양자화는 모델 가중치를 더 작은 비트 수로 표현해 메모리 사용량을 줄이는 방법이다. 저사양 GPU에서 LLM을 올릴 때 자주 쓴다. 메모리는 줄지만 정확도나 속도 특성이 달라질 수 있으므로 모델 품질 검증을 함께 해야 한다.	4bit 양자화는 모델 가중치를 더 작은 비트 수로 표현해 메모리 사용량을 줄이는 방법이다. 저사양 GPU에서 LLM을 올릴 때 자주 쓴다. 메모리는 줄지만 정확도나 속도 특성이 달라질 수 있으므로 모델 품질 검증을 함께 해야 한다. 따라서 정답은 ‘모델을 4bit로 로드해 VRAM 사용량을 줄인다’이다.
67	data/lessons/python_ai_toolchain_expansion_v12.json	23	PY12_L09_model_generate_001	model.generate 읽기	모델로 새 토큰을 생성한다	따라서 정답은 ‘모델로 새 토큰을 생성한다’이다.	YES	model.generate는 LLM 추론에서 새 토큰을 생성하는 핵심 호출이다. 입력 토큰 뒤에 이어질 답변 토큰을 순차적으로 만들어 낸다. 생성 길이, 샘플링 옵션, 토큰화 상태에 따라 답변 품질과 속도가 달라질 수 있어 함께 확인한다.	model.generate는 LLM 추론에서 새 토큰을 생성하는 핵심 호출이다. 입력 토큰 뒤에 이어질 답변 토큰을 순차적으로 만들어 낸다. 생성 길이, 샘플링 옵션, 토큰화 상태에 따라 답변 품질과 속도가 달라질 수 있어 함께 확인한다. 따라서 정답은 ‘모델로 새 토큰을 생성한다’이다.
