severity	code	file	index	id	title	answer	question	detail	explanation_preview
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_deploy_pwa_cache_storage_v23.json	13	PY23_L10_devtools_console_001	DevTools Console 오류 읽기	app.js의 312번째 줄 근처	이 오류에서 먼저 확인할 위치는?	해설에서 정답 표현을 직접 찾기 어렵다.	Console 오류는 대개 파일명과 줄번호를 알려준다. 그 위치 주변의 괄호/중괄호/문자열을 확인한다. DevTools Console은 브라우저에서 JavaScript 오류와 로그를 확인하는 화면이다. 앱이 멈추거나 데이터가 안 뜰 때 가장 먼저 열어 볼 수 있다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_deploy_pwa_cache_storage_v23.json	14	PY23_L10_mobile_layout_001	모바일 화면 대응 CSS 읽기	화면 폭이 720px 이하일 때	max-width: 720px 조건은 언제 적용되는가?	해설에서 정답 표현을 직접 찾기 어렵다.	mobile layout은 작은 화면에서도 버튼과 글자가 잘 보이게 배치하는 방식이다. media query를 쓰면 화면 크기에 따라 CSS를 다르게 적용할 수 있다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_dev_environment_foundation_v103_a1.json	19	PY103_L08_git_diff_add_commit_001	diff, add, commit 순서 읽기	어떤 파일이 얼마나 바뀌었는지 확인하기 위해	git diff --stat을 먼저 보는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	git diff --stat은 파일별 변경 규모를 보여 준다. 커밋 전에 diff를 보면 의도하지 않은 파일이나 큰 변경이 섞였는지 확인할 수 있다. git add는 다음 커밋에 포함할 파일을 고르는 단계이고, git commit은 그 변경 묶음을 기록으로 저장한다. 검증 없이 커밋하거나 전체 add를 습관적으로 쓰면 임시 파일이 섞일 수 있다. 이 루틴은 코드 수정뿐 아니라 JSON 데이터 보강에서도 중요하며, 검증 결과와 실제 변경 파일이 서로 맞는지 확인…
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_dev_environment_foundation_v103_a1.json	20	PY103_L08_git_tag_push_001	tag와 push 흐름 읽기	커밋뿐 아니라 태그도 원격에 올리기 위해	--tags를 함께 쓰는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	tag는 특정 commit에 붙이는 기준 이름이다. 검증 통과 버전에 tag를 붙이면 나중에 안정 상태를 다시 찾기 쉽다. git push origin main은 main 브랜치의 commit을 원격으로 올리고, --tags는 로컬 tag도 함께 올린다. commit만 하고 push하지 않으면 다른 장비나 GitHub 기준에서는 최신 상태가 아닐 수 있다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_dev_environment_foundation_v103_a1.json	23	PY103_L10_restore_reset_revert_001	restore, reset, revert 차이 읽기	git restore	커밋하지 않은 파일 수정을 되돌릴 때 먼저 고려할 명령은?	해설에서 정답 표현을 직접 찾기 어렵다.	restore, reset, revert는 모두 되돌리기처럼 보이지만 영향 범위가 다르다. restore는 보통 작업 폴더의 미커밋 변경을 되돌리는 데 쓰고, revert는 이미 커밋된 변경을 취소하는 새 커밋을 만든다. reset은 이력을 움직일 수 있어 더 조심해야 한다. 어떤 명령을 쓰기 전에는 status와 log로 현재 상태와 원격 push 여부를 확인해야 한다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_dev_environment_foundation_v103_a1.json	25	PY103_L09_dotenv_gitignore_001	.env와 .gitignore 읽기	비밀값 유출을 막기 위해	실제 API key가 들어간 .env를 보통 Git에 올리지 않는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	.env는 로컬 개발에서 API key나 비밀 설정을 보관하는 파일로 자주 쓰인다. 실제 비밀값이 들어간 파일을 공개 저장소에 올리면 다른 사람이 내 계정으로 서비스를 사용할 수 있다. 그래서 .gitignore에 .env를 등록하고, 필요한 변수 이름만 담은 .env.example을 공유하는 방식이 안전하다. 코드를 읽을 때는 값의 저장 위치와 노출 위험을 함께 봐야 한다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_dev_environment_foundation_v103_a1.json	34	PY107_A1_ENV_003_ACTIVATE_PIP	activate와 pip 위치 이해하기	가상환경을 activate한다	가상환경을 만든 뒤 패키지를 그 환경에 설치하려면 보통 먼저 해야 할 일은?	해설에서 정답 표현을 직접 찾기 어렵다.	가상환경을 만들기만 하면 현재 터미널이 자동으로 그 환경을 쓰는 것은 아니다. activate를 해야 그 터미널에서 실행하는 python과 pip가 해당 가상환경을 바라보게 된다. 그래서 설치 전에 현재 터미널이 어떤 Python을 쓰는지 확인하는 습관이 중요하다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_dev_environment_practical_v113_a1.json	1	PY113_L03_TERMINAL_PROMPT_001	터미널 프롬프트 읽기	D:\projects\python-reading-trainer	이 명령은 어느 폴더를 기준으로 실행될까?	해설에서 정답 표현을 직접 찾기 어렵다.	프롬프트에 보이는 경로가 현재 작업 폴더다. 이 상태에서 상대경로 명령을 실행하면 해당 폴더를 기준으로 파일을 찾고 실행한다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_dev_environment_practical_v113_a1.json	3	PY113_L04_UBUNTU_WSL_001	Ubuntu와 WSL 구분	쉘에 따라 활성화 명령이 달라진다	위 코드가 보여주는 핵심 차이는?	해설에서 정답 표현을 직접 찾기 어렵다.	Python 개념은 같아도 PowerShell과 Bash는 명령 모양이 다를 수 있다. 그래서 운영체제와 쉘을 구분해서 읽어야 한다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_dev_environment_practical_v113_a1.json	7	PY113_L04_VENV_ACTIVATE_001	가상환경 활성화 읽기	현재 가상환경이 활성화된 상태	두 번째 줄의 (.venv)는 무엇을 뜻할까?	해설에서 정답 표현을 직접 찾기 어렵다.	프롬프트 앞의 (.venv)는 지금 그 가상환경 안에서 명령을 실행하고 있다는 표시다. 이 상태에서 pip 설치도 해당 환경에 적용된다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_dev_environment_practical_v113_a1.json	11	PY113_L05_GIT_ADD_COMMIT_PUSH_001	git add commit push 흐름	add로 담고 commit으로 기록한 뒤 push	가장 알맞은 설명은?	해설에서 정답 표현을 직접 찾기 어렵다.	Git의 기본 흐름은 확인(status) → 담기(add) → 기록(commit) → 업로드(push)다. add는 기록 후보를 고르고 commit은 로컬 기록을 만든다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_dev_environment_practical_v113_a1.json	12	PY113_L05_GIT_CLONE_PULL_001	clone과 pull 구분	clone은 처음 복사, pull은 최신화	clone과 pull의 차이는?	해설에서 정답 표현을 직접 찾기 어렵다.	처음 저장소를 받을 때는 clone을 쓰고, 이미 받은 프로젝트에서 원격 저장소의 새 변경만 가져올 때는 pull을 쓴다. 두 명령은 쓰는 시점이 다르다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_env_secret_config_beginner_v130_a1.json	7	PY130_L06_CONFIG_VS_SECRET_001	설정값과 비밀값 구분하기	OPENAI_API_KEY	다음 중 비밀값으로 다루는 것이 가장 알맞은 것은?	해설에서 정답 표현을 직접 찾기 어렵다. 해설에 언급된 보기 후보: APP_MODE, PAGE_SIZE, LOG_LEVEL	APP_MODE, PAGE_SIZE, LOG_LEVEL은 공개되어도 큰 문제가 없는 설정값일 수 있다. 반면 API Key는 비용과 권한이 연결될 수 있어 비밀값으로 다뤄야 한다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_error_recovery_retry_ux_v59.json	4	PY59_L07_error_state_001	error state 읽기	실패 상태를 화면과 로직에서 명확히 다루기 위해	error state가 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	error state는 요청이나 렌더링이 실패했음을 화면 상태로 분리해 표현하는 방식이다. 성공 데이터만 가정하면 실패 상황에서 조용히 깨질 수 있다. error state를 따로 두면 재시도 버튼이나 안내 문구를 조건부로 보여 주기 쉽다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_error_recovery_retry_ux_v59.json	6	PY59_L08_network_error_001	network error 읽기	네트워크 상태를 확인하고 다시 시도할 수 있게 하는 것	network error에서 중요한 대응은?	해설에서 정답 표현을 직접 찾기 어렵다.	network error는 인터넷 연결 문제나 서버 응답 실패로 데이터 요청이 실패한 상황이다. PWA는 오프라인이나 불안정한 네트워크에서 자주 열릴 수 있다. 캐시 fallback이나 재시도 안내를 두면 연결 실패에도 학습 흐름을 완전히 끊지 않을 수 있다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_error_recovery_retry_ux_v59.json	7	PY59_L08_timeout_retry_001	timeout retry 읽기	무한히 기다리지 않고 실패와 재시도 흐름으로 넘기기 위해	timeout 처리가 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	timeout retry는 응답이 너무 오래 걸릴 때 중단하고 다시 시도할 수 있게 하는 처리다. 사용자는 멈춤보다 지연 안내를 받는 편이 낫다. 재시도 횟수와 대기 시간을 정해 두면 무한 대기나 과도한 요청 반복을 막을 수 있다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_error_recovery_retry_ux_v59.json	11	PY59_L09_invalid_json_recovery_001	invalid JSON recovery 읽기	어떤 파일이 깨졌는지와 어떻게 복구할지에 대한 안내	invalid JSON recovery에서 필요한 정보는?	해설에서 정답 표현을 직접 찾기 어렵다.	JSON 오류는 앱 화면보다 검증 단계에서 잡는 것이 좋지만, 런타임 방어도 필요하다. invalid JSON recovery는 JSON 파싱 실패 후 앱이 안전하게 복구되는 흐름이다. 오류 메시지, 기본값 적용, 손상 파일 격리를 함께 확인해야 한다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_exception_traceback_beginner_v117_a1.json	2	PY117_L04_TRACEBACK_FILE_LINE_001	traceback 파일과 줄 번호	main.py의 7번째 줄이 확인 후보라는 뜻	line 7 정보가 알려 주는 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	File과 line은 에러가 난 코드 위치를 찾는 힌트다. 해당 줄의 변수와 입력값을 확인하면 원인을 좁힐 수 있다. 여러 파일이 나와도 먼저 내 코드 줄을 확인한다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_exception_traceback_beginner_v117_a1.json	4	PY117_L05_RAISE_BASIC_001	raise 기본 읽기	잘못된 입력이면 예외를 발생시킨다	raise ValueError의 역할로 알맞은 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	raise는 문제가 있는 상태를 직접 예외로 알리는 문법이다. 음수 나이처럼 허용하지 않을 값을 발견했을 때 흐름을 멈출 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_exception_traceback_beginner_v117_a1.json	5	PY117_L05_RAISE_MESSAGE_001	raise 메시지 읽기	score는 0에서 100 사이여야 한다	이 메시지가 알려 주는 내용은?	해설에서 정답 표현을 직접 찾기 어렵다.	예외 메시지는 사람이 원인을 알 수 있게 돕는다. 여기서는 score의 허용 범위가 0부터 100까지라는 조건을 알려 준다. 조건 위반 위치를 빠르게 좁히는 단서가 된다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_exception_traceback_beginner_v117_a1.json	8	PY117_L06_SPECIFIC_EXCEPT_001	구체적인 except 쓰기	예상한 값 변환 실패만 따로 처리하기 쉽다	except ValueError라고 구체적으로 적는 장점은?	해설에서 정답 표현을 직접 찾기 어렵다.	구체적인 except는 내가 예상한 실패를 분리해서 처리하게 해 준다. 너무 넓은 except는 다른 버그까지 숨길 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_fastapi_api_server_v20.json	3	PY20_L08_path_param_001	path parameter 읽기	PY20_001	/cards/PY20_001로 요청하면 card_id는?	해설에서 정답 표현을 직접 찾기 어렵다. 해설에 언급된 보기 후보: card_id	중괄호 {card_id} 위치의 URL 값이 함수 인자 card_id로 들어간다. path parameter는 URL 경로 안에 들어가는 값이다. 예를 들어 특정 id를 경로에서 받아 조회할 때 쓰며, 함수 인자로 어떻게 연결되는지 확인해야 한다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_fastapi_api_server_v20.json	5	PY20_L08_response_model_001	response_model 읽기	응답 형식을 SearchResponse 스키마에 맞춘다	response_model=SearchResponse의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	response_model은 API가 어떤 형태의 응답을 내보낼지 명확하게 만든다. response_model은 API 응답의 모양을 제한하고 문서화하는 역할을 한다. 실제 내부 데이터 중 어떤 필드만 사용자에게 내보내는지 확인할 수 있다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_fastapi_api_server_v20.json	7	PY20_L09_status_code_001	HTTP status code 분기 읽기	클라이언트 요청이 잘못되었기 때문에	query가 비어 있으면 왜 400인가?	해설에서 정답 표현을 직접 찾기 어렵다.	400은 클라이언트가 잘못된 요청을 보냈을 때 주로 쓴다. 500은 서버 내부 오류에 가깝다. HTTP status code 분기는 요청 결과를 숫자 코드로 구분하는 방식이다. 200, 400, 401, 404, 500의 의미를 나누어 처리해야 한다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_fastapi_api_server_v20.json	10	PY20_L09_background_task_001	BackgroundTasks 읽기	save_log를 백그라운드 작업으로 등록한다	background_tasks.add_task(save_log, req.query)의 의미는?	해설에서 정답 표현을 직접 찾기 어렵다.	background task는 응답을 먼저 보낸 뒤 뒤에서 처리할 일을 등록하는 방식이다. 로그 저장이나 알림처럼 오래 걸리지 않아도 되는 작업에 유용하다. 응답 시간을 짧게 유지하면서 부가 작업을 처리할 수 있어 사용자 경험이 좋아진다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_fastapi_api_server_v20.json	14	PY20_L10_fetch_error_handling_001	fetch 오류 처리 읽기	Error를 던지고 data 파싱으로 넘어가지 않는다	res.ok가 false이면 무슨 일이 일어나는가?	해설에서 정답 표현을 직접 찾기 어렵다.	res.ok는 HTTP 2xx 성공 범위인지 알려준다. 실패면 명확히 오류로 처리한다. fetch 오류 처리는 서버 요청이 실패했을 때 화면이 멈추지 않게 만드는 코드다. 상태 코드 확인, 예외 처리, 사용자 메시지 표시 흐름을 함께 봐야 한다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_fastapi_api_server_v20.json	15	PY20_L10_api_timeout_retry_001	API timeout/retry 흐름 읽기	ms 시간이 지나 timeout이 발생할 때	controller.abort()는 언제 호출되는가?	해설에서 정답 표현을 직접 찾기 어렵다.	API timeout은 요청이 너무 오래 걸릴 때 중단하는 장치다. setTimeout으로 abort를 호출하면 지정 시간 후 fetch를 멈출 수 있다. 중단 뒤에는 사용자에게 재시도 안내를 보여 주거나 안전하게 다시 요청하는 흐름이 필요하다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_cli_error_recovery_v128_a1.json	2	PY128_L05_FILE_NOT_FOUND_001	파일 없음 오류 처리하기	파일이 없을 때 친절하게 멈추기 위해	"다음 코드에서 FileNotFoundError를 잡는 이유로 알맞은 것은?

try:
    text = input_path.read_text(encoding='utf-8')
except FileNotFoundError:
    raise SystemExit('입력 파일이 없습니다')"	해설에서 정답 표현을 직접 찾기 어렵다.	입력 파일이 없으면 read_text()에서 FileNotFoundError가 날 수 있다. 이때 쉬운 메시지로 종료하면 긴 traceback보다 사용자가 문제를 이해하기 쉽다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_cli_error_recovery_v128_a1.json	4	PY128_L05_VALUE_ERROR_INT_001	ValueError로 숫자 변환 실패 읽기	문자열을 int로 바꿀 수 없을 때	"다음 코드에서 ValueError가 날 수 있는 경우로 알맞은 것은?

count = int(args.count)"	해설에서 정답 표현을 직접 찾기 어렵다.	int('abc')처럼 숫자가 아닌 문자열을 정수로 바꾸려 하면 ValueError가 난다. CLI에서는 숫자 옵션을 받을 때 이런 실패를 고려해야 한다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_cli_error_recovery_v128_a1.json	5	PY128_L06_TRY_EXCEPT_ELSE_FLOW_001	try except else 흐름 읽기	try 블록에서 오류가 나지 않았을 때	try / except / else 구조에서 else 블록이 실행되는 경우는?	해설에서 정답 표현을 직접 찾기 어렵다.	else는 try 블록이 성공했을 때만 실행된다. 오류 처리 코드와 정상 처리 코드를 나누고 싶을 때 try/except/else 흐름을 사용할 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_cli_error_recovery_v128_a1.json	6	PY128_L06_SPECIFIC_EXCEPT_FIRST_001	구체적인 except 먼저 쓰기	어떤 실패인지 구분해 알리기 위해	파일 처리 CLI에서 bare except보다 구체적인 except를 우선 쓰는 이유로 알맞은 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	구체적인 except를 쓰면 JSON 형식 오류, 파일 없음, 컬럼 없음처럼 실패 원인을 나누어 안내할 수 있다. bare except는 중요한 버그까지 숨길 수 있다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_data_processing_v19.json	2	PY19_L06_tsv_delimiter_001	TSV delimiter 읽기	탭 문자를 컬럼 구분자로 쓴다	delimiter='\t'의 의미는?	해설에서 정답 표현을 직접 찾기 어렵다.	TSV는 tab-separated values의 줄임말로, 값을 탭 문자로 구분한다. CSV와 비슷하지만 쉼표 대신 탭을 delimiter로 지정한다. 탭 구분자는 값 안에 쉼표가 들어가도 컬럼을 덜 헷갈리게 해 주는 장점이 있다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_data_processing_v19.json	4	PY19_L07_write_jsonl_001	JSONL 저장 루프 읽기	한글 같은 비ASCII 문자를 읽기 좋게 저장하려고	ensure_ascii=False를 쓰는 이유에 가장 가까운 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	ensure_ascii=False면 한글이 유니코드 escape가 아니라 실제 글자로 저장된다. JSONL 저장 루프는 객체 하나를 JSON 한 줄로 바꾸어 반복 저장하는 구조다. 줄마다 독립적으로 읽을 수 있어 대량 데이터 처리에 유리하다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_data_processing_v19.json	6	PY19_L08_path_join_mkdir_001	Path 결합과 폴더 생성 읽기	중간 폴더가 없어도 함께 만든다	parents=True의 의미는?	해설에서 정답 표현을 직접 찾기 어렵다.	parents=True는 derived/clean처럼 중간 폴더까지 생성하게 한다. Path 결합은 운영체제에 맞는 경로를 만들고, mkdir은 필요한 폴더를 생성한다. 코드를 읽을 때는 부모 폴더 생성 옵션과 이미 존재할 때 처리 방식을 봐야 한다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_data_processing_v19.json	11	PY19_L09_safe_filename_001	파일명 정규화 함수 읽기	파일명이 너무 길어지는 것을 제한한다	return name[:120]의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	safe filename은 파일명에 위험한 문자나 너무 긴 문자열이 들어가는 문제를 줄이는 방식이다. 윈도우 경로 길이 문제도 함께 줄일 수 있다. 파일명 정규화는 다운로드 자료나 사용자 입력으로 파일을 만들 때 특히 필요한 방어 처리다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_data_processing_v19.json	13	PY19_L10_failed_list_001	실패 목록 수집 패턴 읽기	try/except로 각 파일의 오류를 잡기 때문에	이 코드가 실패해도 전체 루프가 계속될 수 있는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	failed list는 처리에 실패한 파일이나 항목을 따로 모아 두는 목록이다. except에서 실패를 기록하고 다음 파일로 넘어가면 전체 작업이 멈추지 않는다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_data_processing_v19.json	15	PY19_L10_large_file_count_001	대용량 파일 줄 수 세기	파일 전체를 메모리에 올리지 않는다	이 방식이 read_text().splitlines()보다 유리한 점은?	해설에서 정답 표현을 직접 찾기 어렵다.	대용량 파일은 한 번에 모두 읽으면 메모리를 많이 쓸 수 있다. for _ in f처럼 줄 단위로 순차 처리하면 더 안전하게 개수를 셀 수 있다. 스트리밍 방식은 파일 크기가 커져도 메모리 사용량이 비교적 일정해 배치 처리에 적합하다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_exists_mkdir_beginner_v118_a1.json	1	PY118_L04_EXISTS_BEFORE_READ_001	파일 읽기 전 exists 확인	파일이 있는지 먼저 확인하기 위해	이 코드에서 path.exists()를 먼저 확인하는 이유로 알맞은 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	exists()는 경로가 실제로 존재하는지 확인한다. 파일을 읽기 전에 확인하면 없는 파일을 읽으려다 나는 오류를 줄일 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_exists_mkdir_beginner_v118_a1.json	2	PY118_L04_EXISTS_FALSE_MEANING_001	exists()가 False인 경우	경로가 틀렸거나 파일이 없을 수 있다	exists()가 False라면 먼저 의심할 만한 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	False는 그 경로를 찾지 못했다는 뜻이다. 파일명 오타, 현재 작업 폴더, 실제 파일 존재 여부를 먼저 확인하는 게 좋다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_exists_mkdir_beginner_v118_a1.json	4	PY118_L05_PREVENT_OVERWRITE_001	덮어쓰기 전 파일 존재 확인	기존 파일을 실수로 덮어쓰는 실수	이 코드가 막으려는 실수는?	해설에서 정답 표현을 직접 찾기 어렵다.	출력 경로가 이미 있으면 write_text가 기존 내용을 바꿀 수 있다. exists() 확인은 덮어쓰기 방지 guard로 쓸 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_file_exists_mkdir_beginner_v118_a1.json	5	PY118_L05_MKDIR_PARENTS_001	mkdir parents 옵션 읽기	중간 폴더까지 필요하면 만든다	parents=True의 의미로 알맞은 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	parents=True는 output 같은 중간 폴더가 없어도 함께 만들 수 있게 한다. nested output 경로에서 자주 쓰인다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_files_paths_project_structure_v32.json	6	PY32_L08_test_path_001	파일 존재 확인 Test-Path	해당 경로가 존재한다	Test-Path가 True를 반환하면?	해설에서 정답 표현을 직접 찾기 어렵다.	Test-Path는 파일이나 폴더가 실제로 존재하는지 확인하는 명령이다. 존재 여부만 알려주므로 JSON 내용 품질 검증은 별도 단계가 필요하다. 파일을 읽기 전에 Test-Path로 guard를 두면 없는 파일 때문에 생기는 오류를 더 친절하게 처리할 수 있다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_files_paths_project_structure_v32.json	8	PY32_L09_read_write_utf8_001	UTF-8 읽기/쓰기	한글과 특수문자 깨짐을 줄이기 위해	-Encoding UTF8을 붙이는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	read/write UTF-8은 파일을 읽고 쓸 때 인코딩을 명시하는 습관이다. 시스템 기본값 차이로 생기는 한글 깨짐을 줄이는 데 중요하다. 파일을 저장할 때도 같은 인코딩을 쓰면 다른 PC나 서버에서 다시 읽을 때 깨짐 가능성이 줄어든다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_files_paths_project_structure_v32.json	9	PY32_L09_backup_file_001	백업 파일 만들기	app.js를 백업 위치에 복사한다	이 명령의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	backup file은 수정 전 원본을 복구할 수 있게 따로 보관한 파일이다. 패치 전 백업을 만들면 문제가 생겼을 때 이전 상태로 되돌리기 쉽다. 자동 패치나 대량 치환 전에는 백업과 diff 확인을 함께 두는 습관이 안전하다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_files_paths_project_structure_v32.json	10	PY32_L09_temp_file_001	임시 파일 사용하기	쓰기 중 실패했을 때 원본 손상 위험을 줄일 수 있다	임시 파일을 거치는 장점은?	해설에서 정답 표현을 직접 찾기 어렵다.	큰 파일을 직접 덮어쓰기보다 임시 파일에 먼저 쓰고 교체하는 방식이 더 안전하다. 임시 파일은 중간 결과를 잠깐 저장하기 위한 파일이다. 코드를 읽을 때는 생성 위치, 사용 뒤 삭제 여부, 같은 이름이 다시 쓰일 가능성을 확인해야 한다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_files_paths_project_structure_v32.json	12	PY32_L10_project_structure_001	scripts/data/src 구조 읽기	학습 카드 JSON 데이터를 보관한다	data/lessons 폴더의 역할로 맞는 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	src는 앱 코드, data는 데이터, scripts는 자동화 스크립트로 나누면 찾기 쉽다. scripts/data/src 구조는 실행 도구, 데이터 파일, 앱 코드를 역할별로 나누는 방식이다. 파일이 어디에 있어야 하는지 기준이 생겨 유지보수가 쉬워진다.
MEDIUM	ANSWER_NOT_EXPLICIT_IN_EXPLANATION	data\lessons\python_files_paths_project_structure_v32.json	13	PY32_L10_config_location_001	config 파일 위치 읽기	코드를 덜 고치고 설정만 바꿀 수 있다	config를 따로 두는 장점은?	해설에서 정답 표현을 직접 찾기 어렵다.	config location은 설정 파일을 어디에 둘지 정하는 문제다. 설정값을 코드와 분리하면 환경별 변경이 쉬워지고 코드 수정 위험도 줄어든다. 환경 변수, JSON, .env처럼 설정 위치를 정하면 비밀값과 일반 설정도 구분해 관리할 수 있다.
