file	index	id	title	old_reading_goal	new_reading_goal
data/lessons/python_core_expansion_v1.json	25	PY_L09_class_001	class 구조 읽기	‘class가 데이터와 함수를 묶는 구조임을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	class가 데이터와 함수를 묶는 구조임을 읽는다.
data/lessons/python_core_expansion_v1.json	28	PY_L10_async_001	async 함수 읽기	‘async def가 비동기 함수 정의라는 것을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	async def가 비동기 함수 정의라는 것을 읽는다.
data/lessons/python_core_expansion_v1.json	29	PY_L10_context_manager_001	Context Manager 패턴 읽기	‘with 구조가 리소스를 안전하게 열고 닫는 패턴임을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	with 구조가 리소스를 안전하게 열고 닫는 패턴임을 읽는다.
data/lessons/python_core_expansion_v1.json	30	PY_L10_pm_trace_001	PM형 코드 흐름 추론	‘함수 이름만 보고 전체 파이프라인 목적을 추론한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	함수 이름만 보고 전체 파이프라인 목적을 추론한다.
data/lessons/python_core_gaps_v99_a1.json	2	PYV99_A1_GAP_002_ABS_DISTANCE	abs로 차이의 크기 읽기	‘abs가 음수 방향을 지우고 크기만 남기는 흐름을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	abs가 음수 방향을 지우고 크기만 남기는 흐름을 읽는다.
data/lessons/python_daily_review_expansion_v9.json	1	PY9_REVIEW_AI_API_001	[오늘의 코드리뷰 1/6] AI API 호출 코드 전체 목적	‘긴 AI API 호출 코드를 전체 흐름으로 먼저 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	긴 AI API 호출 코드를 전체 흐름으로 먼저 읽는다.
data/lessons/python_daily_review_expansion_v9.json	2	PY9_REVIEW_AI_API_002	[오늘의 코드리뷰 2/6] API 키 위치 찾기	‘API 키가 환경변수에서 읽히는 구조를 찾는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	API 키가 환경변수에서 읽히는 구조를 찾는다.
data/lessons/python_daily_review_expansion_v9.json	3	PY9_REVIEW_AI_API_003	[오늘의 코드리뷰 3/6] 실제 API 호출 지점	‘긴 코드에서 실제 외부 호출이 일어나는 줄을 찾는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	긴 코드에서 실제 외부 호출이 일어나는 줄을 찾는다.
data/lessons/python_daily_review_expansion_v9.json	6	PY9_REVIEW_AI_API_006	[오늘의 코드리뷰 6/6] 이 코드의 개선 우선순위	‘긴 코드를 읽고 운영 관점의 개선 지점을 고른다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	긴 코드를 읽고 운영 관점의 개선 지점을 고른다.
data/lessons/python_daily_review_expansion_v9.json	12	PY9_REVIEW_RAG_006	[오늘의 코드리뷰 6/6] RAG 코드 개선점	‘단순 검색 RAG 코드에서 품질 개선 지점을 고른다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	단순 검색 RAG 코드에서 품질 개선 지점을 고른다.
data/lessons/python_daily_review_expansion_v9.json	13	PY9_REVIEW_KALMAN_001	[오늘의 코드리뷰 1/6] Kalman Filter 전체 목적	‘칼만필터 코드를 수학 암기보다 코드 흐름으로 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	칼만필터 코드를 수학 암기보다 코드 흐름으로 읽는다.
data/lessons/python_daily_review_expansion_v9.json	14	PY9_REVIEW_KALMAN_002	[오늘의 코드리뷰 2/6] state 의미 찾기	‘state 벡터가 무엇을 담고 있는지 코드에서 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	state 벡터가 무엇을 담고 있는지 코드에서 읽는다.
data/lessons/python_daily_review_expansion_v9.json	15	PY9_REVIEW_KALMAN_003	[오늘의 코드리뷰 3/6] predict step 찾기	‘이전 상태를 dt만큼 앞으로 보내는 예측 단계를 찾는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	이전 상태를 dt만큼 앞으로 보내는 예측 단계를 찾는다.
data/lessons/python_daily_review_expansion_v9.json	16	PY9_REVIEW_KALMAN_004	[오늘의 코드리뷰 4/6] measurement update 찾기	‘측정값 measured_x가 어디서 보정에 들어가는지 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	측정값 measured_x가 어디서 보정에 들어가는지 읽는다.
data/lessons/python_daily_review_expansion_v9.json	17	PY9_REVIEW_KALMAN_005	[오늘의 코드리뷰 5/6] Q와 R의 코드상 역할	‘Q/R 같은 noise 변수가 어느 계산에 들어가는지 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	Q/R 같은 noise 변수가 어느 계산에 들어가는지 읽는다.
data/lessons/python_daily_review_expansion_v9.json	18	PY9_REVIEW_KALMAN_006	[오늘의 코드리뷰 6/6] Kalman 코드 읽는 순서	‘긴 수식 코드에서 어떤 순서로 읽으면 되는지 정리한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	긴 수식 코드에서 어떤 순서로 읽으면 되는지 정리한다.
data/lessons/python_daily_review_expansion_v9.json	19	PY9_REVIEW_SHARD_001	[오늘의 코드리뷰 1/5] shard 실행 전체 목적	‘긴 batch shard 코드를 전체적으로 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	긴 batch shard 코드를 전체적으로 읽는다.
data/lessons/python_daily_review_expansion_v9.json	25	PY9_REVIEW_FASTAPI_002	[오늘의 코드리뷰 2/5] 요청 스키마 읽기	‘클라이언트가 보내야 하는 입력 구조를 찾는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	클라이언트가 보내야 하는 입력 구조를 찾는다.
data/lessons/python_daily_review_expansion_v9.json	30	PY9_REVIEW_PSPATCH_002	[오늘의 코드리뷰 2/5] ErrorActionPreference 의미	‘스크립트 중간 에러를 무시하지 않도록 하는 설정을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	스크립트 중간 에러를 무시하지 않도록 하는 설정을 읽는다.
data/lessons/python_daily_review_expansion_v9.json	31	PY9_REVIEW_PSPATCH_003	[오늘의 코드리뷰 3/5] 마커 탐지 분기	‘기존 블록을 찾고 없으면 중단하는 조건문을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	기존 블록을 찾고 없으면 중단하는 조건문을 읽는다.
data/lessons/python_data_governance_copyright_v57.json	2	PY57_L06_license_001	license 읽기	‘라이선스가 자료의 사용 조건을 정한다는 점을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	라이선스가 자료의 사용 조건을 정한다는 점을 이해한다.
data/lessons/python_data_governance_copyright_v57.json	6	PY57_L08_public_data_001	public data 읽기	‘공공데이터도 사용 조건과 출처를 확인해야 함을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	공공데이터도 사용 조건과 출처를 확인해야 함을 이해한다.
data/lessons/python_data_governance_copyright_v57.json	12	PY57_L09_attribution_render_001	attribution render 읽기	‘앱 화면이나 제출 문서에 출처표기를 표시하는 흐름을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	앱 화면이나 제출 문서에 출처표기를 표시하는 흐름을 이해한다.
data/lessons/python_data_governance_copyright_v57.json	13	PY57_L09_exclude_source_001	exclude source 읽기	‘사용 조건이 맞지 않는 자료를 제외하는 방식을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	사용 조건이 맞지 않는 자료를 제외하는 방식을 이해한다.
data/lessons/python_data_processing_pandas_jsonl_v42.json	2	PY42_L06_json_vs_jsonl_001	JSON vs JSONL 읽기	‘JSON과 JSONL의 저장 방식 차이를 구분한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	JSON과 JSONL의 저장 방식 차이를 구분한다.
data/lessons/python_data_processing_pandas_jsonl_v42.json	3	PY42_L07_dictreader_001	csv.DictReader 읽기	‘CSV/TSV 행을 dict로 읽는 방식을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	CSV/TSV 행을 dict로 읽는 방식을 이해한다.
data/lessons/python_data_processing_pandas_jsonl_v42.json	9	PY42_L08_missing_value_001	missing value 읽기	‘빈 값과 NaN을 확인하는 기본 방식을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	빈 값과 NaN을 확인하는 기본 방식을 이해한다.
data/lessons/python_data_processing_pandas_jsonl_v42.json	10	PY42_L09_dedup_001	dedup 읽기	‘중복 행을 기준 컬럼으로 제거하는 방식을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	중복 행을 기준 컬럼으로 제거하는 방식을 이해한다.
data/lessons/python_data_processing_pandas_jsonl_v42.json	11	PY42_L09_groupby_001	groupby 읽기	‘특정 컬럼별로 묶어서 개수를 세는 패턴을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	특정 컬럼별로 묶어서 개수를 세는 패턴을 이해한다.
data/lessons/python_data_processing_pandas_jsonl_v42.json	12	PY42_L09_merge_join_001	merge / join 읽기	‘두 표를 공통 key 기준으로 합치는 merge를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	두 표를 공통 key 기준으로 합치는 merge를 이해한다.
data/lessons/python_data_processing_pandas_jsonl_v42.json	13	PY42_L09_sort_filter_001	sort / filter 읽기	‘조건으로 행을 걸러내고 정렬하는 기본 분석 패턴을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	조건으로 행을 걸러내고 정렬하는 기본 분석 패턴을 읽는다.
data/lessons/python_data_processing_pandas_jsonl_v42.json	15	PY42_L10_audit_tsv_001	audit TSV 읽기	‘검증 결과를 audit TSV로 남기는 이유를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	검증 결과를 audit TSV로 남기는 이유를 이해한다.
data/lessons/python_data_processing_pandas_jsonl_v42.json	16	PY42_L10_pipeline_data_quality_001	pipeline data quality 읽기	‘데이터 파이프라인에서 품질 검증 지점을 두는 이유를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	데이터 파이프라인에서 품질 검증 지점을 두는 이유를 이해한다.
data/lessons/python_data_structures_json_v29.json	1	PY29_L07_list_of_dict_001	list of dict 읽기	‘여러 개의 카드 객체가 리스트 안에 들어 있는 구조를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	여러 개의 카드 객체가 리스트 안에 들어 있는 구조를 읽는다.
data/lessons/python_data_structures_json_v29.json	3	PY29_L08_dict_get_default_001	dict.get 기본값 읽기	‘필드가 없을 때 기본값을 쓰는 get 패턴을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	필드가 없을 때 기본값을 쓰는 get 패턴을 이해한다.
data/lessons/python_data_structures_json_v29.json	6	PY29_L09_sort_key_001	sort key 읽기	‘dict 리스트를 특정 필드 기준으로 정렬하는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	dict 리스트를 특정 필드 기준으로 정렬하는 코드를 읽는다.
data/lessons/python_data_structures_json_v29.json	7	PY29_L09_group_by_level_001	level별 group by 읽기	‘카드를 level별로 묶어 집계하는 코드를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	카드를 level별로 묶어 집계하는 코드를 이해한다.
data/lessons/python_data_structures_json_v29.json	9	PY29_L09_schema_required_fields_001	required fields 검증 읽기	‘각 카드에 필수 필드가 있는지 검사하는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	각 카드에 필수 필드가 있는지 검사하는 코드를 읽는다.
data/lessons/python_data_structures_json_v29.json	10	PY29_L10_answer_in_choices_001	answer in choices 검증 읽기	‘정답이 선택지 안에 실제로 있는지 검사하는 코드를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	정답이 선택지 안에 실제로 있는지 검사하는 코드를 이해한다.
data/lessons/python_database_sql_repository_v21.json	4	PY21_L08_rollback_001	rollback 예외 처리 읽기	‘DB 작업 실패 시 변경을 되돌리는 패턴을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	DB 작업 실패 시 변경을 되돌리는 패턴을 읽는다.
data/lessons/python_database_sql_repository_v21.json	5	PY21_L08_schema_create_table_001	CREATE TABLE schema 읽기	‘테이블 생성 SQL에서 컬럼과 primary key를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	테이블 생성 SQL에서 컬럼과 primary key를 읽는다.
data/lessons/python_database_sql_repository_v21.json	6	PY21_L08_not_null_001	NOT NULL 제약 읽기	‘DB 컬럼이 비어 있으면 안 되는 제약을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	DB 컬럼이 비어 있으면 안 되는 제약을 이해한다.
data/lessons/python_database_sql_repository_v21.json	10	PY21_L09_upsert_001	UPSERT 읽기	‘이미 있으면 갱신하고 없으면 삽입하는 SQL 패턴을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	이미 있으면 갱신하고 없으면 삽입하는 SQL 패턴을 읽는다.
data/lessons/python_database_sql_repository_v21.json	13	PY21_L10_migration_001	migration SQL 읽기	‘이미 있는 테이블에 새 컬럼을 추가하는 SQL을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	이미 있는 테이블에 새 컬럼을 추가하는 SQL을 읽는다.
data/lessons/python_database_sql_repository_v21.json	14	PY21_L10_d1_prepare_bind_001	Cloudflare D1 prepare/bind 읽기	‘D1에서 SQL과 파라미터를 분리해 실행하는 구조를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	D1에서 SQL과 파라미터를 분리해 실행하는 구조를 읽는다.
data/lessons/python_database_sql_repository_v21.json	16	PY21_L10_orphan_check_001	orphan row 점검 쿼리 읽기	‘참조 대상이 없는 행을 찾는 SQL을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	참조 대상이 없는 행을 찾는 SQL을 읽는다.
data/lessons/python_database_storage_crud_v37.json	2	PY37_L06_row_column_001	row / column 읽기	‘테이블에서 행과 열이 각각 무엇을 나타내는지 구분한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	테이블에서 행과 열이 각각 무엇을 나타내는지 구분한다.
data/lessons/python_database_storage_crud_v37.json	5	PY37_L08_crud_001	CRUD 읽기	‘데이터 앱의 기본 조작인 CRUD를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	데이터 앱의 기본 조작인 CRUD를 이해한다.
data/lessons/python_database_storage_crud_v37.json	6	PY37_L08_select_001	SELECT 읽기	‘SQL에서 데이터를 조회하는 SELECT 문을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	SQL에서 데이터를 조회하는 SELECT 문을 이해한다.
data/lessons/python_database_storage_crud_v37.json	7	PY37_L08_insert_001	INSERT 읽기	‘SQL에서 새 row를 추가하는 INSERT 문을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	SQL에서 새 row를 추가하는 INSERT 문을 이해한다.
data/lessons/python_database_storage_crud_v37.json	8	PY37_L09_update_001	UPDATE 읽기	‘기존 row 값을 바꾸는 UPDATE 문을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	기존 row 값을 바꾸는 UPDATE 문을 이해한다.
data/lessons/python_database_storage_crud_v37.json	9	PY37_L09_delete_001	DELETE 읽기	‘조건에 맞는 row를 삭제하는 DELETE 문을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	조건에 맞는 row를 삭제하는 DELETE 문을 이해한다.
data/lessons/python_database_storage_crud_v37.json	10	PY37_L09_upsert_001	upsert 읽기	‘있으면 수정하고 없으면 추가하는 upsert 개념을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	있으면 수정하고 없으면 추가하는 upsert 개념을 이해한다.
data/lessons/python_database_storage_crud_v37.json	11	PY37_L09_index_001	index 읽기	‘자주 찾는 column에 index를 두는 이유를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	자주 찾는 column에 index를 두는 이유를 이해한다.
data/lessons/python_database_storage_crud_v37.json	15	PY37_L10_sqlite_supabase_d1_001	SQLite / Supabase / D1 구분	‘로컬 DB와 클라우드 DB 선택지를 큰 그림에서 구분한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	로컬 DB와 클라우드 DB 선택지를 큰 그림에서 구분한다.
data/lessons/python_database_storage_crud_v37.json	16	PY37_L10_progress_storage_001	progress 저장 구조 읽기	‘학습앱에서 사용자별 진행률을 어떤 필드로 저장할지 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	학습앱에서 사용자별 진행률을 어떤 필드로 저장할지 읽는다.
data/lessons/python_debug_logs_cache_git_v17.json	3	PY17_L07_http_log_200_304_001	서버 로그 200과 304 읽기	‘정적 서버 로그에서 200과 304의 차이를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	정적 서버 로그에서 200과 304의 차이를 읽는다.
data/lessons/python_debug_logs_cache_git_v17.json	4	PY17_L07_query_cache_bust_001	쿼리스트링 캐시 깨기 읽기	‘URL 뒤의 ?v=...가 왜 캐시를 우회하는지 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	URL 뒤의 ?v=...가 왜 캐시를 우회하는지 이해한다.
data/lessons/python_debug_logs_cache_git_v17.json	6	PY17_L08_fetch_log_sequence_001	fetch 로그 순서 읽기	‘서버 로그에서 앱이 어떤 파일들을 순서대로 요청했는지 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	서버 로그에서 앱이 어떤 파일들을 순서대로 요청했는지 읽는다.
data/lessons/python_debug_logs_cache_git_v17.json	8	PY17_L08_select_string_001	Select-String으로 코드 위치 찾기	‘파일 안에서 함수명이나 설정명을 검색하는 명령을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	파일 안에서 함수명이나 설정명을 검색하는 명령을 읽는다.
data/lessons/python_debug_logs_cache_git_v17.json	9	PY17_L09_regex_replace_block_001	정규식 블록 교체 읽기	‘함수 하나를 정규식으로 찾아 통째로 교체하는 패턴을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	함수 하나를 정규식으로 찾아 통째로 교체하는 패턴을 읽는다.
data/lessons/python_debug_logs_cache_git_v17.json	10	PY17_L09_git_status_001	git status 결과 읽기	‘Git이 추적하는 변경과 추적하지 않는 파일을 구분한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	Git이 추적하는 변경과 추적하지 않는 파일을 구분한다.
data/lessons/python_debug_logs_cache_git_v17.json	11	PY17_L09_git_add_commit_push_001	git add/commit/push 흐름 읽기	‘로컬 변경을 원격 GitHub에 올리는 기본 흐름을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	로컬 변경을 원격 GitHub에 올리는 기본 흐름을 읽는다.
data/lessons/python_debug_logs_cache_git_v17.json	16	PY17_L10_pwa_deploy_address_001	GitHub Pages 주소와 로컬 주소 구분	‘공개 배포 주소와 로컬 테스트 주소가 다른 이유를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	공개 배포 주소와 로컬 테스트 주소가 다른 이유를 이해한다.
data/lessons/python_debug_logs_cache_git_v17.json	17	PY17_L10_service_recovery_habit_001	실험 패치 후 복구 습관 읽기	‘실험 패치가 실패했을 때 안정 지점을 만드는 절차를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	실험 패치가 실패했을 때 안정 지점을 만드는 절차를 이해한다.
data/lessons/python_debugging_error_routines_v28.json	1	PY28_L07_error_read_order_001	에러 메시지 읽는 순서	‘에러 로그에서 먼저 봐야 할 위치와 원인 문장을 구분한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	에러 로그에서 먼저 봐야 할 위치와 원인 문장을 구분한다.
data/lessons/python_debugging_error_routines_v28.json	2	PY28_L07_name_error_001	NameError 읽기	‘정의되지 않은 변수나 오타 때문에 나는 오류를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	정의되지 않은 변수나 오타 때문에 나는 오류를 이해한다.
data/lessons/python_debugging_error_routines_v28.json	3	PY28_L07_type_error_001	TypeError 읽기	‘자료형이 맞지 않아 연산이 실패하는 상황을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	자료형이 맞지 않아 연산이 실패하는 상황을 읽는다.
data/lessons/python_debugging_error_routines_v28.json	7	PY28_L08_unicode_decode_error_001	UnicodeDecodeError 읽기	‘파일 인코딩이 맞지 않을 때 나는 오류를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	파일 인코딩이 맞지 않을 때 나는 오류를 이해한다.
data/lessons/python_debugging_error_routines_v28.json	9	PY28_L09_http_404_001	HTTP 404 로그 읽기	‘정적 서버 로그에서 404가 어떤 의미인지 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	정적 서버 로그에서 404가 어떤 의미인지 이해한다.
data/lessons/python_debugging_error_routines_v28.json	11	PY28_L09_port_in_use_001	포트 충돌 오류 읽기	‘서버 실행 시 이미 포트가 사용 중이라는 오류를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	서버 실행 시 이미 포트가 사용 중이라는 오류를 이해한다.
data/lessons/python_deep_expansion_v4.json	4	PY4_L03_is_equal_001	is와 == 차이 맛보기	‘값 비교와 객체 동일성 비교를 구분해 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	값 비교와 객체 동일성 비교를 구분해 읽는다.
data/lessons/python_deep_expansion_v4.json	7	PY4_L04_any_001	any() 조건 읽기	‘여러 조건 중 하나라도 참이면 참이 되는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	여러 조건 중 하나라도 참이면 참이 되는 코드를 읽는다.
data/lessons/python_deep_expansion_v4.json	8	PY4_L04_all_001	all() 조건 읽기	‘여러 조건이 모두 참인지 확인하는 all() 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	여러 조건이 모두 참인지 확인하는 all() 코드를 읽는다.
data/lessons/python_deep_expansion_v4.json	12	PY4_L06_jsonl_stream_001	JSONL streaming 읽기	‘큰 JSONL 파일을 한 줄씩 읽어 처리하는 코드를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	큰 JSONL 파일을 한 줄씩 읽어 처리하는 코드를 이해한다.
data/lessons/python_deep_expansion_v4.json	14	PY4_L06_file_suffix_001	Path suffix/stem 읽기	‘파일 확장자와 확장자를 뺀 이름을 읽는 코드를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	파일 확장자와 확장자를 뺀 이름을 읽는 코드를 이해한다.
data/lessons/python_deep_expansion_v4.json	16	PY4_L07_request_timeout_001	requests timeout 읽기	‘API 요청이 너무 오래 걸릴 때 중단시키는 옵션을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	API 요청이 너무 오래 걸릴 때 중단시키는 옵션을 읽는다.
data/lessons/python_deep_expansion_v4.json	17	PY4_L07_retry_loop_001	간단 retry loop 읽기	‘실패하면 여러 번 다시 시도하는 구조를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	실패하면 여러 번 다시 시도하는 구조를 읽는다.
data/lessons/python_deep_expansion_v4.json	18	PY4_L07_auth_header_001	Authorization header 읽기	‘API 토큰을 HTTP 헤더에 넣어 요청하는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	API 토큰을 HTTP 헤더에 넣어 요청하는 코드를 읽는다.
data/lessons/python_deep_expansion_v4.json	19	PY4_L08_logging_level_001	logging level 읽기	‘INFO와 ERROR 같은 로그 레벨의 의미를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	INFO와 ERROR 같은 로그 레벨의 의미를 읽는다.
data/lessons/python_deep_expansion_v4.json	21	PY4_L08_resume_filter_001	이미 처리한 항목 건너뛰기	‘완료된 id 집합을 보고 남은 작업만 고르는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	완료된 id 집합을 보고 남은 작업만 고르는 코드를 읽는다.
data/lessons/python_deep_expansion_v4.json	23	PY4_L09_prompt_template_001	prompt template 읽기	‘질문과 문서를 템플릿에 넣어 프롬프트를 만드는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	질문과 문서를 템플릿에 넣어 프롬프트를 만드는 코드를 읽는다.
data/lessons/python_deep_expansion_v4.json	24	PY4_L09_evidence_check_001	근거 없는 답변 차단 흐름	‘근거 문서가 없으면 답변 생성을 막는 방어 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	근거 문서가 없으면 답변 생성을 막는 방어 코드를 읽는다.
data/lessons/python_deep_expansion_v4.json	25	PY4_L09_rerank_flow_001	rerank 흐름 읽기	‘검색 후보를 다시 점수화해 상위 결과를 고르는 흐름을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	검색 후보를 다시 점수화해 상위 결과를 고르는 흐름을 읽는다.
data/lessons/python_deep_expansion_v4.json	28	PY4_L10_label_adjudication_001	라벨 adjudication 흐름 읽기	‘여러 라벨 후보를 규칙으로 최종 확정하는 흐름을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	여러 라벨 후보를 규칙으로 최종 확정하는 흐름을 읽는다.
data/lessons/python_deep_expansion_v4.json	29	PY4_L10_shard_status_001	shard status 집계 읽기	‘여러 shard의 완료 상태를 집계하는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	여러 shard의 완료 상태를 집계하는 코드를 읽는다.
