rank	file	index	id	title	answer	final_sentence	changed	old_explanation	new_explanation
21	data/lessons/python_foundation_level3_v95_a4_file_exception_path.json	2	PYF95_A4_FILE_002_READLINE_FIRST	첫 줄 읽기	'A'가 출력된다	따라서 출력은 ‘'A'가 출력된다’이다.	YES	readline은 첫 줄 A를 읽고 strip으로 줄바꿈을 제거한다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다.	readline은 첫 줄 A를 읽고 strip으로 줄바꿈을 제거한다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다. 따라서 출력은 ‘'A'가 출력된다’이다.
22	data/lessons/python_foundation_level3_v95_a4_file_exception_path.json	6	PYF95_A4_FILE_006_WRITE_RETURN_COUNT	write 반환값	결과는 2이다	따라서 결과는 2이다.	YES	문자열 hi의 길이는 2이므로 write 반환값 n은 2다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다.	문자열 hi의 길이는 2이므로 write 반환값 n은 2다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다. 따라서 결과는 2이다.
23	data/lessons/python_foundation_level3_v95_a4_file_exception_path.json	18	PYF95_A4_FILE_018_TRY_EXCEPT_NO_ERROR	오류가 없을 때 except 건너뛰기	결과는 3이다	따라서 결과는 3이다.	YES	int('3')은 성공하므로 3이 출력되고 except는 실행되지 않는다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다.	int('3')은 성공하므로 3이 출력되고 except는 실행되지 않는다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다. 따라서 결과는 3이다.
24	data/lessons/python_foundation_level3_v95_a4_file_exception_path.json	22	PYF95_A4_FILE_022_SAFE_INT_FUNCTION	safe_int 함수 읽기	결과는 0이다	따라서 결과는 0이다.	YES	int('x')가 실패하므로 except에서 return 0이 실행된다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다.	int('x')가 실패하므로 except에서 return 0이 실행된다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다. 따라서 결과는 0이다.
25	data/lessons/python_foundation_level3_v95_a4_file_exception_path.json	23	PYF95_A4_FILE_023_SAFE_INT_SUCCESS	safe_int 정상 변환	결과는 7이다	따라서 결과는 7이다.	YES	int('7')은 성공하므로 7이 return 된다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다.	int('7')은 성공하므로 7이 return 된다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다. 따라서 결과는 7이다.
26	data/lessons/python_foundation_level3_v95_a4_file_exception_path.json	28	PYF95_A4_FILE_028_JSON_FILE_FLOW	파일에서 JSON 읽기 흐름	읽은 항목 개수인 3	따라서 출력은 ‘읽은 항목 개수인 3’이다.	YES	파일 내용 문자열이 dict로 바뀌고 level 값 3이 출력된다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다.	파일 내용 문자열이 dict로 바뀌고 level 값 3이 출력된다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다. 따라서 출력은 ‘읽은 항목 개수인 3’이다.
27	data/lessons/python_foundation_level4_v95_a5_oop_basics.json	6	PYF95_A5_OOP_006_INIT_TWO_OBJECTS	두 object의 attribute 구분	A 다음 B	따라서 출력 순서는 ‘A 다음 B’이다.	YES	a.name은 A이고 b.name은 B다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다.	a.name은 A이고 b.name은 B다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다. 따라서 출력 순서는 ‘A 다음 B’이다.
28	data/lessons/python_foundation_level4_v95_a5_oop_basics.json	11	PYF95_A5_OOP_011_METHOD_CHANGES_ATTRIBUTE	method에서 attribute 바꾸기	결과는 1이다	따라서 결과는 1이다.	YES	초기 count는 0이고 add 한 번으로 1이 된다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다.	초기 count는 0이고 add 한 번으로 1이 된다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다. 따라서 결과는 1이다.
29	data/lessons/python_foundation_level4_v95_a5_oop_basics.json	15	PYF95_A5_OOP_015_LOOP_OBJECTS	object 리스트 반복	A 다음 B	따라서 출력 순서는 ‘A 다음 B’이다.	YES	첫 object의 name은 A, 두 번째 object의 name은 B다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다.	첫 object의 name은 A, 두 번째 object의 name은 B다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다. 따라서 출력 순서는 ‘A 다음 B’이다.
30	data/lessons/python_foundation_level4_v95_a5_oop_basics.json	17	PYF95_A5_OOP_017_INSTANCE_READ_CLASS_VARIABLE	object에서 class variable 읽기	v1	따라서 출력은 ‘v1’이다.	YES	c에 version attribute가 따로 없으면 class 쪽 version을 읽을 수 있다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다.	c에 version attribute가 따로 없으면 class 쪽 version을 읽을 수 있다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다. 따라서 출력은 ‘v1’이다.
31	data/lessons/python_foundation_level4_v95_a5_oop_basics.json	22	PYF95_A5_OOP_022_METHOD_TWO_ARGUMENTS	method parameter 두 개	결과는 5이다	따라서 결과는 5이다.	YES	a는 2, b는 3이므로 add는 5를 return한다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다.	a는 2, b는 3이므로 add는 5를 return한다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다. 따라서 결과는 5이다.
32	data/lessons/python_foundation_level4_v95_a5_oop_basics.json	27	PYF95_A5_OOP_027_ATTRIBUTE_DICT	attribute가 dict일 때	결과는 3이다	따라서 결과는 3이다.	YES	p.data는 dict이고 level key의 값은 3이다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다.	p.data는 dict이고 level key의 값은 3이다. 이 문제는 Level 4에서 객체지향 기초 코드를 실행 순서대로 읽는 연습이다. class는 설계도이고 object는 class를 호출해서 만든 실제 값이다. self는 method가 실행되는 현재 object를 가리키며, __init__은 object가 만들어질 때 attribute를 준비하는 특별한 method다. 정답을 고를 때는 class 정의만 보고 바로 실행된다고 생각하지 말고, object 생성 줄, attribute 대입, method 호출, return 또는 print 흐름을 차례대로 따라가야 한다. 따라서 결과는 3이다.
33	data/lessons/python_json_error_encoding_beginner_v119_a1.json	4	PY119_L05_BOM_SYMPTOM_001	BOM 문제 증상 읽기	BOM이나 인코딩 문제	따라서 출력은 ‘BOM이나 인코딩 문제’이다.	YES	\ufeff는 BOM이 문자열에 남았을 때 보일 수 있다. 이때 파일을 utf-8-sig로 읽는 방법을 고려할 수 있다. 문제 파일의 첫 글자 주변을 확인하면 원인을 좁힐 수 있다.	\ufeff는 BOM이 문자열에 남았을 때 보일 수 있다. 이때 파일을 utf-8-sig로 읽는 방법을 고려할 수 있다. 문제 파일의 첫 글자 주변을 확인하면 원인을 좁힐 수 있다. 따라서 출력은 ‘BOM이나 인코딩 문제’이다.
34	data/lessons/python_broad_expansion_v3.json	6	PY3_L05_nested_dict_001	중첩 dict 값 읽기	arXiv	따라서 출력은 ‘arXiv’이다.	YES	중첩 dict는 dict 안에 또 다른 dict가 들어 있는 구조다. source key로 안쪽 dict에 들어간 뒤 name 값을 꺼낸다. 중첩 구조는 바깥 key를 먼저 찾고 그 결과 dict에서 다시 안쪽 key를 찾는 순서로 따라가면 된다.	중첩 dict는 dict 안에 또 다른 dict가 들어 있는 구조다. source key로 안쪽 dict에 들어간 뒤 name 값을 꺼낸다. 중첩 구조는 바깥 key를 먼저 찾고 그 결과 dict에서 다시 안쪽 key를 찾는 순서로 따라가면 된다. 따라서 출력은 ‘arXiv’이다.
35	data/lessons/python_core_expansion_v1.json	6	PY_L02_fstring_001	f-string 읽기	node: LiDAR	따라서 출력은 ‘node: LiDAR’이다.	YES	f-string은 문자열 안의 중괄호 자리에 변수 값이나 간단한 표현식 결과를 넣는다. 따라서 {name} 자리에는 변수 name에 저장된 실제 값이 들어간다. 일반 문자열처럼 보이지만 앞의 f가 붙어 있기 때문에 중괄호 안이 계산된다는 점이 핵심이다. 로그, 상태 메시지, 출력 문장을 만들 때 자주 쓰이므로 변수 값이 언제 문자열에 들어가는지 확인해야 한다.	f-string은 문자열 안의 중괄호 자리에 변수 값이나 간단한 표현식 결과를 넣는다. 따라서 {name} 자리에는 변수 name에 저장된 실제 값이 들어간다. 일반 문자열처럼 보이지만 앞의 f가 붙어 있기 때문에 중괄호 안이 계산된다는 점이 핵심이다. 로그, 상태 메시지, 출력 문장을 만들 때 자주 쓰이므로 변수 값이 언제 문자열에 들어가는지 확인해야 한다. 따라서 출력은 ‘node: LiDAR’이다.
36	data/lessons/python_core_expansion_v1.json	10	PY_L04_enumerate_001	enumerate로 번호와 값 함께 읽기	순번과 값	따라서 출력은 ‘순번과 값’이다.	YES	enumerate()는 반복 중인 값과 그 값의 인덱스를 함께 제공한다. for i, value처럼 두 변수로 받으면 첫 번째에는 번호, 두 번째에는 실제 값이 들어간다. 리스트의 값만 필요한 경우에는 그냥 for value in items를 쓰면 되지만, 몇 번째 항목인지도 필요하면 enumerate가 편하다. 출력에서 번호와 값이 함께 보이면 인덱스가 0부터 시작하는지도 확인해야 한다.	enumerate()는 반복 중인 값과 그 값의 인덱스를 함께 제공한다. for i, value처럼 두 변수로 받으면 첫 번째에는 번호, 두 번째에는 실제 값이 들어간다. 리스트의 값만 필요한 경우에는 그냥 for value in items를 쓰면 되지만, 몇 번째 항목인지도 필요하면 enumerate가 편하다. 출력에서 번호와 값이 함께 보이면 인덱스가 0부터 시작하는지도 확인해야 한다. 따라서 출력은 ‘순번과 값’이다.
37	data/lessons/python_core_gaps_v99_a1.json	25	PYV99_A1_GAP_025_SET_DISCARD_EXISTING	discard로 있는 값 제거하기	['ai', 'python']	따라서 출력은 ‘['ai', 'python']’이다.	YES	discard는 set 안에 값이 있으면 그 값을 제거하고, 값이 없어도 오류 없이 넘어간다. 이 예제에서는 web이 tags 안에 있으므로 제거되고, sorted는 출력 순서를 안정적으로 보여 주기 위해 사용된다. remove와 달리 discard는 없는 값을 지울 때도 예외를 만들지 않는다. 따라서 중복 태그나 선택 항목을 안전하게 정리할 때 자주 쓴다.	discard는 set 안에 값이 있으면 그 값을 제거하고, 값이 없어도 오류 없이 넘어간다. 이 예제에서는 web이 tags 안에 있으므로 제거되고, sorted는 출력 순서를 안정적으로 보여 주기 위해 사용된다. remove와 달리 discard는 없는 값을 지울 때도 예외를 만들지 않는다. 따라서 중복 태그나 선택 항목을 안전하게 정리할 때 자주 쓴다. 따라서 출력은 ‘['ai', 'python']’이다.
38	data/lessons/cards_seed_v1.json	12	L10_risk_001	불안정한 코드 위험 찾기	doc_id가 없는 줄이면 에러가 난다	따라서 출력은 ‘doc_id가 없는 줄이면 에러가 난다’이다.	YES	row['doc_id']처럼 대괄호 접근을 쓰면 해당 key가 없는 데이터에서 KeyError가 날 수 있다. 불안정한 코드 위험은 당장 오류가 나지 않아도 나중에 실패할 수 있는 부분을 찾는 것이다. 입력값, 예외 처리, 파일 존재 여부를 함께 봐야 한다.	row['doc_id']처럼 대괄호 접근을 쓰면 해당 key가 없는 데이터에서 KeyError가 날 수 있다. 불안정한 코드 위험은 당장 오류가 나지 않아도 나중에 실패할 수 있는 부분을 찾는 것이다. 입력값, 예외 처리, 파일 존재 여부를 함께 봐야 한다. 따라서 출력은 ‘doc_id가 없는 줄이면 에러가 난다’이다.
39	data/lessons/python_dev_environment_foundation_v103_a1.json	23	PY103_L10_restore_reset_revert_001	restore, reset, revert 차이 읽기	git restore	따라서 정답은 ‘git restore’이다.	YES	restore, reset, revert는 모두 되돌리기처럼 보이지만 영향 범위가 다르다. restore는 보통 작업 폴더의 미커밋 변경을 되돌리는 데 쓰고, revert는 이미 커밋된 변경을 취소하는 새 커밋을 만든다. reset은 이력을 움직일 수 있어 더 조심해야 한다. 어떤 명령을 쓰기 전에는 status와 log로 현재 상태와 원격 push 여부를 확인해야 한다.	restore, reset, revert는 모두 되돌리기처럼 보이지만 영향 범위가 다르다. restore는 보통 작업 폴더의 미커밋 변경을 되돌리는 데 쓰고, revert는 이미 커밋된 변경을 취소하는 새 커밋을 만든다. reset은 이력을 움직일 수 있어 더 조심해야 한다. 어떤 명령을 쓰기 전에는 status와 log로 현재 상태와 원격 push 여부를 확인해야 한다. 따라서 정답은 ‘git restore’이다.
40	data/lessons/python_core_expansion_v1.json	2	PY_L01_type_001	type()으로 값의 종류 보기	value의 자료형	따라서 출력은 ‘value의 자료형’이다.	YES	type()은 값이 어떤 자료형인지 확인하는 함수다. 숫자, 문자열, 리스트처럼 값의 종류를 알아야 가능한 연산과 메서드를 안전하게 고를 수 있다. 예를 들어 '3'은 숫자처럼 보이지만 문자열이면 덧셈 방식이 달라진다. 코드를 읽을 때 type()이 보이면 실제 값의 모양보다 파이썬이 판단하는 종류를 확인하는 줄이라고 보면 된다.	type()은 값이 어떤 자료형인지 확인하는 함수다. 숫자, 문자열, 리스트처럼 값의 종류를 알아야 가능한 연산과 메서드를 안전하게 고를 수 있다. 예를 들어 '3'은 숫자처럼 보이지만 문자열이면 덧셈 방식이 달라진다. 코드를 읽을 때 type()이 보이면 실제 값의 모양보다 파이썬이 판단하는 종류를 확인하는 줄이라고 보면 된다. 따라서 출력은 ‘value의 자료형’이다.
