rank	file	index	id	title	answer	final_sentence	changed	old_explanation	new_explanation
26	data/lessons/python_foundation_level3_v95_a4_file_exception_path.json	4	PYF95_A4_FILE_004_STRIP_LINES	줄 끝 공백 제거하기	['A', 'B']가 된다	따라서 출력 결과는 ['A', 'B']가 된다.	YES	각 줄에서 줄바꿈이 제거되어 A와 B만 남는다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다.	각 줄에서 줄바꿈이 제거되어 A와 B만 남는다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다. 따라서 출력 결과는 ['A', 'B']가 된다.
27	data/lessons/python_json_error_encoding_beginner_v119_a1.json	7	PY119_L06_SAFE_JSON_PARSE_001	안전한 JSON 파싱 흐름	JSON 문법을 해석하지 못한 오류	따라서 출력은 ‘JSON 문법을 해석하지 못한 오류’이다.	YES	JSONDecodeError는 JSON 파싱 실패를 나타낸다. 파일은 읽혔지만 내용이 JSON 문법에 맞지 않을 때 따로 처리할 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	JSONDecodeError는 JSON 파싱 실패를 나타낸다. 파일은 읽혔지만 내용이 JSON 문법에 맞지 않을 때 따로 처리할 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 출력은 ‘JSON 문법을 해석하지 못한 오류’이다.
28	data/lessons/python_mutable_default_beginner_v115_a1.json	4	PY115_L05_NONE_SAFE_PATTERN_001	None 기본값 안전 패턴	매 호출에서 필요하면 새 리스트를 만들기 위해	따라서 반환/호출 결과는 ‘매 호출에서 필요하면 새 리스트를 만들기 위해’이다.	YES	items=None으로 시작하면 기본값 list를 공유하지 않는다. 함수 안에서 필요한 순간 새 list를 만들 수 있어 호출 사이 값 섞임을 줄인다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	items=None으로 시작하면 기본값 list를 공유하지 않는다. 함수 안에서 필요한 순간 새 list를 만들 수 있어 호출 사이 값 섞임을 줄인다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 반환/호출 결과는 ‘매 호출에서 필요하면 새 리스트를 만들기 위해’이다.
29	data/lessons/python_oop_gap_beginner_v116_a1.json	5	PY116_L05_INHERITANCE_BASIC_001	상속 기본 흐름	Dog가 Animal의 메서드를 물려받기 때문에	따라서 출력은 ‘Dog가 Animal의 메서드를 물려받기 때문에’이다.	YES	Dog는 Animal을 상속하므로 Animal에 있는 speak 메서드를 사용할 수 있다. 이것이 상속의 기본적인 재사용 흐름이다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	Dog는 Animal을 상속하므로 Animal에 있는 speak 메서드를 사용할 수 있다. 이것이 상속의 기본적인 재사용 흐름이다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 출력은 ‘Dog가 Animal의 메서드를 물려받기 때문에’이다.
30	data/lessons/python_pandas_beginner_v122_a1.json	3	PY122_L05_COLUMNS_CHECK_001	df.columns로 컬럼 확인	실제 컬럼 이름을 확인하기 위해	따라서 출력은 ‘실제 컬럼 이름을 확인하기 위해’이다.	YES	df.columns는 DataFrame의 열 이름 목록을 보여 준다. 컬럼명 오타로 KeyError가 날 때 먼저 확인해야 하는 정보다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	df.columns는 DataFrame의 열 이름 목록을 보여 준다. 컬럼명 오타로 KeyError가 날 때 먼저 확인해야 하는 정보다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 출력은 ‘실제 컬럼 이름을 확인하기 위해’이다.
31	data/lessons/python_regex_beginner_v124_a1.json	2	PY124_L04_MATCH_NONE_CHECK_001	match None 확인 후 group 읽기	매치가 없을 때 group() 오류를 줄이기 위해	따라서 출력은 ‘매치가 없을 때 group() 오류를 줄이기 위해’이다.	YES	re.search()가 패턴을 찾지 못하면 None을 돌려준다. None에는 group()이 없으므로 if m으로 먼저 확인한 뒤 값을 읽어야 안전하다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	re.search()가 패턴을 찾지 못하면 None을 돌려준다. None에는 group()이 없으므로 if m으로 먼저 확인한 뒤 값을 읽어야 안전하다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 출력은 ‘매치가 없을 때 group() 오류를 줄이기 위해’이다.
32	data/lessons/python_requests_api_beginner_v121_a1.json	2	PY121_L04_RESPONSE_TEXT_DEBUG_001	response.text로 응답 확인	실제 응답 내용을 일부 확인하기 위해	따라서 출력은 ‘실제 응답 내용을 일부 확인하기 위해’이다.	YES	response.text는 서버가 돌려준 원문 응답이다. JSON이 아니라 에러 HTML이나 안내문이 왔는지 확인할 때 도움이 된다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	response.text는 서버가 돌려준 원문 응답이다. JSON이 아니라 에러 HTML이나 안내문이 왔는지 확인할 때 도움이 된다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 출력은 ‘실제 응답 내용을 일부 확인하기 위해’이다.
33	data/lessons/cards_seed_v1.json	9	L07_pipeline_001	load-filter-write 구조 읽기	nodes.jsonl에서 Sensor 노드만 골라 sensor_nodes.jsonl로 저장한다.	따라서 정답은 ‘nodes.jsonl에서 Sensor 노드만 골라 sensor_nodes.jsonl로 저장한다.’이다.	YES	main() 함수 안에서 load, filter, write가 순서대로 호출된다. 그래서 데이터 읽기, 거르기, 쓰기의 파이프라인 흐름이 만들어진다. 이런 구조는 입력, 처리, 출력 단계를 분리해 디버깅과 테스트를 쉽게 만든다.	main() 함수 안에서 load, filter, write가 순서대로 호출된다. 그래서 데이터 읽기, 거르기, 쓰기의 파이프라인 흐름이 만들어진다. 이런 구조는 입력, 처리, 출력 단계를 분리해 디버깅과 테스트를 쉽게 만든다. 따라서 정답은 ‘nodes.jsonl에서 Sensor 노드만 골라 sensor_nodes.jsonl로 저장한다.’이다.
34	data/lessons/python_env_secret_config_beginner_v130_a1.json	7	PY130_L06_CONFIG_VS_SECRET_001	설정값과 비밀값 구분하기	OPENAI_API_KEY	따라서 정답은 ‘OPENAI_API_KEY’이다.	YES	APP_MODE, PAGE_SIZE, LOG_LEVEL은 공개되어도 큰 문제가 없는 설정값일 수 있다. 반면 API Key는 비용과 권한이 연결될 수 있어 비밀값으로 다뤄야 한다.	APP_MODE, PAGE_SIZE, LOG_LEVEL은 공개되어도 큰 문제가 없는 설정값일 수 있다. 반면 API Key는 비용과 권한이 연결될 수 있어 비밀값으로 다뤄야 한다. 따라서 정답은 ‘OPENAI_API_KEY’이다.
35	data/lessons/python_core_expansion_v1.json	9	PY_L03_in_001	in으로 포함 여부 확인	found	따라서 출력은 ‘found’이다.	YES	in 연산자는 어떤 값이 문자열, 리스트, set 같은 자료 안에 포함되어 있는지 확인한다. text 안에 'LiDAR'라는 문자열이 포함되어 있으면 조건은 True가 된다. 문자열 검색에서는 대소문자와 공백이 다르면 결과가 달라질 수 있다. 그래서 실제 프로젝트에서는 lower(), strip() 같은 정규화가 먼저 적용됐는지도 함께 보면 조건 판단을 더 정확히 읽을 수 있다.	in 연산자는 어떤 값이 문자열, 리스트, set 같은 자료 안에 포함되어 있는지 확인한다. text 안에 'LiDAR'라는 문자열이 포함되어 있으면 조건은 True가 된다. 문자열 검색에서는 대소문자와 공백이 다르면 결과가 달라질 수 있다. 그래서 실제 프로젝트에서는 lower(), strip() 같은 정규화가 먼저 적용됐는지도 함께 보면 조건 판단을 더 정확히 읽을 수 있다. 따라서 출력은 ‘found’이다.
36	data/lessons/cards_seed_v1.json	10	L08_reverse_import_001	import 목록으로 기능 추론하기	파일 경로와 명령어 옵션을 받아 JSON 데이터를 처리하는 스크립트	따라서 정답은 ‘파일 경로와 명령어 옵션을 받아 JSON 데이터를 처리하는 스크립트’이다.	YES	json은 JSON 처리, argparse는 CLI 옵션, pathlib은 경로 처리에 자주 쓰인다. import 목록을 보면 코드가 어떤 기능을 사용할지 거꾸로 추론할 수 있다. pathlib, json, re처럼 가져온 모듈이 이후 흐름의 힌트가 된다.	json은 JSON 처리, argparse는 CLI 옵션, pathlib은 경로 처리에 자주 쓰인다. import 목록을 보면 코드가 어떤 기능을 사용할지 거꾸로 추론할 수 있다. pathlib, json, re처럼 가져온 모듈이 이후 흐름의 힌트가 된다. 따라서 정답은 ‘파일 경로와 명령어 옵션을 받아 JSON 데이터를 처리하는 스크립트’이다.
37	data/lessons/python_foundation_level3_v95_a4_file_exception_path.json	9	PYF95_A4_FILE_009_MODE_A_CONCEPT	a 모드 의미 고르기	뒤에 추가하기	따라서 정답은 ‘뒤에 추가하기’이다.	YES	a는 append의 의미로 뒤에 추가하는 모드다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다.	a는 append의 의미로 뒤에 추가하는 모드다. 이 문제는 Level 3에서 파일 처리, 경로 처리, 예외 처리의 실행 흐름을 읽는 연습이다. open과 with는 파일을 여는 방식이고, read와 write는 내용을 읽거나 쓰는 동작이다. pathlib Path는 경로를 부품처럼 다루게 해 주며, try/except는 실패할 수 있는 코드의 정상 흐름과 오류 흐름을 나누어 준다. 정답은 코드가 파일을 읽는지 쓰는지, 오류가 발생하는지, except가 실행되는지, Path 속성이 어떤 부분을 가리키는지를 기준으로 고른다. 따라서 정답은 ‘뒤에 추가하기’이다.
38	data/lessons/python_import_debug_beginner_v114_a1.json	2	PY114_L03_MODULE_PACKAGE_001	module과 package 구분	Python 모듈 파일	따라서 정답은 ‘Python 모듈 파일’이다.	YES	helpers.py처럼 기능을 담은 .py 파일은 module로 볼 수 있다. app 폴더는 여러 module을 묶는 package 역할을 한다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	helpers.py처럼 기능을 담은 .py 파일은 module로 볼 수 있다. app 폴더는 여러 module을 묶는 package 역할을 한다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 정답은 ‘Python 모듈 파일’이다.
39	data/lessons/python_advanced_expansion_v5.json	1	PY5_L09_inheritance_001	상속과 메서드 재정의 읽기	bark	따라서 출력은 ‘bark’이다.	YES	상속은 부모 클래스의 기능을 자식 클래스가 물려받는 구조다. Dog 클래스가 speak를 다시 정의하면 Animal의 speak를 재정의한다. 자식 클래스는 필요한 동작만 바꾸고 공통 구조는 부모에서 물려받아 코드 중복을 줄일 수 있다.	상속은 부모 클래스의 기능을 자식 클래스가 물려받는 구조다. Dog 클래스가 speak를 다시 정의하면 Animal의 speak를 재정의한다. 자식 클래스는 필요한 동작만 바꾸고 공통 구조는 부모에서 물려받아 코드 중복을 줄일 수 있다. 따라서 출력은 ‘bark’이다.
40	data/lessons/python_advanced_expansion_v5.json	5	PY5_L10_asyncio_run_001	asyncio.run 흐름 읽기	data	따라서 출력은 ‘data’이다.	YES	asyncio.run이 main을 실행하고 main 안에서 fetch 결과를 기다린다. asyncio.run은 비동기 함수 실행을 시작하는 입구 역할을 한다. 코드를 읽을 때는 어떤 async 함수가 넘겨지는지, 그 안에서 await가 어떤 순서로 실행되는지 따라가야 한다.	asyncio.run이 main을 실행하고 main 안에서 fetch 결과를 기다린다. asyncio.run은 비동기 함수 실행을 시작하는 입구 역할을 한다. 코드를 읽을 때는 어떤 async 함수가 넘겨지는지, 그 안에서 await가 어떤 순서로 실행되는지 따라가야 한다. 따라서 출력은 ‘data’이다.
41	data/lessons/python_auth_security_tokens_v22.json	5	PY22_L08_jwt_parts_001	JWT 세 부분 구조 읽기	3	따라서 출력은 ‘3’이다.	YES	JWT는 보통 header, payload, signature 세 부분이 점으로 연결된 문자열이다. JWT는 header, payload, signature 세 부분으로 구성된다. payload는 읽을 수 있지만 위조를 막으려면 signature 검증이 반드시 필요하다.	JWT는 보통 header, payload, signature 세 부분이 점으로 연결된 문자열이다. JWT는 header, payload, signature 세 부분으로 구성된다. payload는 읽을 수 있지만 위조를 막으려면 signature 검증이 반드시 필요하다. 따라서 출력은 ‘3’이다.
42	data/lessons/python_csv_writer_dictreader_beginner_v120_a1.json	1	PY120_L04_CSV_WRITER_WRITEROW_001	csv.writer와 writerow 읽기	한 행씩 CSV 파일에 쓰기 위해	따라서 정답은 ‘한 행씩 CSV 파일에 쓰기 위해’이다.	YES	writerow()는 CSV에 행 하나를 기록한다. 리스트의 각 값은 CSV의 한 칸에 들어가는 값으로 다뤄진다. 그래서 헤더 행과 데이터 행을 같은 방식으로 쓸 수 있다.	writerow()는 CSV에 행 하나를 기록한다. 리스트의 각 값은 CSV의 한 칸에 들어가는 값으로 다뤄진다. 그래서 헤더 행과 데이터 행을 같은 방식으로 쓸 수 있다. 따라서 정답은 ‘한 행씩 CSV 파일에 쓰기 위해’이다.
43	data/lessons/python_csv_writer_dictreader_beginner_v120_a1.json	4	PY120_L05_DICTWRITER_WRITEHEADER_001	writeheader 읽기	헤더 행을 먼저 기록한다	따라서 정답은 ‘헤더 행을 먼저 기록한다’이다.	YES	writeheader()는 fieldnames에 있는 컬럼 이름을 CSV의 첫 행으로 쓴다. 나중에 DictReader가 컬럼명을 읽기 쉬워진다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	writeheader()는 fieldnames에 있는 컬럼 이름을 CSV의 첫 행으로 쓴다. 나중에 DictReader가 컬럼명을 읽기 쉬워진다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 정답은 ‘헤더 행을 먼저 기록한다’이다.
44	data/lessons/python_csv_writer_dictreader_beginner_v120_a1.json	8	PY120_L06_DICTWRITER_SAVE_FLOW_001	DictWriter 저장 흐름 읽기	헤더를 쓰고 각 행을 순서대로 쓴다	따라서 정답은 ‘헤더를 쓰고 각 행을 순서대로 쓴다’이다.	YES	DictWriter를 만들고 writeheader()로 컬럼명을 먼저 쓴 뒤, 각 dict row를 writerow()로 저장하는 흐름이다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	DictWriter를 만들고 writeheader()로 컬럼명을 먼저 쓴 뒤, 각 dict row를 writerow()로 저장하는 흐름이다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 정답은 ‘헤더를 쓰고 각 행을 순서대로 쓴다’이다.
45	data/lessons/python_data_structures_json_v29.json	2	PY29_L07_nested_dict_001	nested dict 접근 읽기	20	따라서 출력은 ‘20’이다.	YES	먼저 item['stats']로 내부 dict를 꺼내고, 다시 ['items_written'] 값을 읽는다. nested dict는 dict 안에 또 다른 dict가 들어 있는 구조다. 설정 파일이나 JSON 응답을 읽을 때 key를 단계별로 따라가며 값을 확인해야 한다.	먼저 item['stats']로 내부 dict를 꺼내고, 다시 ['items_written'] 값을 읽는다. nested dict는 dict 안에 또 다른 dict가 들어 있는 구조다. 설정 파일이나 JSON 응답을 읽을 때 key를 단계별로 따라가며 값을 확인해야 한다. 따라서 출력은 ‘20’이다.
46	data/lessons/python_data_structures_json_v29.json	4	PY29_L08_missing_field_guard_001	missing field 방어 읽기	짧은 설명	따라서 출력은 ‘짧은 설명’이다.	YES	body가 없으면 summary를 보고, summary가 있으므로 그 값을 반환한다. missing field 방어는 데이터에 특정 key가 없을 때 오류가 나지 않게 처리하는 방식이다. get, 기본값, 조건문을 어떻게 쓰는지 확인해야 한다.	body가 없으면 summary를 보고, summary가 있으므로 그 값을 반환한다. missing field 방어는 데이터에 특정 key가 없을 때 오류가 나지 않게 처리하는 방식이다. get, 기본값, 조건문을 어떻게 쓰는지 확인해야 한다. 따라서 출력은 ‘짧은 설명’이다.
47	data/lessons/python_data_structures_json_v29.json	6	PY29_L09_sort_key_001	sort key 읽기	c1	따라서 출력은 ‘c1’이다.	YES	sort key는 정렬할 때 어떤 값을 기준으로 볼지 정하는 함수다. level 값을 key로 쓰면 level이 작은 카드가 앞에 오게 된다. 정렬 기준 함수가 무엇을 반환하는지 보면 어떤 항목이 앞에 올지 예측할 수 있다.	sort key는 정렬할 때 어떤 값을 기준으로 볼지 정하는 함수다. level 값을 key로 쓰면 level이 작은 카드가 앞에 오게 된다. 정렬 기준 함수가 무엇을 반환하는지 보면 어떤 항목이 앞에 올지 예측할 수 있다. 따라서 출력은 ‘c1’이다.
48	data/lessons/python_deep_expansion_v4.json	7	PY4_L04_any_001	any() 조건 읽기	has sensor	따라서 출력은 ‘has sensor’이다.	YES	any()는 여러 조건 중 하나라도 참이면 True를 반환한다. tags 안에 sensor가 하나라도 있으므로 전체 조건은 참이 된다. 반대로 모든 조건이 참이어야 하는 상황은 all()을 쓰므로 문제에서 하나라도인지 전부인지 확인해야 한다.	any()는 여러 조건 중 하나라도 참이면 True를 반환한다. tags 안에 sensor가 하나라도 있으므로 전체 조건은 참이 된다. 반대로 모든 조건이 참이어야 하는 상황은 all()을 쓰므로 문제에서 하나라도인지 전부인지 확인해야 한다. 따라서 출력은 ‘has sensor’이다.
49	data/lessons/python_dev_environment_foundation_v103_a1.json	19	PY103_L08_git_diff_add_commit_001	diff, add, commit 순서 읽기	어떤 파일이 얼마나 바뀌었는지 확인하기 위해	따라서 정답은 ‘어떤 파일이 얼마나 바뀌었는지 확인하기 위해’이다.	YES	git diff --stat은 파일별 변경 규모를 보여 준다. 커밋 전에 diff를 보면 의도하지 않은 파일이나 큰 변경이 섞였는지 확인할 수 있다. git add는 다음 커밋에 포함할 파일을 고르는 단계이고, git commit은 그 변경 묶음을 기록으로 저장한다. 검증 없이 커밋하거나 전체 add를 습관적으로 쓰면 임시 파일이 섞일 수 있다. 이 루틴은 코드 수정뿐 아니라 JSON 데이터 보강에서도 중요하며, 검증 결과와 실제 변경 파일이 서로 맞는지 확인한 뒤 커밋하는 습관으로 이어진다.	git diff --stat은 파일별 변경 규모를 보여 준다. 커밋 전에 diff를 보면 의도하지 않은 파일이나 큰 변경이 섞였는지 확인할 수 있다. git add는 다음 커밋에 포함할 파일을 고르는 단계이고, git commit은 그 변경 묶음을 기록으로 저장한다. 검증 없이 커밋하거나 전체 add를 습관적으로 쓰면 임시 파일이 섞일 수 있다. 이 루틴은 코드 수정뿐 아니라 JSON 데이터 보강에서도 중요하며, 검증 결과와 실제 변경 파일이 서로 맞는지 확인한 뒤 커밋하는 습관으로 이어진다. 따라서 정답은 ‘어떤 파일이 얼마나 바뀌었는지 확인하기 위해’이다.
50	data/lessons/python_dev_environment_foundation_v103_a1.json	20	PY103_L08_git_tag_push_001	tag와 push 흐름 읽기	커밋뿐 아니라 태그도 원격에 올리기 위해	따라서 정답은 ‘커밋뿐 아니라 태그도 원격에 올리기 위해’이다.	YES	tag는 특정 commit에 붙이는 기준 이름이다. 검증 통과 버전에 tag를 붙이면 나중에 안정 상태를 다시 찾기 쉽다. git push origin main은 main 브랜치의 commit을 원격으로 올리고, --tags는 로컬 tag도 함께 올린다. commit만 하고 push하지 않으면 다른 장비나 GitHub 기준에서는 최신 상태가 아닐 수 있다.	tag는 특정 commit에 붙이는 기준 이름이다. 검증 통과 버전에 tag를 붙이면 나중에 안정 상태를 다시 찾기 쉽다. git push origin main은 main 브랜치의 commit을 원격으로 올리고, --tags는 로컬 tag도 함께 올린다. commit만 하고 push하지 않으면 다른 장비나 GitHub 기준에서는 최신 상태가 아닐 수 있다. 따라서 정답은 ‘커밋뿐 아니라 태그도 원격에 올리기 위해’이다.
51	data/lessons/python_dev_environment_foundation_v103_a1.json	25	PY103_L09_dotenv_gitignore_001	.env와 .gitignore 읽기	비밀값 유출을 막기 위해	따라서 정답은 ‘비밀값 유출을 막기 위해’이다.	YES	.env는 로컬 개발에서 API key나 비밀 설정을 보관하는 파일로 자주 쓰인다. 실제 비밀값이 들어간 파일을 공개 저장소에 올리면 다른 사람이 내 계정으로 서비스를 사용할 수 있다. 그래서 .gitignore에 .env를 등록하고, 필요한 변수 이름만 담은 .env.example을 공유하는 방식이 안전하다. 코드를 읽을 때는 값의 저장 위치와 노출 위험을 함께 봐야 한다.	.env는 로컬 개발에서 API key나 비밀 설정을 보관하는 파일로 자주 쓰인다. 실제 비밀값이 들어간 파일을 공개 저장소에 올리면 다른 사람이 내 계정으로 서비스를 사용할 수 있다. 그래서 .gitignore에 .env를 등록하고, 필요한 변수 이름만 담은 .env.example을 공유하는 방식이 안전하다. 코드를 읽을 때는 값의 저장 위치와 노출 위험을 함께 봐야 한다. 따라서 정답은 ‘비밀값 유출을 막기 위해’이다.
52	data/lessons/python_exception_traceback_beginner_v117_a1.json	5	PY117_L05_RAISE_MESSAGE_001	raise 메시지 읽기	score는 0에서 100 사이여야 한다	따라서 정답은 ‘score는 0에서 100 사이여야 한다’이다.	YES	예외 메시지는 사람이 원인을 알 수 있게 돕는다. 여기서는 score의 허용 범위가 0부터 100까지라는 조건을 알려 준다. 조건 위반 위치를 빠르게 좁히는 단서가 된다.	예외 메시지는 사람이 원인을 알 수 있게 돕는다. 여기서는 score의 허용 범위가 0부터 100까지라는 조건을 알려 준다. 조건 위반 위치를 빠르게 좁히는 단서가 된다. 따라서 정답은 ‘score는 0에서 100 사이여야 한다’이다.
53	data/lessons/python_fastapi_api_server_v20.json	3	PY20_L08_path_param_001	path parameter 읽기	PY20_001	따라서 반환/호출 결과는 ‘PY20_001’이다.	YES	중괄호 {card_id} 위치의 URL 값이 함수 인자 card_id로 들어간다. path parameter는 URL 경로 안에 들어가는 값이다. 예를 들어 특정 id를 경로에서 받아 조회할 때 쓰며, 함수 인자로 어떻게 연결되는지 확인해야 한다.	중괄호 {card_id} 위치의 URL 값이 함수 인자 card_id로 들어간다. path parameter는 URL 경로 안에 들어가는 값이다. 예를 들어 특정 id를 경로에서 받아 조회할 때 쓰며, 함수 인자로 어떻게 연결되는지 확인해야 한다. 따라서 반환/호출 결과는 ‘PY20_001’이다.
54	data/lessons/python_file_exists_mkdir_beginner_v118_a1.json	1	PY118_L04_EXISTS_BEFORE_READ_001	파일 읽기 전 exists 확인	파일이 있는지 먼저 확인하기 위해	따라서 정답은 ‘파일이 있는지 먼저 확인하기 위해’이다.	YES	exists()는 경로가 실제로 존재하는지 확인한다. 파일을 읽기 전에 확인하면 없는 파일을 읽으려다 나는 오류를 줄일 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	exists()는 경로가 실제로 존재하는지 확인한다. 파일을 읽기 전에 확인하면 없는 파일을 읽으려다 나는 오류를 줄일 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 정답은 ‘파일이 있는지 먼저 확인하기 위해’이다.
55	data/lessons/python_file_exists_mkdir_beginner_v118_a1.json	5	PY118_L05_MKDIR_PARENTS_001	mkdir parents 옵션 읽기	중간 폴더까지 필요하면 만든다	따라서 정답은 ‘중간 폴더까지 필요하면 만든다’이다.	YES	parents=True는 output 같은 중간 폴더가 없어도 함께 만들 수 있게 한다. nested output 경로에서 자주 쓰인다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	parents=True는 output 같은 중간 폴더가 없어도 함께 만들 수 있게 한다. nested output 경로에서 자주 쓰인다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 정답은 ‘중간 폴더까지 필요하면 만든다’이다.
56	data/lessons/python_foundation_expansion_v10.json	15	PY10_L05_with_open_write_001	with open 저장 읽기	log.txt에 done을 저장한다	따라서 정답은 ‘log.txt에 done을 저장한다’이다.	YES	with open은 파일을 열고 작업이 끝나면 자동으로 닫아 준다. w 모드로 파일을 열고 f.write로 문자열을 파일에 쓴다. 파일 경로, 열기 모드, 실제 기록하는 문자열을 따로 확인하면 읽기 코드인지 쓰기 코드인지 구분하기 쉽다.	with open은 파일을 열고 작업이 끝나면 자동으로 닫아 준다. w 모드로 파일을 열고 f.write로 문자열을 파일에 쓴다. 파일 경로, 열기 모드, 실제 기록하는 문자열을 따로 확인하면 읽기 코드인지 쓰기 코드인지 구분하기 쉽다. 따라서 정답은 ‘log.txt에 done을 저장한다’이다.
57	data/lessons/python_foundation_expansion_v10.json	22	PY10_L06_logging_basic_001	logging 기본 읽기	started라는 정보 로그를 남긴다	따라서 정답은 ‘started라는 정보 로그를 남긴다’이다.	YES	logging은 print보다 관리하기 좋은 실행 기록 방식이다. INFO 레벨 로그는 오류가 아니라 정상 진행 상태를 남길 때 자주 쓴다. 시작, 완료, 건수 같은 정상 흐름을 남기면 오류가 없어도 작업이 진행됐는지 확인할 수 있다.	logging은 print보다 관리하기 좋은 실행 기록 방식이다. INFO 레벨 로그는 오류가 아니라 정상 진행 상태를 남길 때 자주 쓴다. 시작, 완료, 건수 같은 정상 흐름을 남기면 오류가 없어도 작업이 진행됐는지 확인할 수 있다. 따라서 정답은 ‘started라는 정보 로그를 남긴다’이다.
58	data/lessons/python_function_design_io_v30.json	1	PY30_L06_return_vs_print_001	return vs print 읽기	5	따라서 출력은 ‘5’이다.	YES	return은 함수 밖으로 값을 돌려준다. print는 그 값을 화면에 보여주는 역할이다. return은 함수 밖으로 값을 돌려주는 것이고, print는 화면에 보여 주는 동작이다. 다른 코드가 결과를 이어 쓰려면 return이 필요하다.	return은 함수 밖으로 값을 돌려준다. print는 그 값을 화면에 보여주는 역할이다. return은 함수 밖으로 값을 돌려주는 것이고, print는 화면에 보여 주는 동작이다. 다른 코드가 결과를 이어 쓰려면 return이 필요하다. 따라서 출력은 ‘5’이다.
